state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Mississippi,75802,257120,205 ELM AVE E,2008-08-01,YES,YES,YES,YES,1978-08-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75727,257121,2900 NORTH HILLS STREET,2008-08-15,YES,YES,YES,YES,1978-08-15,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75527,257123,229 METHODIST BLVD,2008-10-01,YES,YES,YES,YES,1978-10-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75827,257303,101 NORTH INDUSTRIAL ROAD SUITE B,2008-10-01,YES,YES,YES,YES,1978-10-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75352,257122,1700 VETERANS BLVD  SUITE B,2008-10-09,YES,YES,YES,YES,1978-10-09,Same As Expected,3.0 - 4.0,Non - Profit Private
Mississippi,75552,257304,217 CALDWELL DRIVE,2008-11-01,YES,YES,YES,YES,1978-11-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75177,257305,803 EAST SUNFLOWER RD,2008-11-27,YES,YES,YES,YES,1978-11-27,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75702,257124,1504 ASHTON AVENUE,2008-12-26,YES,YES,YES,YES,1978-12-26,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Mississippi,75402,257126,106 RIVERVIEW DRIVE,2009-03-13,YES,YES,YES,YES,1979-03-13,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75527,257127,1414 SOUTH 28TH AVENUE,2009-06-26,YES,YES,YES,YES,1979-06-26,Same As Expected,3.0 - 4.0,Government - Local
Mississippi,75327,257128,10598 D'IBERVILLE BLVD SUITE B,2009-07-13,YES,YES,YES,YES,1979-07-13,Worse Than Expected,1.0 - 2.5,Proprietary
Mississippi,75127,257129,616 HWY 35 SOUTH,2000-01-01,YES,YES,YES,YES,1980-01-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75102,257309,104 LEGION AVE / MAIL PO DRAWER W,2000-02-26,YES,YES,YES,YES,1980-02-26,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75452,257131,205 WALTHALL  STREET,2000-03-28,YES,YES,YES,YES,1980-03-28,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75152,257311,620 SOUTH STATE STREET STE 3,2000-07-16,YES,YES,YES,YES,1980-07-16,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75277,257110,189 PARK CREEK DRIVE,2001-02-09,YES,YES,YES,YES,1981-02-09,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75052,257100,925 TOMMY MUNRO DRIVE SUITE K,2001-10-01,YES,YES,YES,YES,1981-10-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75077,257135,105 WHITEBROOK DRIVE,2007-01-01,YES,YES,YES,YES,1987-01-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75777,257141,1701 HWY 43 N STE 6,2003-09-01,YES,YES,YES,YES,2001-09-01,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75502,257143,11010 HIGHWAY 49 SUTE 4,2004-10-08,YES,YES,YES,YES,2002-10-08,Same As Expected,3.0 - 4.0,Proprietary
Mississippi,75477,257145,960 AVENT DRIVE,2016-12-30,YES,YES,YES,YES,2014-12-30,Not Available,,Government - State/ County
Mississippi,75827,257002,812 GARFIELD,1996-07-01,YES,YES,YES,YES,1966-07-01,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Mississippi,75177,257016,210 NORTH STREET,1996-08-02,YES,YES,YES,YES,1966-08-02,Same As Expected,3.0 - 4.0,Proprietary
