state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
New Jersey,82727,317084,1340 CAMPUS PARKWAY SUITE A3,2008-05-04,YES,YES,YES,YES,1988-05-04,Better Than Expected,4.5 - 5.0,Non - Profit Private
New Jersey,83152,317086,1138 E CHESTNUT AVENUE BLDG 3B,2005-08-23,YES,YES,YES,YES,1990-08-23,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82602,317089,1101 WHEATON AVENUE SUITE 170,2012-06-03,YES,YES,YES,YES,1997-06-03,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82927,317090,1A MAIN STREET UNIT 7,2012-07-15,YES,YES,YES,YES,1997-07-15,Not Available,,Proprietary
New Jersey,82802,317092,1 CEDAR CREST VILLAGE DRIVE,2010-06-19,YES,YES,YES,YES,2008-06-19,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,83027,317093,3000 ESSEX ROAD,2010-12-04,YES,YES,YES,YES,2008-12-04,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82227,317001,200 MT AIRY ROAD,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82652,317002,175 SOUTH STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82252,317006,120 LEFANTE WAY SOUTH COVE COMMONS SHOPPING CTR,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82777,317008,15 ESSEX ROAD SUITE #301,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,83127,317009,201 BLOOMFIELD AVENUE SECOND FLOOR,1996-07-01,YES,YES,YES,YES,1966-07-01,Better Than Expected,4.5 - 5.0,Non - Profit Private
New Jersey,82327,317012,1940 ROUTE 9 NORTH,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82852,317025,160 NINTH AVENUE SUITE B PO BOX 250,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
New Jersey,82552,317050,299 GRAND STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Proprietary
New Jersey,83102,317016,171 JERSEY STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82402,317017,6 BRIGHTON ROAD SUITE 107,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Proprietary
New Jersey,83002,317021,1100 WAYSIDE ROAD,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82477,317022,15 ENGLE STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Other
New Jersey,82902,317023,110 WEST END AVENUE,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,83152,317051,1138 E CHESTNUT AVENUE BLDG 3B,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Government - Local
New Jersey,83277,317031,401 LACEY ROAD,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Proprietary
New Jersey,82702,317035,523 FELLOWSHIP ROAD - SUITE 250,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82502,317043,215 ROUTE 31,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82527,317047,21 MAIN STREET SUITE 252,1996-07-01,YES,YES,YES,YES,1966-07-01,Better Than Expected,4.5 - 5.0,Proprietary
New Jersey,82627,317048,300 HARPER DRIVE,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
New Jersey,82677,317054,465 SOUTH STREET,1996-11-09,YES,YES,YES,YES,1966-11-09,Better Than Expected,4.5 - 5.0,Non - Profit Private
