state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Texas,126002,677027,200 EAST ARIZONA,2006-01-08,YES,YES,NO,YES,1986-01-08,Same As Expected,3.0 - 4.0,Government - Local
Texas,123477,677014,1317 E COLORADO,2006-02-05,YES,YES,YES,YES,1986-02-05,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,122502,677036,218 S W 26TH AVENUE,2006-02-06,YES,YES,NO,YES,1986-02-06,Same As Expected,3.0 - 4.0,Proprietary
Texas,126027,677035,3118 NORTH MAIN ST. STE. 107,2006-02-28,YES,YES,YES,YES,1986-02-28,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,124902,677032,2900 MOSS ROCK DRIVE SUITE 370,2006-04-30,YES,YES,YES,YES,1986-04-30,Same As Expected,3.0 - 4.0,Proprietary
Texas,120677,677052,1420 WATER STREET,2006-07-08,YES,YES,YES,YES,1986-07-08,Same As Expected,3.0 - 4.0,Non - Profit Private
Texas,117977,677065,700 ELM STREET,2006-09-17,YES,YES,NO,YES,1986-09-17,Same As Expected,3.0 - 4.0,Proprietary
Texas,114877,677078,131 N GRAIN,2007-01-09,YES,YES,YES,YES,1987-01-09,Same As Expected,3.0 - 4.0,Proprietary
Texas,121677,677088,1301 50TH STREET SUITE 9,2007-03-13,YES,YES,YES,YES,1987-03-13,Same As Expected,3.0 - 4.0,Government - State/ County
Texas,117977,677099,523 ELM STREET,2007-06-02,YES,YES,NO,YES,1987-06-02,Same As Expected,3.0 - 4.0,Government - Local
Texas,120227,677101,208 NORTH YOSEMITE,2007-06-29,YES,YES,NO,YES,1987-06-29,Not Available,,Proprietary
Texas,116552,677103,918 SOUTH WELLS ST,2007-07-08,YES,YES,YES,YES,1987-07-08,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,121752,677109,10207 INDIANA AVE,2007-08-21,YES,YES,YES,YES,1987-08-21,Same As Expected,3.0 - 4.0,Proprietary
Texas,127377,677112,220 W GRAND AVE,2007-09-18,YES,YES,YES,YES,1987-09-18,Same As Expected,3.0 - 4.0,Proprietary
Texas,117102,677125,2501 PARKVIEW DRIVE SUITE 400,2007-11-17,YES,YES,YES,YES,1987-11-17,Better Than Expected,4.5 - 5.0,Proprietary
Texas,126727,457443,3000 HERRING AVENUE,2007-12-09,YES,YES,YES,YES,1987-12-09,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,123852,677127,1416 W OAKLAWN SUITE A,2007-12-09,YES,YES,YES,YES,1987-12-09,Better Than Expected,4.5 - 5.0,Proprietary
Texas,121002,677129,1512 NORTH BRYAN STREET,2007-12-22,YES,YES,YES,YES,1987-12-22,Same As Expected,3.0 - 4.0,Government - Combination Government & Voluntary
Texas,122702,677131,1605 W 16TH STREET,2007-12-28,YES,YES,YES,NO,1987-12-28,Not Available,,Proprietary
Texas,126452,677132,419 S BECKHAM,2008-01-21,YES,YES,YES,YES,1988-01-21,Not Available,,Proprietary
Texas,112902,677137,350 PINE STREET SUITE 305,2008-02-03,YES,YES,YES,YES,1988-02-03,Same As Expected,3.0 - 4.0,Proprietary
Texas,116877,677142,113 WEST CLEVELAND STREET,2008-03-21,YES,YES,YES,YES,1988-03-21,Worse Than Expected,1.0 - 2.5,Government - Local
Texas,125102,677143,1835 SOUTH SAM HOUSTON SUITE H,2008-04-06,YES,YES,YES,YES,1988-04-06,Not Available,,Non - Profit Private
Texas,116352,677144,2822 N VETERANS BLVD SUITE A,2008-04-06,YES,YES,YES,YES,1988-04-06,Same As Expected,3.0 - 4.0,Proprietary
Texas,126752,677153,611 W. HWY 6 SUITE 115A,2008-08-03,YES,YES,YES,YES,1988-08-03,Same As Expected,3.0 - 4.0,Proprietary
Texas,113677,677154,309 INDUSTRIAL BLVD.,2008-08-05,YES,YES,YES,YES,1988-08-05,Same As Expected,3.0 - 4.0,Proprietary
Texas,124202,677158,1221 ARISTA ROAD,2008-08-22,YES,YES,YES,YES,1988-08-22,Same As Expected,3.0 - 4.0,Proprietary
Texas,125402,677184,1004 HOBBS HWY STE 2,2008-10-21,YES,YES,YES,YES,1988-10-21,Same As Expected,3.0 - 4.0,Proprietary
Texas,116377,677177,1102 EARLY BLVD,2008-11-02,YES,YES,YES,YES,1988-11-02,Same As Expected,3.0 - 4.0,Proprietary
Texas,123277,677188,916 CREST ROAD SUITE 101,2008-12-07,YES,YES,YES,YES,1988-12-07,Same As Expected,3.0 - 4.0,Proprietary
Texas,112377,677193,1750 ENTERPRISE STREET,2009-02-17,YES,YES,YES,YES,1989-02-17,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,116152,677197,1510 NORTH HAMPTON ROAD SUITE 210,2009-02-27,YES,YES,YES,YES,1989-02-27,Not Available,,Non - Profit Other
Texas,127152,677194,4309 JACKSBORO HWY STE G,2009-03-03,YES,YES,YES,YES,1989-03-03,Better Than Expected,4.5 - 5.0,Proprietary
Texas,116677,677207,1040 BELVIDERE ST,2009-04-18,YES,YES,YES,YES,1989-04-18,Same As Expected,3.0 - 4.0,Proprietary
Texas,119127,677209,9220 KIRBY DRIVE SUITE 900,2009-05-24,YES,YES,YES,YES,1989-05-24,Same As Expected,3.0 - 4.0,Proprietary
Texas,123502,677210,1800 S EDDY STREET,2009-05-31,YES,YES,NO,YES,1989-05-31,Same As Expected,3.0 - 4.0,Proprietary
Texas,119502,677211,4610 BELLE PARK DRIVE,2009-06-21,YES,YES,YES,YES,1989-06-21,Same As Expected,3.0 - 4.0,Proprietary
Texas,121527,677220,1605 JUDSON ROAD SUITE C,2009-09-05,YES,YES,YES,YES,1989-09-05,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,118252,677238,3201 SOUTH EXPRESSWAY 83,2005-02-06,YES,YES,YES,YES,1990-02-06,Same As Expected,3.0 - 4.0,Proprietary
Texas,125377,677247,200 S AUSTIN,2005-03-15,YES,YES,YES,YES,1990-03-15,Same As Expected,3.0 - 4.0,Proprietary
Texas,112127,677248,2221 EAST LAMAR BLVD STE 640 &640A,2005-03-26,YES,YES,YES,YES,1990-03-26,Not Available,,Proprietary
Texas,127152,677249,4309 OLD JACKSBORO HWY SUITE F,2005-04-04,YES,YES,YES,YES,1990-04-04,Same As Expected,3.0 - 4.0,Proprietary
Texas,119252,677254,515 NORTH SAM HOUSTON PKWY EAST STE 215,2005-04-06,YES,NO,NO,YES,1990-04-06,Not Available,,Proprietary
Texas,127127,677259,1401 HOLLIDAY SUITE 216,2005-04-30,YES,YES,YES,YES,1990-04-30,Same As Expected,3.0 - 4.0,Proprietary
Texas,111902,457381,1619 S KENTUCKY STE F-640,2005-05-17,YES,YES,YES,NO,1990-05-17,Same As Expected,3.0 - 4.0,Proprietary
Texas,121777,677264,5902 66TH,2005-05-29,YES,YES,YES,YES,1990-05-29,Same As Expected,3.0 - 4.0,Proprietary
Texas,115652,677267,4055 VALLEY VIEW LANE 5TH FLOOR,2005-06-13,YES,YES,YES,YES,1990-06-13,Not Available,,Proprietary
Texas,117002,677271,1815 TENTH STREET,2005-08-13,YES,YES,YES,YES,1990-08-13,Same As Expected,3.0 - 4.0,Proprietary
Texas,118402,677275,125 SOUTH MAIN STREET,2005-09-06,YES,YES,YES,YES,1990-09-06,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,118427,677277,305 SOUTH ARCHER STREET MOB 3,2005-09-19,YES,YES,YES,YES,1990-09-19,Same As Expected,3.0 - 4.0,Government - State/ County
Texas,126352,677283,5055 W PANTHER CREEK DRIVE #100,2005-11-07,YES,YES,NO,YES,1990-11-07,Same As Expected,3.0 - 4.0,Proprietary
Texas,122202,677285,1100 EAST LAUREL,2005-12-07,YES,YES,YES,YES,1990-12-07,Same As Expected,3.0 - 4.0,Non - Profit Private
Texas,114902,677290,2209 NORTH HIGHWAY 83,2005-12-17,YES,YES,NO,YES,1990-12-17,Better Than Expected,4.5 - 5.0,Proprietary
Texas,123002,677291,507 CROXTON,2006-01-16,YES,YES,YES,YES,1991-01-16,Same As Expected,3.0 - 4.0,Government - State/ County
Texas,122427,677296,501 ANDREWS HWY,2006-02-21,YES,YES,YES,YES,1991-02-21,Same As Expected,3.0 - 4.0,Proprietary
Texas,127177,677297,4007 CALL FIELD ROAD STE D,2006-02-25,YES,YES,YES,YES,1991-02-25,Same As Expected,3.0 - 4.0,Proprietary
Texas,126927,677299,1335 REGENTS PARK DRIVE SUITE #105,2006-02-27,YES,YES,YES,YES,1991-02-27,Same As Expected,3.0 - 4.0,Proprietary
Texas,118202,677412,114 EAST MAIN,2006-06-05,YES,YES,YES,YES,1991-06-05,Same As Expected,3.0 - 4.0,Proprietary
Texas,113452,677415,705 EAST FELT,2006-06-21,YES,YES,YES,YES,1991-06-21,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,125627,677416,712 S ROLAND,2006-07-10,YES,YES,YES,YES,1991-07-10,Not Available,,Government - State/ County
Texas,125427,677421,108 EAST MORRIS STREET,2006-07-16,YES,YES,YES,YES,1991-07-16,Not Available,,Proprietary
Texas,113727,677427,1020 SOUTH 4TH STREET,2006-08-12,YES,YES,NO,YES,1991-08-12,Same As Expected,3.0 - 4.0,Government - Local
Texas,127302,677428,101 NORTH PECAN ST,2006-08-29,YES,YES,YES,YES,1991-08-29,Same As Expected,3.0 - 4.0,Proprietary
Texas,114302,677429,108 WEST OAK STREET,2006-09-06,YES,YES,YES,YES,1991-09-06,Same As Expected,3.0 - 4.0,Government - State/ County
Texas,112602,677433,609 CASTLE RIDGE ROAD SUITE #300,2006-09-18,YES,YES,YES,YES,1991-09-18,Same As Expected,3.0 - 4.0,Proprietary
Texas,111527,457383,749 GATEWAY STREET SUITE 101,2006-10-09,YES,YES,YES,YES,1991-10-09,Same As Expected,3.0 - 4.0,Proprietary
Texas,126202,677439,2501 SUMMERHILL ROAD,2006-10-22,YES,YES,YES,YES,1991-10-22,Not Available,,Proprietary
Texas,119977,677440,3701 KIRBY DRIVE SUITE #1130,2006-10-29,YES,YES,YES,NO,1991-10-29,Not Available,,Proprietary
Texas,116802,457384,11180 LA QUINTA,2006-11-27,YES,YES,YES,YES,1991-11-27,Same As Expected,3.0 - 4.0,Proprietary
Texas,111952,677447,2505 LAKEVIEW DRIVE  #100,2006-12-04,YES,YES,YES,YES,1991-12-04,Same As Expected,3.0 - 4.0,Proprietary
Texas,126202,677450,1705 NORTH BISHOP,2007-01-03,YES,YES,YES,YES,1992-01-03,Not Available,,Proprietary
Texas,115652,677454,4300 SIGMA ROAD SUITE 130,2007-01-23,YES,YES,YES,NO,1992-01-23,Not Available,,Proprietary
Texas,113352,677455,1700 SOUTH BRIDGE STREET,2007-01-28,YES,YES,YES,YES,1992-01-28,Same As Expected,3.0 - 4.0,Proprietary
Texas,126277,677457,8900 E F LOWRY EXPRESSWAY SUITE 102,2007-02-10,YES,YES,YES,YES,1992-02-10,Worse Than Expected,1.0 - 2.5,Proprietary
Texas,122077,677458,717 E RAINEY,2007-02-12,YES,YES,YES,YES,1992-02-12,Same As Expected,3.0 - 4.0,Proprietary
Texas,115827,677492,10101 FONDREN RD SUITE 221,2007-04-16,YES,YES,YES,YES,1992-04-16,Same As Expected,3.0 - 4.0,Proprietary
Texas,125177,677495,1920 CORPORATE DRIVE SUITE A 108,2007-05-27,YES,YES,YES,YES,1992-05-27,Same As Expected,3.0 - 4.0,Proprietary
Texas,125827,677624,711 NORTH GRAHAM,2007-05-27,YES,YES,YES,YES,1992-05-27,Same As Expected,3.0 - 4.0,Proprietary
Texas,124702,677504,6800 PARK TEN BLVD STE 270 -W,2007-06-29,YES,YES,YES,YES,1992-06-29,Same As Expected,3.0 - 4.0,Proprietary
Texas,114677,677513,5842 S STAPLES STREET,2007-08-27,YES,YES,YES,YES,1992-08-27,Not Available,,Proprietary
Texas,114677,677522,5926 SOUTH STAPLES BLDG B SUITE 1B,2007-09-10,YES,YES,YES,YES,1992-09-10,Not Available,,Proprietary
Texas,120777,677517,830 WEST KING,2007-09-11,YES,YES,YES,YES,1992-09-11,Same As Expected,3.0 - 4.0,Proprietary
Texas,124852,677515,4335 WEST PIEDRAS DRIVE SUITE #102,2007-09-15,YES,YES,YES,YES,1992-09-15,Not Available,,Proprietary
Texas,116827,677523,1537 N ZARAGOZA RD STE 2A,2007-09-16,YES,YES,YES,YES,1992-09-16,Same As Expected,3.0 - 4.0,Proprietary
Texas,115627,677520,12160 ABRAMS ROAD SUITE 625,2007-09-24,YES,YES,YES,YES,1992-09-24,Same As Expected,3.0 - 4.0,Proprietary
Texas,127077,677532,401 EAST MAIN STREET,2007-10-02,YES,YES,YES,YES,1992-10-02,Same As Expected,3.0 - 4.0,Proprietary
Texas,116277,677531,209 S BLISS,2007-10-13,YES,YES,YES,YES,1992-10-13,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,122927,677544,750 LANDA STREET SUITE #B,2007-11-10,YES,YES,YES,YES,1992-11-10,Same As Expected,3.0 - 4.0,Non - Profit Religious
Texas,122202,677548,5411 NORTH MCCOLL ROAD,2007-11-11,YES,YES,YES,YES,1992-11-11,Same As Expected,3.0 - 4.0,Proprietary
Texas,121827,677545,103D CARRIAGE DRIVE,2007-11-12,YES,YES,YES,YES,1992-11-12,Same As Expected,3.0 - 4.0,Proprietary
Texas,113052,677569,2012 BEDFORD ROAD,2007-12-08,YES,YES,YES,YES,1992-12-08,Same As Expected,3.0 - 4.0,Proprietary
Texas,114802,677562,204 WEST 5TH STREET,2007-12-22,YES,YES,NO,YES,1992-12-22,Same As Expected,3.0 - 4.0,Proprietary
Texas,121752,677566,3305 101 STREET STE 200,2008-01-05,YES,YES,YES,YES,1993-01-05,Same As Expected,3.0 - 4.0,Proprietary
Texas,126502,677572,116 E HERITAGE DRIVE,2008-01-13,YES,YES,YES,YES,1993-01-13,Same As Expected,3.0 - 4.0,Non - Profit Other
Texas,119552,677574,8303 SW FREEWAY SUITE 410,2008-01-25,YES,YES,YES,YES,1993-01-25,Same As Expected,3.0 - 4.0,Proprietary
Texas,112377,677586,1336 SOUTH PALESTINE,2008-03-02,YES,YES,YES,YES,1993-03-02,Same As Expected,3.0 - 4.0,Proprietary
Texas,113477,677594,441 EAST WASHINGTON  SUITE B,2008-03-09,YES,YES,YES,YES,1993-03-09,Not Available,,Proprietary
