state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Kentucky,53527,187073,851 EAST-WEST CONNECTOR,2007-05-01,YES,YES,YES,YES,1977-05-01,Same As Expected,3.0 - 4.0,Government - State/ County
Kentucky,53777,187074,327 WEST 18TH STREET SUITE D,2009-04-25,YES,YES,YES,YES,1979-04-25,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,53427,187075,8100 BURLINGTON PIKE,2000-01-23,YES,YES,YES,YES,1980-01-23,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,54777,187077,1414 SOUTH MAYO TRAIL,2000-09-17,YES,YES,NO,YES,1980-09-17,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,53202,187080,165 NATCHEZ TRACE AVENUE SUITE 206,2002-05-26,YES,YES,YES,YES,1982-05-26,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53377,187085,2411 RING ROAD SUITE 106,2003-06-21,YES,YES,YES,YES,1983-06-21,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,55102,187083,273 SHOPPERS DRIVE,2003-07-05,YES,YES,YES,YES,1983-07-05,Same As Expected,3.0 - 4.0,Government - State/ County
Kentucky,53902,187084,2432 REGENCY ROAD SUITE 150,2003-08-01,YES,YES,YES,YES,1983-08-01,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54627,187087,726 HARVARD DRIVE,2003-11-02,YES,YES,YES,YES,1983-11-02,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54127,187091,6420 DUTCHMANS PARKWAY SUITE 360,2004-02-27,YES,YES,YES,YES,1984-02-27,Same As Expected,3.0 - 4.0,Non - Profit Religious
Kentucky,54577,187089,907 ARCADIA CIRCLE,2004-05-02,YES,YES,NO,YES,1984-05-02,Same As Expected,3.0 - 4.0,Non - Profit Religious
Kentucky,54102,187103,555 SOUTH FLOYD STREET,2004-06-13,YES,NO,YES,NO,1984-06-13,Not Available,,Non - Profit Other
Kentucky,54527,187093,101 BRUCE PROFESSIONAL DRIVE,2004-07-12,YES,YES,NO,NO,1984-07-12,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54152,187090,710 EXECUTIVE PARK,2004-08-14,YES,YES,YES,YES,1984-08-14,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53952,187095,2020 LIBERTY ROAD SUITE 115,2004-08-21,YES,YES,YES,YES,1984-08-21,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53627,187096,211 SOUTH CHERRY STREET,2004-09-21,YES,YES,YES,YES,1984-09-21,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,53777,187300,210 BURLEY AVENUE SUITE A,2004-09-27,YES,YES,YES,YES,1984-09-27,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,54927,187099,600 1/2 CLIFTY STREET SUITES 2 AND 3,2004-10-01,YES,YES,YES,YES,1984-10-01,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53102,187101,700 SAINT CHRISTOPHER DRIVE STE 105,2004-10-15,YES,YES,YES,YES,1984-10-15,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Kentucky,54852,187102,1310 US HIGHWAY 62 WEST,2004-10-30,YES,YES,YES,YES,1984-10-30,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54727,187100,911 JOE CLIFTON DRIVE,2004-12-28,YES,YES,YES,YES,1984-12-28,Same As Expected,3.0 - 4.0,Non - Profit Religious
Kentucky,53877,187106,810 WALLACE AVENUE,2005-02-25,YES,YES,YES,YES,1985-02-25,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53977,187129,3051 RIO DOSA DRIVE SUITE 356,2005-03-08,YES,YES,YES,YES,1985-03-08,Not Available,,Proprietary
Kentucky,53902,187104,2100 NICHOLASVILLE ROAD,2005-04-04,YES,YES,YES,YES,1985-04-04,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,54627,187112,2211 MAYFAIR AVENUE SUITE 309,2005-04-22,YES,YES,YES,YES,1985-04-22,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,54002,187109,101 VENTURE COURT,2005-05-02,YES,YES,YES,YES,1985-05-02,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53752,187110,201 KLUTEY PARK PLAZA,2005-05-14,YES,YES,YES,YES,1985-05-14,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53252,187119,937 CAMPBELLSVILLE ROAD SUITE 903,2005-06-01,YES,YES,YES,YES,1985-06-01,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54402,187120,17 CONSTRUCTION ROAD SUITE F,2005-07-02,YES,YES,YES,YES,1985-07-02,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54577,187117,1616 HIGHWAY 121 NORTH SUITE C,2005-07-03,YES,YES,YES,YES,1985-07-03,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Kentucky,53652,187118,203 B FAIRGROUNDS ROAD,2005-07-15,YES,YES,YES,YES,1985-07-15,Same As Expected,3.0 - 4.0,Non - Profit Other
Kentucky,53977,187113,2464 FORTUNE DRIVE SUITE 110,2005-07-19,YES,YES,YES,YES,1985-07-19,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53252,187127,705 WRIGHT DRIVE,2005-08-06,YES,YES,YES,YES,1985-08-06,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54902,187128,1527 NASHVILLE STREET,2005-08-28,YES,YES,YES,YES,1985-08-28,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,53777,187124,540 NOEL AVENUE,2005-10-29,YES,YES,NO,YES,1985-10-29,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54977,187130,710 NORTH MAIN STREET,2005-12-26,YES,YES,YES,YES,1985-12-26,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,53702,187131,122 WEST UNION,2006-01-27,YES,YES,YES,YES,1986-01-27,Same As Expected,3.0 - 4.0,Non - Profit Religious
Kentucky,53752,187136,505 KLUTEY PARK PLAZA DRIVE SUITE A,2006-03-26,YES,YES,YES,YES,1986-03-26,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54377,187301,HIGHWAY 60 WEST,2006-05-15,YES,YES,NO,YES,1986-05-15,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Kentucky,53477,187142,20 NORTH GRAND AVENUE,2008-01-11,YES,YES,YES,YES,1988-01-11,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54227,187143,9000 WESSEX PLACE SUITE 304,2008-02-29,YES,YES,YES,YES,1988-02-29,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53377,187145,1105 JULIANA COURT SUITE 3,2008-09-14,YES,YES,YES,YES,1988-09-14,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54052,187146,4934 SOUTH LAUREL ROAD,2009-03-22,YES,YES,YES,YES,1989-03-22,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Kentucky,54252,187149,10140 LINN STATION ROAD,2007-11-04,YES,YES,YES,NO,1992-11-04,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54202,187152,4545 BISHOP LANE SUITE 200,2009-06-29,YES,YES,YES,YES,1994-06-29,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,53502,187303,1717 DIXIE HIGHWAY SUITE 240,2012-07-16,YES,YES,YES,YES,1997-07-16,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53102,187302,1200 BATH AVENUE SUITE 301,2012-08-06,YES,YES,YES,YES,1997-08-06,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53227,187159,72 LONE OAK DRIVE,2013-06-02,YES,YES,YES,YES,1998-06-02,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53152,187161,501 GEORGE MCCLAIN DRIVE,2013-07-22,YES,YES,YES,YES,1998-07-22,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54077,187160,306 COMMERCE DRIVE SUITE 400,2013-09-09,YES,YES,YES,YES,1998-09-09,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53977,187163,2480 FORTUNE DRIVE SUITE 120,2013-09-30,YES,YES,YES,YES,1998-09-30,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54677,187168,2200 EAST PARRISH AVENUE SUITE 103 E,2014-02-02,YES,YES,YES,YES,1999-02-02,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54827,187169,121 OAK RIDGE COURT,2014-06-24,YES,YES,YES,YES,1999-06-24,Same As Expected,3.0 - 4.0,Non - Profit Other
Kentucky,54277,187171,833 VALLEY COLLEGE DRIVE SUITE 5,2014-08-17,YES,YES,YES,YES,1999-08-17,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54552,187172,145 LEWIS STREET,2002-07-05,YES,YES,YES,NO,2000-07-05,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53402,187173,1452 DONALDSON HWY,2002-07-18,YES,YES,YES,YES,2000-07-18,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Kentucky,54302,187304,11403 BLUEGRASS PARKWAY SUITE 400,2003-01-30,YES,YES,YES,YES,2001-01-30,Not Available,,Proprietary
Kentucky,53977,187174,2380 FORTUNE DRIVE SUITE 150,2003-03-15,YES,YES,YES,YES,2001-03-15,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,54777,187175,1370 SOUTH MAYO TRAIL,2003-11-07,YES,YES,YES,YES,2001-11-07,Same As Expected,3.0 - 4.0,Non - Profit Other
Kentucky,53927,187176,2050 VERSAILLES ROAD,2006-04-21,YES,YES,YES,YES,2004-04-21,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,54677,187178,2200 EAST PARRISH AVENUE BLDG E SUITE 203,2008-02-02,YES,YES,YES,YES,2006-02-02,Worse Than Expected,1.0 - 2.5,Proprietary
Kentucky,54477,187306,123 NORTH 19TH STREET SUITE 5,2008-02-08,YES,YES,YES,YES,2006-02-08,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53277,187179,533 CENTRE VIEW BOULEVARD,2008-09-26,YES,YES,YES,YES,2006-09-26,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53552,187181,424 LAKE STREET,2010-02-15,YES,YES,YES,YES,2008-02-15,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53852,187180,2120 CHAMBER CENTER DRIVE SUITE 2120,2013-09-28,YES,YES,YES,YES,2011-09-28,Same As Expected,3.0 - 4.0,Non - Profit Other
Kentucky,54577,187182,1900 NORTH 12TH STREET SUITE G,2014-01-05,YES,YES,YES,YES,2012-01-05,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53327,187183,105 CITATION DRIVE SUITE B,2014-06-15,YES,YES,YES,YES,2012-06-15,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53352,187184,3005 DIXIE HIGHWAY SUITE 130,2014-11-30,YES,YES,YES,YES,2012-11-30,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,55002,187185,207 PLUMMERS LANE SUITE 12,2016-02-14,YES,YES,YES,YES,2014-02-14,Same As Expected,3.0 - 4.0,Non - Profit Private
Kentucky,53177,187188,870 FAIRVIEW AVENUE SUITE 2,2015-04-20,YES,YES,YES,YES,2015-04-20,Not Available,,Non - Profit Private
Kentucky,53602,187187,1621 ASHLAND RD SUITE 1,2015-04-23,YES,YES,YES,YES,2015-04-23,Not Available,,Proprietary
Kentucky,54177,187000,200 HIGH RISE DRIVE SUITE 373,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Proprietary
Kentucky,53802,187001,166 KATE IRELAND DRIVE,1996-07-01,YES,YES,NO,YES,1966-07-01,Same As Expected,3.0 - 4.0,Non - Profit Private
