state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Arizona,6777,37321,624 NORTH HUMPHREYS SUITE A,2004-01-01,YES,YES,YES,YES,2002-01-01,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6752,37217,301 SOUTH WILLARD,2004-02-05,YES,YES,YES,YES,2002-02-05,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7577,37219,7310 NORTH 16TH STREET SUITE 228,2004-09-19,YES,YES,YES,YES,2002-09-19,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8052,37220,8165 EAST INDIAN BEND ROAD  SUITE 101,2005-01-22,YES,YES,YES,YES,2003-01-22,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8552,37221,2980 NORTH CAMPBELL AVENUE SUITE 170,2005-01-28,YES,YES,YES,NO,2003-01-28,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7527,37224,2601 EAST THOMAS ROAD SUITE 230,2005-09-03,YES,YES,NO,NO,2003-09-03,Not Available,,Non - Profit Private
Arizona,7102,37226,1840 EAST UNIVERSITY DRIVE SUITE 1,2006-01-07,YES,YES,YES,YES,2004-01-07,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7927,37227,16841 NORTH 31ST AVENUE SUITE 170,2006-02-12,YES,YES,YES,YES,2004-02-12,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8452,37228,5151 EAST BROADWAY BOULEVARD SUITE 1100,2006-04-14,YES,NO,NO,YES,2004-04-14,Not Available,,Proprietary
Arizona,7752,37229,2432 WEST PEORIA AVENUE SUITE 1120,2006-07-08,YES,YES,NO,NO,2004-07-08,Not Available,,Proprietary
Arizona,7102,37230,1212 NORTH SPENCER STREET SUITE 1,2006-08-27,YES,YES,YES,YES,2004-08-27,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8377,37231,2737 WEST BASELINE ROAD SUITE 28,2006-09-02,YES,YES,YES,YES,2004-09-02,Not Available,,Proprietary
Arizona,7477,37232,4745 NORTH 7TH STREET SUITE 240,2006-09-29,YES,YES,YES,YES,2004-09-29,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7577,37233,7500 NORTH DREAMY DRAW DRIVE SUITE 225,2006-12-15,YES,YES,YES,YES,2004-12-15,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7552,37234,2999 NORTH 44TH STREET SUITE 100,2006-12-30,YES,YES,YES,YES,2004-12-30,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7577,37235,7330 NORTH 16TH STREET SUITE  C-117,2007-02-24,YES,YES,YES,YES,2005-02-24,Same As Expected,3.0 - 4.0,Non - Profit Other
Arizona,7177,37237,1930 SOUTH ALMA SCHOOL ROAD SUITE D-103,2007-11-10,YES,YES,YES,YES,2005-11-10,Not Available,,Proprietary
Arizona,7527,37239,4531 NORTH 16TH STREET SUITE 102,2008-01-26,YES,YES,NO,NO,2006-01-26,Not Available,,Proprietary
Arizona,7427,37242,3030 N CENTRAL AVENUE,2008-04-25,YES,NO,NO,YES,2006-04-25,Not Available,,Proprietary
Arizona,7527,37243,3131 EAST CAMELBACK ROAD SUITE 200,2008-05-08,YES,NO,NO,YES,2006-05-08,Not Available,,Proprietary
Arizona,7677,37244,20612 NORTH CAVE CREEK ROAD SUITE F151,2008-10-04,YES,YES,YES,YES,2006-10-04,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7702,37245,2730 WEST AQUA FRIA FREEWAY SUITE 104,2008-10-09,YES,YES,YES,YES,2006-10-09,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7752,37246,4150 WEST PEORIA AVENUE SUITE 112,2009-04-12,YES,YES,YES,YES,2007-04-12,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7952,37247,1953 COMMERCE CIRCLE,2009-04-26,YES,YES,YES,YES,2007-04-26,Same As Expected,3.0 - 4.0,Non - Profit Religious
Arizona,8552,37248,3443 NORTH CAMPBELL AVENUE SUITE 155,2009-05-08,YES,YES,YES,YES,2007-05-08,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7802,37249,1112 EAST WASHINGTON STREET,2009-05-17,YES,YES,YES,YES,2007-05-17,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6702,37250,575 WEST CHANDLER BOULEVARD SUITE 129,2009-06-19,YES,NO,YES,YES,2007-06-19,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8152,37251,9449 NORTH 90TH STREET SUITE 107,2009-09-27,YES,YES,YES,YES,2007-09-27,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6702,37253,90 WEST BOSTON STREET,2009-12-19,YES,YES,YES,YES,2007-12-19,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6677,37252,1821 NORTH TREKELL ROAD SUITE 6,2009-12-24,YES,YES,YES,YES,2007-12-24,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8177,37254,15551 NORTH GREENWAY HAYDEN LOOP SUITE 155A,2010-06-19,YES,YES,YES,YES,2008-06-19,Worse Than Expected,1.0 - 2.5,Proprietary
Arizona,8527,37256,1880 EAST RIVER ROAD SUITE 200,2010-08-19,YES,YES,YES,NO,2008-08-19,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8327,37257,1801 SOUTH JENTILLY LANE  SUITE A-10,2010-08-27,YES,YES,NO,YES,2008-08-27,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7152,37260,5755 EAST MAIN STREET,2010-10-16,YES,YES,YES,YES,2008-10-16,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7852,37258,3150 SOUTH 48TH STREET SUITE 100,2010-12-30,YES,YES,YES,YES,2008-12-30,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6927,37261,14122 WEST MCDOWELL ROAD SUITE 203,2011-02-05,YES,YES,YES,YES,2009-02-05,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7552,37262,2929 NORTH 44TH STREET SUITE 130,2011-02-19,YES,YES,YES,YES,2009-02-19,Better Than Expected,4.5 - 5.0,Proprietary
Arizona,7602,37265,1712 WEST GLENDALE AVENUE SUTE HH,2011-03-20,YES,YES,YES,YES,2009-03-20,Same As Expected,3.0 - 4.0,Non - Profit Religious
Arizona,6677,37263,1106 NORTH PINAL AVENUE,2011-04-04,YES,YES,YES,YES,2009-04-04,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6977,37264,2535 HUALAPAI MOUNTAIN ROAD SUITE B,2011-04-29,YES,YES,YES,YES,2009-04-29,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7752,37268,10640 NORTH 28TH DRIVE SUITE A101,2011-09-28,YES,YES,YES,YES,2009-09-28,Not Available,,Proprietary
Arizona,8627,37269,250 WEST 24TH STREET SUITES C AND E,2011-10-12,YES,YES,NO,YES,2009-10-12,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8127,37271,8502 EAST PRINCESS DRIVE SUITE 200,2011-11-09,YES,YES,YES,YES,2009-11-09,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8177,37272,7418 EAST HELM DRIVE SUITE 264,2012-02-03,YES,YES,YES,YES,2010-02-03,Not Available,,Proprietary
Arizona,7177,37273,1930 SOUTH ALMA SCHOOL ROAD SUITE B-219,2012-03-03,YES,YES,YES,YES,2010-03-03,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8402,37279,2015 WEST RIVER ROAD SUITE 81,2012-03-09,YES,YES,NO,YES,2010-03-09,Not Available,,Proprietary
Arizona,7902,37281,10000 NORTH 31ST AVENUE SUITE B111,2012-03-12,YES,YES,YES,YES,2010-03-12,Not Available,,Proprietary
Arizona,7452,37275,2922 NORTH 7TH AVENUE,2012-03-13,YES,YES,NO,NO,2010-03-13,Not Available,,Non - Profit Private
Arizona,8252,37278,10451 WEST PALMERAS DRIVE SUITE 115E,2012-04-16,YES,YES,YES,YES,2010-04-16,Worse Than Expected,1.0 - 2.5,Proprietary
Arizona,8427,37282,627 NORTH 6TH AVENUE,2012-05-11,YES,YES,YES,YES,2010-05-11,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8627,37280,2281 WEST 24TH STREET SUITE 7,2012-05-12,YES,YES,YES,YES,2010-05-12,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7502,37274,3120 NORTH 19TH AVENUE SUITE 170,2012-06-07,YES,YES,YES,YES,2010-06-07,Not Available,,Proprietary
Arizona,7777,37285,16042 NORTH 32ND STREET SUITE B2,2012-06-28,YES,YES,YES,YES,2010-06-28,Not Available,,Non - Profit Private
Arizona,8452,37324,5055 EAST BROADWAY SUITE C-205,2012-06-30,YES,YES,YES,YES,2010-06-30,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7527,37283,4527 NORTH 16TH STREET SUITE 101,2012-07-08,YES,YES,YES,YES,2010-07-08,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8152,37286,8687 EAST VIA DE VENTURA SUITE 110,2012-09-08,YES,YES,NO,YES,2010-09-08,Not Available,,Proprietary
Arizona,8427,37288,537 NORTH  6TH  AVENUE SUITE E,2012-12-16,YES,YES,NO,YES,2010-12-16,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7477,37291,777 EAST MISSOURI AVENUE SUITE 225,2013-02-04,YES,YES,YES,YES,2011-02-04,Not Available,,Proprietary
Arizona,7277,37290,47 6TH AVENUE,2013-03-11,YES,YES,NO,YES,2011-03-11,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6652,37292,2771 SILVER CREEK ROAD SUITE 107,2013-03-29,YES,YES,NO,YES,2011-03-29,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8377,37295,123 EAST BASELINE ROAD SUITE D108,2013-04-11,YES,YES,YES,YES,2011-04-11,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8627,37298,2692 SOUTH AVENUE B SUITE 2,2013-06-13,YES,YES,NO,YES,2011-06-13,Worse Than Expected,1.0 - 2.5,Proprietary
Arizona,8477,37299,2312 NORTH ROSEMONT SUITE 103,2013-06-17,YES,YES,YES,YES,2011-06-17,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8027,37294,1491 WEST THATCHER BOULEVARD SUITE 104,2013-07-07,YES,YES,YES,YES,2011-07-07,Same As Expected,3.0 - 4.0,Non - Profit Other
Arizona,7302,37297,1713 KOFA AVENUE SUITE G,2013-07-14,YES,YES,NO,YES,2011-07-14,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7027,37402,500 NORTH LAKE HAVASU AVENUE SUITE D102,2013-09-29,YES,YES,NO,YES,2011-09-29,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7102,37401,1050 EAST UNIVERSITY SUITE 9,2013-10-11,YES,YES,YES,YES,2011-10-11,Not Available,,Proprietary
Arizona,7752,37405,3201 WEST PEORIA AVENUE SUITE C-606,2013-10-14,YES,YES,YES,YES,2011-10-14,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8327,37404,637 SOUTH 48TH STREET SUITE 201,2013-10-17,YES,YES,YES,YES,2011-10-17,Not Available,,Proprietary
Arizona,8352,37403,2405 EAST SOUTHERN AVENUE SUITES 8-9,2013-11-17,YES,YES,YES,YES,2011-11-17,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7552,37406,5070 NORTH 40TH STREET SUITE 120,2014-01-30,YES,YES,YES,YES,2012-01-30,Not Available,,Proprietary
Arizona,7377,37407,2800 NORTH CENTRAL AVENUE SUITE 1020,2014-02-28,YES,YES,YES,YES,2012-02-28,Not Available,,Proprietary
Arizona,8177,37408,14980 NORTH 78TH WAY SUITE 208,2014-05-10,YES,YES,YES,NO,2012-05-10,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7552,37410,3033 NORTH 44TH STREET SUITE 269,2014-05-21,YES,YES,YES,YES,2012-05-21,Not Available,,Proprietary
Arizona,7727,37409,3420 EAST SHEA BOULEVARD SUITE 250,2014-06-18,YES,YES,YES,YES,2012-06-18,Not Available,,Proprietary
Arizona,8227,37416,1967 SOUTH FRONTAGE ROAD,2014-07-06,YES,YES,YES,YES,2012-07-06,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7652,37411,2140 WEST GREENWAY ROAD SUITE 100,2014-07-27,YES,YES,YES,YES,2012-07-27,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6802,37412,1520 HAMMER LANE SUITE 102,2014-08-11,YES,YES,NO,YES,2012-08-11,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7202,37413,2017 EAST ADOBE STREET,2014-09-04,YES,YES,YES,YES,2012-09-04,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8077,37414,7381 EAST 6TH AVENUE SUITE #1 & 2,2014-10-07,YES,YES,YES,YES,2012-10-07,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7827,37417,4150 NORTH 108TH AVENUE SUITE 138,2014-11-20,YES,YES,YES,YES,2012-11-20,Not Available,,Proprietary
Arizona,7877,37415,20650 NORTH 29TH PLACE SUITE 105,2014-12-14,YES,YES,YES,YES,2012-12-14,Same As Expected,3.0 - 4.0,Proprietary
Arizona,6727,37422,2350 EAST GERMANN ROAD SUITE 31,2015-02-06,YES,YES,YES,YES,2013-02-06,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8627,37325,2755  SOUTH 4TH AVE BLDG 3  SUITE 101,2015-02-22,YES,YES,NO,YES,2013-02-22,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7527,37418,2355 EAST CAMELBACK ROAD SUITE 615,2015-03-21,YES,YES,NO,YES,2013-03-21,Not Available,,Proprietary
Arizona,7752,37424,11830 NORTH 19TH AVENUE (PENDLETON CENTER),2015-03-25,YES,YES,YES,YES,2013-03-25,Same As Expected,3.0 - 4.0,Non - Profit Religious
Arizona,8377,37419,1631 EAST GUADALUPE ROAD SUITE 200,2015-03-28,YES,YES,YES,YES,2013-03-28,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8377,37421,40 WEST BASELINE ROAD #103,2015-05-17,YES,YES,YES,YES,2013-05-17,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7052,37425,455 NORTH MESA DRIVE SUITE 9,2015-06-13,YES,YES,YES,YES,2013-06-13,Not Available,,Proprietary
Arizona,7502,37423,1951 WEST CAMELBACK ROAD SUITE 130,2015-08-14,YES,YES,NO,YES,2013-08-14,Not Available,,Proprietary
Arizona,7177,37426,1837 SOUTH MESA DRIVE SUITE C201,2015-08-19,YES,YES,YES,YES,2013-08-19,Worse Than Expected,1.0 - 2.5,Proprietary
Arizona,7577,37435,7740 NORTH 16TH STREET SUITE 150,2015-10-07,YES,YES,YES,YES,2013-10-07,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7227,37428,2123 SUNSET POINT SUITE A,2015-10-21,YES,YES,NO,YES,2013-10-21,Not Available,,Proprietary
Arizona,7052,37429,136 WEST MAIN STREET SUITE 201/202,2015-10-23,YES,YES,YES,YES,2013-10-23,Not Available,,Proprietary
Arizona,8102,37427,7373 NORTH SCOTTSDALE ROAD SUITE D200,2015-11-26,YES,YES,YES,YES,2013-11-26,Not Available,,Proprietary
Arizona,7627,37430,14631 NORTH CAVE CREEK ROAD SUITE 104,2015-12-10,YES,YES,YES,YES,2013-12-10,Not Available,,Proprietary
Arizona,6902,37431,250 NORTH LITCHFIELD ROAD SUITE 200,2015-12-27,YES,YES,YES,YES,2013-12-27,Not Available,,Proprietary
Arizona,8477,37432,2122 NORTH CRAYCROFT ROAD SUITE 116,2016-01-06,YES,YES,YES,YES,2014-01-06,Not Available,,Proprietary
Arizona,7077,37434,2659 WEST GUADALUPE ROAD SUITE D108,2016-03-05,YES,YES,YES,YES,2014-03-05,Not Available,,Proprietary
Arizona,8152,37433,8767 EAST VIA DE VENTURA SUITE 170,2016-05-19,YES,YES,YES,YES,2014-05-19,Worse Than Expected,1.0 - 2.5,Proprietary
Arizona,8177,37436,10752 NORTH 89TH PLACE SUITE 203,2016-06-04,YES,YES,NO,YES,2014-06-04,Not Available,,Proprietary
Arizona,7777,37438,13416 NORTH 32ND STREET SUITE 108,2016-09-30,YES,YES,YES,YES,2014-09-30,Not Available,,Proprietary
Arizona,8052,37440,8115 EAST INDIAN BEND ROAD SUITE 123,2016-10-02,YES,YES,YES,YES,2014-10-02,Not Available,,Proprietary
Arizona,7352,37437,6718 WEST GREENWAY ROAD SUITE 208,2016-10-17,YES,YES,YES,YES,2014-10-17,Same As Expected,3.0 - 4.0,Non - Profit Private
Arizona,8452,37439,1120 SOUTH SWAN ROAD SUITE A,2016-12-04,YES,NO,NO,YES,2014-12-04,Not Available,,Proprietary
Arizona,8602,37444,11124 WEST ALABAMA AVENUE SUITE G-1 & G-2,2016-12-19,YES,YES,NO,YES,2014-12-19,Not Available,,Proprietary
Arizona,8302,37441,12301 WEST BELL ROAD SUITE B106,2015-01-23,YES,YES,YES,YES,2015-01-23,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8502,37443,2193 NORTH CAMINO PRINCIPAL SUITE 161,2015-02-09,YES,YES,YES,YES,2015-02-09,Same As Expected,3.0 - 4.0,Proprietary
Arizona,8302,37442,17126 NORTH 134TH DRIVE UNIT 3,2015-02-20,YES,YES,YES,YES,2015-02-20,Not Available,,Proprietary
Arizona,6952,37446,170 NORTH LA CANADA DRIVE SUITE 10,2015-05-08,YES,YES,YES,NO,2015-05-08,Not Available,,Proprietary
Arizona,8577,37447,7384 NORTH LA CHOLLA BOULEVARD,2015-06-16,YES,YES,YES,YES,2015-06-16,Same As Expected,3.0 - 4.0,Proprietary
Arizona,7002,37445,3555 WESTERN AVENUE,2015-06-22,YES,YES,NO,YES,2015-06-22,Not Available,,Proprietary
Arizona,6852,37450,13460 NORTH 67TH AVENUE SUITES 3 4 5 & 19,2015-08-02,YES,YES,YES,NO,2015-08-02,Not Available,,Proprietary
Arizona,8477,37451,2650 NORTH WYATT DRIVE,2015-09-20,YES,YES,YES,YES,2015-09-20,Not Available,,Proprietary
Arizona,7127,37449,1910 SOUTH STAPLEY DRIVE SUITE 221,2015-12-02,YES,YES,YES,YES,2015-12-02,Not Available,,Proprietary
Arizona,7402,37448,1016 WEST ADAMS SUITE B,2015-12-11,YES,YES,YES,YES,2015-12-11,Not Available,,Proprietary
Arizona,7102,37453,1555 EAST UNIVERSITY DRIVE SUITE 3 B,2016-03-14,YES,YES,YES,YES,2016-03-14,Not Available,,Proprietary
Arizona,6802,37452,5287 HIGHWAY 95 SUITE G,2016-03-21,YES,YES,YES,YES,2016-03-21,Not Available,,Proprietary
Arizona,8127,37455,10405 EAST MCDOWELL MOUNTAIN RANCH ROAD SUITE 276,2016-05-11,YES,YES,YES,YES,2016-05-11,Not Available,,Proprietary
Arizona,7777,37454,13416 NORTH 32ND STREET SUITE 109,2016-05-19,YES,YES,YES,YES,2016-05-19,Not Available,,Proprietary
