state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Michigan,63252,237191,7985 MACKINAW TRAIL SUITE 100,2006-04-29,YES,YES,YES,YES,1986-04-29,Better Than Expected,4.5 - 5.0,Non - Profit Religious
Michigan,66152,237198,888 TERRACE STREET,2007-02-12,YES,YES,YES,YES,1987-02-12,Better Than Expected,4.5 - 5.0,Non - Profit Religious
Michigan,62827,237202,2755 CARPENTER ROAD SUITE 2NE,2007-09-09,YES,YES,YES,YES,1987-09-09,Not Available,,Proprietary
Michigan,64877,237203,4280 CASCADE RD,2008-07-16,YES,YES,NO,NO,1988-07-16,Not Available,,Proprietary
Michigan,62677,237206,770 RIVERSIDE AVENUE SUITE 102,2009-03-01,YES,YES,YES,YES,1989-03-01,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,64877,237208,2100 RAYBROOK SE,2009-03-14,YES,YES,YES,YES,1989-03-14,Better Than Expected,4.5 - 5.0,Non - Profit Other
Michigan,63277,237212,311  6TH STREET,2009-06-12,YES,YES,YES,YES,1989-06-12,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,62727,237211,1633 FAIRLANE CIRCLE,2009-07-07,YES,YES,YES,YES,1989-07-07,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,65402,237219,2925 PORTAGE ROAD,2005-06-20,YES,YES,YES,YES,1990-06-20,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64877,237222,625 KENMOOR SE AVE STE 306,2005-08-06,YES,YES,YES,YES,1990-08-06,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64652,237213,204 WEST MAIN STREET,2005-11-23,YES,YES,YES,YES,1990-11-23,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,66127,237224,875 W SUMMIT AVENUE,2006-01-16,YES,YES,YES,YES,1991-01-16,Better Than Expected,4.5 - 5.0,Proprietary
Michigan,65102,237226,750 E 40TH STREET,2006-03-28,YES,YES,YES,YES,1991-03-28,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,64777,237217,1430 MONROE NW SUITE 120,2006-07-01,YES,YES,YES,YES,1991-07-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
Michigan,64852,237331,3230 EAGLE PARK DRIVE NE SUITE 200,2007-03-17,YES,YES,YES,YES,1992-03-17,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64927,237223,324 MEADOWS DRIVE SUITE A,2007-04-25,YES,YES,YES,YES,1992-04-25,Same As Expected,3.0 - 4.0,Non - Profit Religious
Michigan,65977,237333,865 SOUTH CEDAR STREET,2007-10-09,YES,YES,YES,YES,1992-10-09,Same As Expected,3.0 - 4.0,Proprietary
Michigan,62752,237235,1521 W. CHISHOLM STREET,2007-11-24,YES,YES,YES,YES,1992-11-24,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,64277,237239,901 NORTH LINCOLN ROAD,2007-12-03,YES,YES,YES,YES,1992-12-03,Better Than Expected,4.5 - 5.0,Non - Profit Religious
Michigan,67252,237335,26211 CENTRAL PARK BOULEVARD SUITE 600,2007-12-09,YES,YES,YES,YES,1992-12-09,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64577,237242,100 MAYER RD,2008-03-24,YES,YES,YES,YES,1993-03-24,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Michigan,68052,237243,230 N CHARLES,2008-04-09,YES,YES,YES,YES,1993-04-09,Better Than Expected,4.5 - 5.0,Proprietary
Michigan,67202,237244,23800 WEST 10 MILE RD SUITE 108,2008-06-11,YES,YES,NO,YES,1993-06-11,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63477,237249,1515 COMMERCE PARK DRIVE,2008-11-15,YES,YES,YES,YES,1993-11-15,Better Than Expected,4.5 - 5.0,Proprietary
Michigan,67652,237252,1883 EAST MAPLE ROAD,2009-05-25,YES,YES,YES,YES,1994-05-25,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64877,237255,555 CASCADE WEST PARKWAY SE,2009-06-16,YES,YES,YES,YES,1994-06-16,Same As Expected,3.0 - 4.0,Non - Profit Religious
Michigan,64502,237336,6211 TAYLOR DRIVE,2009-08-10,YES,YES,YES,YES,1994-08-10,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66052,237258,1070 N MONROE ST SUITE A,2009-08-18,YES,YES,NO,YES,1994-08-18,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,64977,237262,821 W  WATER STREET,2009-10-06,YES,YES,NO,YES,1994-10-06,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67152,237270,955 S BAILEY AVE,2010-02-22,YES,YES,YES,YES,1995-02-22,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,66777,237272,255 NORTH BAILEY STREET,2010-03-10,YES,YES,YES,YES,1995-03-10,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66402,237268,23300 GREENFIELD ROAD SUITE 213,2010-03-12,YES,YES,YES,YES,1995-03-12,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65352,237274,900 COOPER STREET,2010-04-02,YES,YES,YES,YES,1995-04-02,Worse Than Expected,1.0 - 2.5,Proprietary
Michigan,67377,237278,5428 METROPOLITAN PARKWAY,2010-04-04,YES,YES,NO,YES,1995-04-04,Not Available,,Proprietary
Michigan,67002,237277,25319 LITTLE MACK,2010-05-24,YES,YES,YES,YES,1995-05-24,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65852,237279,500 MAIN STREET,2010-06-13,YES,YES,YES,YES,1995-06-13,Better Than Expected,4.5 - 5.0,Government - Combination Government & Voluntary
Michigan,67952,237281,3513 ELIZABETH LAKE RD SUITE 206A,2010-07-13,YES,YES,NO,YES,1995-07-13,Not Available,,Proprietary
Michigan,65002,237282,136 NORTH FIRST STREET,2010-07-24,YES,YES,YES,YES,1995-07-24,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64902,237283,3097 PRAIRIE ST SW,2010-07-26,YES,YES,YES,YES,1995-07-26,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67552,237289,633 S ERIE ST,2010-10-05,YES,YES,YES,YES,1995-10-05,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,65477,237288,6938 ELM VALLEY DR,2010-10-06,YES,YES,YES,YES,1995-10-06,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,65927,237400,122 HIGH STREET,2011-03-27,YES,YES,YES,YES,1996-03-27,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,65327,237405,100 E MICHIGAN AVE STE 400,2011-04-11,YES,YES,YES,YES,1996-04-11,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Michigan,65077,237409,451 HIDDEN MEADOWS DRIVE  SUITE 140,2011-05-15,YES,YES,YES,YES,1996-05-15,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Michigan,65752,237407,20282 MIDDLEBELT RD,2011-05-31,YES,YES,YES,YES,1996-05-31,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67877,237402,27789 MOUND ROAD SUITE 100,2011-06-26,YES,YES,YES,YES,1996-06-26,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65227,237292,722 RIVER AVE,2011-07-01,YES,YES,YES,YES,1996-07-01,Worse Than Expected,1.0 - 2.5,Government - State/ County
Michigan,65827,237414,370 EAST 12 MILE ROAD #203,2011-10-05,YES,YES,YES,YES,1996-10-05,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237413,16910 W 10 MILE RD SUITE 104,2011-10-18,YES,YES,YES,YES,1996-10-18,Not Available,,Proprietary
Michigan,65102,237411,948 WASHINGTON AVENUE,2011-10-25,YES,YES,YES,YES,1996-10-25,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,65052,237415,1230 W STATE ST,2011-10-30,YES,YES,YES,NO,1996-10-30,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66727,237417,1715 NORTHFIELD DRIVE,2012-02-07,YES,YES,YES,YES,1997-02-07,Same As Expected,3.0 - 4.0,Proprietary
Michigan,62827,237423,3830 PACKARD RD,2012-02-19,YES,YES,YES,YES,1997-02-19,Worse Than Expected,1.0 - 2.5,Proprietary
Michigan,65527,237420,510 MEMORIAL STREET SUITE A,2012-03-21,YES,YES,YES,YES,1997-03-21,Same As Expected,3.0 - 4.0,Government - State/ County
Michigan,67377,237424,2015 EAST 15 MILE ROAD,2012-06-24,YES,YES,YES,YES,1997-06-24,Not Available,,Proprietary
Michigan,64452,237428,20853 FARMINGTON RD,2012-06-27,YES,YES,YES,YES,1997-06-27,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66552,237422,505 HURON AVE,2012-07-01,YES,YES,YES,YES,1997-07-01,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Michigan,65877,237430,1100 DEGURSE AVENUE,2012-07-25,YES,YES,YES,YES,1997-07-25,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66877,237431,500 S HAMILTON,2012-08-08,YES,YES,YES,YES,1997-08-08,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Michigan,68002,237435,564 PROGRESS STREET,2012-08-11,YES,YES,YES,YES,1997-08-11,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64452,237434,24343 ORCHARD LAKE RD SUITE F,2012-09-25,YES,YES,NO,YES,1997-09-25,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67202,237439,25180 LASHER ROAD SUITE #LL,2013-07-28,YES,YES,YES,YES,1998-07-28,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65252,237438,3257 E US HIGHWAY 2,2013-08-10,YES,YES,YES,YES,1998-08-10,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,62702,237442,570 LINN STREET SUITE 4,2013-09-04,YES,YES,YES,YES,1998-09-04,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,66552,237440,415 QUAY ST STE A,2013-12-03,YES,YES,YES,YES,1998-12-03,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63427,237444,111 LANSING ROAD SUITE 210,2014-02-11,YES,YES,YES,YES,1999-02-11,Same As Expected,3.0 - 4.0,Non - Profit Other
Michigan,67227,237445,24001 SOUTHFIELD RD SUITE 205,2014-04-09,YES,YES,YES,YES,1999-04-09,Not Available,,Proprietary
Michigan,67652,237446,850 STEPHENSON HIGHWAY SUITE 701,2014-11-25,YES,YES,YES,YES,1999-11-25,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67277,237447,14328 NORTHLINE ROAD,2002-04-07,YES,YES,YES,YES,2000-04-07,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237449,18600 WEST 10 MILE ROAD SUITE 104,2002-08-11,YES,YES,YES,YES,2000-08-11,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63302,237451,8354  100TH AVENUE STE 3,2002-09-01,YES,YES,YES,YES,2000-09-01,Better Than Expected,4.5 - 5.0,Non - Profit Private
Michigan,65827,237453,1387 EAST 12 MILE ROAD,2002-11-15,YES,YES,YES,YES,2000-11-15,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237454,15565 NORTHLAND DR SUITE 403E,2002-12-28,YES,YES,YES,YES,2000-12-28,Not Available,,Proprietary
Michigan,66077,237457,148 SOUTH MAIN STREET SUITE 103C,2003-06-21,YES,YES,YES,YES,2001-06-21,Not Available,,Proprietary
Michigan,67727,237459,5440 CORPORATE DR SUITE 400,2003-07-06,YES,YES,YES,YES,2001-07-06,Worse Than Expected,1.0 - 2.5,Proprietary
Michigan,67652,237460,950 STEPHENSON HWY SUITE 207,2003-10-09,YES,YES,YES,YES,2001-10-09,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66502,237462,8201 PORT AUSTIN RD,2003-11-16,YES,YES,YES,YES,2001-11-16,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66977,237463,21600 HARPER AVENUE SUITE 200,2003-11-21,YES,YES,NO,YES,2001-11-21,Not Available,,Proprietary
Michigan,64077,237464,15819 SCHOOLCRAFT,2003-11-27,YES,YES,YES,YES,2001-11-27,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67252,237466,28475 GREENFIELD RD STE 213,2003-12-05,YES,YES,YES,YES,2001-12-05,Not Available,,Proprietary
Michigan,67227,237465,18000 W 9 MILE RD SUITE 450,2003-12-11,YES,YES,NO,NO,2001-12-11,Not Available,,Proprietary
Michigan,66802,237467,28909 UTICA RD,2003-12-12,YES,YES,YES,YES,2001-12-12,Better Than Expected,4.5 - 5.0,Proprietary
Michigan,66452,237469,1001 GIESAU DRIVE,2004-05-14,YES,YES,NO,YES,2002-05-14,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67902,237473,5701 CHICAGO ROAD,2004-08-14,YES,YES,YES,YES,2002-08-14,Same As Expected,3.0 - 4.0,Proprietary
Michigan,62977,237474,3500 WEST ELEVEN MILE ROAD SUITE B,2004-10-07,YES,YES,YES,YES,2002-10-07,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237476,24315 NORTHWESTERN HIGHWAY SUITE 226,2004-10-15,YES,YES,YES,YES,2002-10-15,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67277,237477,14328 NORTHLINE RD SUITE B,2004-10-22,YES,YES,YES,YES,2002-10-22,Not Available,,Proprietary
Michigan,67427,237478,8055 INDEPENDENCE DRIVE,2004-12-16,YES,YES,YES,YES,2002-12-16,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237481,16910 W TEN MILE,2004-12-20,YES,YES,YES,YES,2002-12-20,Not Available,,Proprietary
Michigan,63627,237480,16931 19 MILE ROAD STE 130,2005-02-04,YES,YES,YES,YES,2003-02-04,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,67202,237482,23800 WEST TEN MILE ROAD,2005-03-12,YES,YES,NO,NO,2003-03-12,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65677,237485,17401 WEST 12 MILE RD,2005-06-24,YES,YES,YES,YES,2003-06-24,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67877,237491,27190 DEQUINDRE,2005-08-28,YES,YES,YES,YES,2003-08-28,Not Available,,Proprietary
Michigan,63027,237488,30600 TELEGRAPH SUITE 3140,2005-09-12,YES,YES,YES,YES,2003-09-12,Not Available,,Proprietary
Michigan,67527,237492,8750 TELEGRAPH ROAD SUITE 306,2005-09-17,YES,YES,YES,YES,2003-09-17,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67677,237471,2040 CROOKS ROAD SUITE B,2005-09-26,YES,YES,YES,YES,2003-09-26,Not Available,,Proprietary
Michigan,67227,237489,17250 W 10 MILE ROAD,2005-09-30,YES,YES,YES,YES,2003-09-30,Not Available,,Proprietary
Michigan,64102,237490,18940 SCHAEFER DR,2005-09-30,YES,YES,YES,YES,2003-09-30,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237493,17700 NORTHLAND PARK COURT SUITE 1C,2005-10-16,YES,YES,YES,YES,2003-10-16,Not Available,,Proprietary
Michigan,67227,237498,15565 NORTHLAND E DR 409E,2005-11-14,YES,YES,YES,YES,2003-11-14,Not Available,,Proprietary
Michigan,65652,237495,1681 WOODBRIDGE PARK DRIVE,2005-11-24,YES,YES,YES,YES,2003-11-24,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65377,237499,725 BALDWIN STREET,2005-11-25,YES,YES,YES,YES,2003-11-25,Same As Expected,3.0 - 4.0,Non - Profit Private
Michigan,66802,237502,28905 UTICA ROAD,2005-11-26,YES,YES,YES,YES,2003-11-26,Same As Expected,3.0 - 4.0,Proprietary
Michigan,68077,237500,28003 CENTER OAKS COURT,2005-12-22,YES,YES,YES,YES,2003-12-22,Not Available,,Proprietary
Michigan,67227,237503,20755 GREENFIELD RD STE 202,2006-01-14,YES,YES,YES,NO,2004-01-14,Not Available,,Proprietary
Michigan,63027,237501,3600 TELEGRAPH ROAD SUITE 2395,2006-01-15,YES,YES,YES,YES,2004-01-15,Not Available,,Proprietary
Michigan,64427,237507,36528 GRAND RIVER AVE SUITE A5,2006-02-05,YES,YES,YES,YES,2004-02-05,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67902,237506,31201 CHICAGO RD S STE B 301,2006-02-06,YES,YES,YES,YES,2004-02-06,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63752,237527,17000 EXECUTIVE PLAZA DR SUITE 207,2006-02-07,YES,NO,YES,YES,2004-02-07,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63752,237505,4700 GREENFIELD ROAD,2006-02-11,YES,YES,YES,YES,2004-02-11,Not Available,,Proprietary
Michigan,63027,237504,30600 TELEGRAPH ROAD SUITE 3275,2006-02-25,YES,YES,YES,YES,2004-02-25,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67902,237509,28043 HOOVER ROAD SUITE B-1,2006-03-22,YES,YES,YES,YES,2004-03-22,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67677,237510,500 KIRTS BLVD SUITE 270,2006-03-26,YES,YES,YES,YES,2004-03-26,Not Available,,Proprietary
Michigan,67177,237511,26200 LAHSER ROAD,2006-03-29,YES,YES,YES,YES,2004-03-29,Not Available,,Proprietary
Michigan,63327,237516,42000 KOPPERNICK ROAD SUITE A-7,2006-04-27,YES,YES,YES,YES,2004-04-27,Not Available,,Proprietary
Michigan,67527,237519,25408 GODDARD ROAD,2006-05-12,YES,YES,YES,YES,2004-05-12,Not Available,,Proprietary
Michigan,66952,237514,55 HARROW LANE SUITE 3,2006-05-18,YES,YES,YES,YES,2004-05-18,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64052,237520,65 CADILLAC SQ 2601,2006-05-26,YES,YES,YES,YES,2004-05-26,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67227,237517,18000 W 9 MILE RD SUITE 405,2006-05-28,YES,YES,YES,YES,2004-05-28,Not Available,,Proprietary
Michigan,67227,237526,1911 WEST TEN MILE ROAD SUITE 159,2006-06-14,YES,YES,YES,YES,2004-06-14,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66577,237532,7127 SOUTH WESTNEDGE AVE SUITE 5D,2006-06-17,YES,YES,YES,YES,2004-06-17,Not Available,,Proprietary
Michigan,67827,237528,25572 SCHOENHERR RD,2006-07-09,YES,YES,YES,YES,2004-07-09,Same As Expected,3.0 - 4.0,Proprietary
Michigan,63752,237531,4241 MAPLE STREET SUITE 100,2006-07-30,YES,YES,YES,YES,2004-07-30,Not Available,,Proprietary
Michigan,67802,237537,27427 SCHOENHERR ROAD SUITE 400,2006-08-05,YES,YES,YES,YES,2004-08-05,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64352,237515,23030 MOONEY,2006-08-13,YES,YES,YES,YES,2004-08-13,Not Available,,Proprietary
Michigan,65827,237522,30565 DEQUINDRE RD,2006-08-24,YES,YES,YES,YES,2004-08-24,Not Available,,Proprietary
Michigan,63902,237533,901 WEST GRAND BOULEVARD,2006-08-25,YES,YES,YES,YES,2004-08-25,Not Available,,Proprietary
Michigan,67277,237525,14328 NORTHLINE RD STE C,2006-09-20,YES,YES,YES,YES,2004-09-20,Not Available,,Proprietary
Michigan,66977,237538,24916 HARPER AVENUE,2006-09-23,YES,YES,YES,YES,2004-09-23,Not Available,,Proprietary
Michigan,67227,237536,23999 NORTHWESTERN HIGHWAY SUITE 200,2006-09-24,YES,YES,YES,YES,2004-09-24,Not Available,,Proprietary
Michigan,66527,237529,851 PENNIMAN AVENUE,2006-10-04,YES,YES,YES,YES,2004-10-04,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67027,237530,2500 NILES ROAD STE 5,2006-10-04,YES,YES,YES,YES,2004-10-04,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65677,237535,28050 SOUTHFIELD ROAD SUITE 200,2006-10-15,YES,YES,YES,YES,2004-10-15,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65702,237534,3954 DIX HIGHWAY,2006-10-26,YES,YES,YES,YES,2004-10-26,Not Available,,Proprietary
Michigan,67352,237541,441 SOUTH MAIN STREET STE 3,2006-11-15,YES,YES,YES,YES,2004-11-15,Same As Expected,3.0 - 4.0,Proprietary
Michigan,67977,237547,7125 ORCHARD LAKE ROAD SUITE 201,2006-11-17,YES,YES,YES,YES,2004-11-17,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65777,237543,37799 PROFESSIONAL CENTER DRIVE,2006-11-21,YES,YES,YES,YES,2004-11-21,Not Available,,Proprietary
Michigan,64402,237540,26105 ORCHARD LAKE RD 311,2006-11-24,YES,YES,YES,YES,2004-11-24,Same As Expected,3.0 - 4.0,Proprietary
Michigan,64402,237546,31800 NORTHWESTERN HIGHWAY SUITE 205,2006-12-08,YES,YES,YES,YES,2004-12-08,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66302,237558,7505 GRAFTON RD STE 3A,2006-12-11,YES,YES,YES,YES,2004-12-11,Same As Expected,3.0 - 4.0,Proprietary
Michigan,66552,237557,2321 WATER STREET SUITE E,2006-12-18,YES,YES,YES,YES,2004-12-18,Better Than Expected,4.5 - 5.0,Proprietary
Michigan,67802,237555,27733 SHOENHERR RD,2006-12-22,YES,YES,YES,YES,2004-12-22,Same As Expected,3.0 - 4.0,Proprietary
Michigan,65702,237544,25050 W OUTER DR STE 204,2006-12-28,YES,YES,YES,YES,2004-12-28,Not Available,,Proprietary
