state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
California,19602,57503,2095 W VISTA WAY # 220,2002-09-29,YES,YES,YES,YES,1982-09-29,Same As Expected,3.0 - 4.0,Government - State/ County
California,11027,57505,800 W VALLEY PARKWAY #200,2002-10-12,YES,YES,YES,YES,1982-10-12,Same As Expected,3.0 - 4.0,Government - Local
California,19652,57511,255 YGNACIO VALLEY ROAD SUITE 100,2002-11-02,YES,YES,YES,YES,1982-11-02,Better Than Expected,4.5 - 5.0,Proprietary
California,17827,57517,3170 CROW CANYON PLACE SUITE 270,2003-03-03,YES,YES,YES,YES,1983-03-03,Better Than Expected,4.5 - 5.0,Proprietary
California,11927,57795,10605 BALBOA BLVD SUITE 330,2003-03-31,YES,YES,YES,YES,1983-03-31,Not Available,,Non - Profit Private
California,9002,57524,4605 VALLEY WEST BLVD,2003-04-28,YES,YES,YES,NO,1983-04-28,Better Than Expected,4.5 - 5.0,Proprietary
California,18302,57537,2650 JONES WAY STE 26,2003-05-20,YES,YES,NO,YES,1983-05-20,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,14802,57573,3636 BIRCH STREET SUITE 195,2003-06-22,YES,YES,YES,YES,1983-06-22,Same As Expected,3.0 - 4.0,Proprietary
California,16952,57797,10992 SAN DIEGO MISSION ROAD 3RD FLOOR,2003-07-08,YES,YES,YES,YES,1983-07-08,Not Available,,Non - Profit Other
California,17002,57539,8080 DAGGET STREET SUITE 200,2003-07-14,YES,YES,YES,YES,1983-07-14,Same As Expected,3.0 - 4.0,Non - Profit Other
California,16452,57545,3001 LAVA RIDGE COURT SUITE 330A,2003-09-22,YES,YES,YES,YES,1983-09-22,Better Than Expected,4.5 - 5.0,Non - Profit Other
California,11552,57567,10507 GARDEN GROVE BLVD,2003-10-06,YES,YES,YES,YES,1983-10-06,Same As Expected,3.0 - 4.0,Proprietary
California,11402,57569,1843 E FIR AVENUE STE 101,2003-10-06,YES,YES,YES,YES,1983-10-06,Same As Expected,3.0 - 4.0,Proprietary
California,17077,57564,5050  MURPHY CANYON ROAD SUITE 200,2003-10-27,YES,YES,YES,YES,1983-10-27,Better Than Expected,4.5 - 5.0,Proprietary
California,19177,57571,1550 FULKERTH ROAD,2003-10-28,YES,YES,YES,YES,1983-10-28,Better Than Expected,4.5 - 5.0,Non - Profit Religious
California,17227,57570,731 SANSOME STREET SUITE 100,2003-12-05,YES,YES,YES,YES,1983-12-05,Same As Expected,3.0 - 4.0,Non - Profit Other
California,12802,57620,889 11TH STREET,2004-01-13,YES,YES,NO,YES,1984-01-13,Same As Expected,3.0 - 4.0,Non - Profit Private
California,9502,57627,3413 PACIFIC AVENUE SUITE 201,2004-01-30,YES,YES,YES,YES,1984-01-30,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,15627,57606,6626 CLARK ROAD STE P,2004-01-31,YES,YES,YES,YES,1984-01-31,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,8877,57600,200 W CENTER STREET PROMENADE SUITE 200C,2004-02-24,YES,YES,YES,YES,1984-02-24,Same As Expected,3.0 - 4.0,Proprietary
California,16927,57602,4311 THIRD AVE SUITE B,2004-03-24,YES,YES,YES,YES,1984-03-24,Better Than Expected,4.5 - 5.0,Non - Profit Private
California,16127,57609,1544 MARKET STREET,2004-04-04,YES,YES,YES,YES,1984-04-04,Better Than Expected,4.5 - 5.0,Non - Profit Private
California,16627,57631,9912 BUSINESS PARK DRIVE SUITE 100,2004-05-21,YES,YES,YES,YES,1984-05-21,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,11802,57645,281 HARVEY DRIVE UNIT A,2004-06-18,YES,YES,YES,YES,1984-06-18,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,14727,57659,2700 NAPA VALLEY CORPORATE DRIVE  STE C,2004-09-04,YES,YES,YES,YES,1984-09-04,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,15177,57678,1455 SOUTH  AUTO CENTER DRIVE STE 150,2004-09-10,YES,YES,YES,YES,1984-09-10,Same As Expected,3.0 - 4.0,Proprietary
California,9927,57661,1390 E LASSEN AVE,2004-09-17,YES,YES,YES,YES,1984-09-17,Same As Expected,3.0 - 4.0,Non - Profit Private
California,19477,57657,5805 SEPULVEDA BLVD SUITE 605,2004-10-04,YES,YES,YES,YES,1984-10-04,Not Available,,Proprietary
California,13927,57663,1270 E ALMOND AVE,2004-10-09,YES,YES,YES,YES,1984-10-09,Better Than Expected,4.5 - 5.0,Non - Profit Private
California,9927,57679,10 CONSTITUTION DRIVE,2005-01-22,YES,YES,YES,YES,1985-01-22,Same As Expected,3.0 - 4.0,Non - Profit Private
California,19202,57799,17542 E 17TH STREET,2005-03-10,YES,YES,YES,YES,1985-03-10,Not Available,,Non - Profit Other
California,9127,57704,1600 D STREET SUITE 202,2005-05-23,YES,YES,YES,YES,1985-05-23,Same As Expected,3.0 - 4.0,Non - Profit Other
California,14252,57695,1316 CELESTE DRIVE SUITE 140,2005-06-17,YES,YES,YES,YES,1985-06-17,Same As Expected,3.0 - 4.0,Non - Profit Private
California,19702,57713,60 EASTER AVENUE,2005-06-21,YES,YES,NO,YES,1985-06-21,Same As Expected,3.0 - 4.0,Government - Local
California,10627,57794,12200 BELLFLOWER BLVD,2005-07-30,YES,YES,YES,YES,1985-07-30,Not Available,,Non - Profit Private
California,20077,57708,700 S MAIN ST SUITE 2,2005-09-01,YES,YES,NO,YES,1985-09-01,Same As Expected,3.0 - 4.0,Non - Profit Private
California,13902,57710,9245 HIGHWAY 53,2005-09-20,YES,YES,NO,NO,1985-09-20,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,19752,57736,820 N PHILLIPS AVE,2006-02-26,YES,YES,YES,YES,1986-02-26,Same As Expected,3.0 - 4.0,Non - Profit Other
California,11777,57734,1415 E COLORADO STREET SUITE 206,2006-03-27,YES,YES,YES,YES,1986-03-27,Same As Expected,3.0 - 4.0,Proprietary
California,14352,57742,420 N MONTEBELLO BLVD SUITE 203,2006-04-25,YES,YES,YES,YES,1986-04-25,Same As Expected,3.0 - 4.0,Proprietary
California,10077,57753,1661 HANOVER RD. SUITE 221B,2006-05-22,YES,YES,YES,YES,1986-05-22,Same As Expected,3.0 - 4.0,Proprietary
California,11227,57746,700 RIVER DRIVE,2006-07-02,YES,YES,YES,YES,1986-07-02,Same As Expected,3.0 - 4.0,Non - Profit Other
California,11977,57755,1345 WHISPERING PINES LANE,2006-08-25,YES,YES,YES,YES,1986-08-25,Same As Expected,3.0 - 4.0,Non - Profit Other
California,14952,57761,9221 CORBIN AVE STE 160,2006-11-24,YES,YES,YES,YES,1986-11-24,Same As Expected,3.0 - 4.0,Proprietary
California,12477,57763,63484 CHICKSAW,2006-12-22,YES,YES,YES,YES,1986-12-22,Same As Expected,3.0 - 4.0,Government - Local
California,17277,57772,375 LAGUNA HONDA BLVD UNIT F5,2007-02-18,YES,YES,YES,YES,1987-02-18,Same As Expected,3.0 - 4.0,Government - Local
California,18702,57774,27851 BRADLEY ROAD SUITE #125,2007-09-01,YES,YES,YES,YES,1987-09-01,Same As Expected,3.0 - 4.0,Non - Profit Private
California,10777,57778,1190 SUNCAST LANE SUITE 6,2007-09-22,YES,YES,YES,NO,1987-09-22,Not Available,,Proprietary
California,12852,57786,44335 LOWTREE AVENUE,2007-10-08,YES,YES,YES,YES,1987-10-08,Better Than Expected,4.5 - 5.0,Non - Profit Other
California,19052,57788,23326 HAWTHORNE BLVD SUITE 100 A,2007-12-10,YES,YES,YES,YES,1987-12-10,Same As Expected,3.0 - 4.0,Non - Profit Private
California,11802,57792,914 N GLENDALE AVE,2008-02-24,YES,YES,YES,YES,1988-02-24,Same As Expected,3.0 - 4.0,Proprietary
California,12452,557014,245 NEW YORK RANCH RD STE C,2008-08-01,YES,YES,YES,YES,1988-08-01,Same As Expected,3.0 - 4.0,Proprietary
California,17077,557020,5625 RUFFIN ROAD SUITE 225,2008-11-01,YES,YES,YES,YES,1988-11-01,Same As Expected,3.0 - 4.0,Proprietary
California,18327,557041,1151 BROADWAY SUITE 101,2009-02-27,YES,YES,YES,YES,1989-02-27,Same As Expected,3.0 - 4.0,Government - Combination Government & Voluntary
California,18052,557038,124 S COLLEGE DRIVE,2009-04-10,YES,YES,YES,YES,1989-04-10,Better Than Expected,4.5 - 5.0,Non - Profit Religious
California,16352,557037,10917 MAGNOLIA AVENUE,2009-04-14,YES,YES,YES,YES,1989-04-14,Not Available,,Non - Profit Private
California,17452,557052,4030 MOORPARK AVENUE SUITE 251,2009-08-03,YES,YES,YES,YES,1989-08-03,Same As Expected,3.0 - 4.0,Proprietary
California,14027,557012,200 MUIR ROAD HACIENDA BUILDING,2005-01-01,YES,YES,YES,YES,1990-01-01,Not Available,,Non - Profit Private
California,16577,557061,3240 ARDEN WAY,2005-01-01,YES,YES,YES,YES,1990-01-01,Same As Expected,3.0 - 4.0,Non - Profit Private
California,19277,557062,1761 BROADWAY STE 210,2005-01-01,YES,YES,YES,YES,1990-01-01,Better Than Expected,4.5 - 5.0,Non - Profit Other
California,15052,557065,7200 REDWOOD BOULEVARD SUITE 200,2005-01-01,YES,YES,YES,YES,1990-01-01,Not Available,,Non - Profit Private
California,17952,557066,2610 AUGUSTINE DRIVE,2005-01-01,YES,YES,YES,YES,1990-01-01,Not Available,,Non - Profit Private
California,19227,557067,30116 EIGENBRODT,2005-01-01,YES,YES,YES,YES,1990-01-01,Not Available,,Non - Profit Private
California,15102,557068,4501 BROADWAY,2005-01-01,YES,YES,YES,YES,1990-01-01,Not Available,,Non - Profit Private
California,16652,557073,8330 FERGUSON AVENUE,2005-01-09,YES,YES,YES,YES,1990-01-09,Same As Expected,3.0 - 4.0,Non - Profit Private
California,17077,557084,8291 AERO PLACE SUITE 130,2005-04-25,YES,YES,NO,NO,1990-04-25,Not Available,,Non - Profit Private
California,14977,557089,8550 BALBOA BLVD SUITE 283,2005-06-28,YES,YES,YES,YES,1990-06-28,Same As Expected,3.0 - 4.0,Proprietary
California,16527,557006,3630 BUSINESS DRIVE SUITE G,2005-08-08,YES,YES,YES,YES,1990-08-08,Same As Expected,3.0 - 4.0,Non - Profit Private
California,9127,557094,2800 K STREET,2005-08-24,YES,YES,YES,YES,1990-08-24,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,10252,557106,730 MAGNOLIA AVE,2005-09-20,YES,YES,NO,YES,1990-09-20,Same As Expected,3.0 - 4.0,Proprietary
California,12327,557104,3240 EL CAMINO REAL SUITE 190,2005-11-16,YES,YES,YES,YES,1990-11-16,Same As Expected,3.0 - 4.0,Proprietary
California,16152,557107,2115 CHURN CREEK RD,2005-12-12,YES,YES,YES,YES,1990-12-12,Same As Expected,3.0 - 4.0,Proprietary
California,13052,557005,1718 E ARTESIA BLVD,2005-12-20,YES,YES,YES,YES,1990-12-20,Not Available,,Proprietary
California,9302,557008,162 E LINE ST,2006-01-24,YES,YES,NO,YES,1991-01-24,Better Than Expected,4.5 - 5.0,Non - Profit Other
California,16952,557002,5030 CAMINO DE LA SIESTA SUITE 405,2006-01-25,YES,YES,YES,YES,1991-01-25,Not Available,,Non - Profit Private
California,9552,557116,1350 BAYSHORE HWY SUITE 777,2006-04-05,YES,YES,YES,YES,1991-04-05,Better Than Expected,4.5 - 5.0,Proprietary
California,10752,557139,1503 NORTH IMPERIAL AVE SUITE 104,2006-07-26,YES,YES,NO,YES,1991-07-26,Same As Expected,3.0 - 4.0,Proprietary
California,11777,557145,240 SOUTH JACKSON STREET,2006-10-22,YES,YES,YES,YES,1991-10-22,Same As Expected,3.0 - 4.0,Proprietary
California,15677,557154,709 E COLORADO BLVD SUITE 210,2006-11-15,YES,YES,YES,YES,1991-11-15,Better Than Expected,4.5 - 5.0,Proprietary
California,19502,557165,1732 PALMA DRIVE SUITE #108,2006-12-12,YES,YES,YES,YES,1991-12-12,Same As Expected,3.0 - 4.0,Proprietary
California,13077,557172,3505 LONG BEACH BLVD STE 2-B,2006-12-13,YES,YES,YES,YES,1991-12-13,Same As Expected,3.0 - 4.0,Proprietary
California,14202,557171,1521 N CARPENTER ROAD SUITE D1,2007-01-28,YES,YES,YES,YES,1992-01-28,Same As Expected,3.0 - 4.0,Proprietary
California,12102,557194,24301 SOUTHLAND DRIVE SUITE 411,2007-05-06,YES,YES,YES,YES,1992-05-06,Worse Than Expected,1.0 - 2.5,Proprietary
California,15277,557204,8632 GREENBACK LANE  SUITE B,2007-06-18,YES,YES,NO,NO,1992-06-18,Not Available,,Proprietary
California,9927,557208,1398 RIDGEWOOD DR,2007-06-22,YES,YES,YES,YES,1992-06-22,Same As Expected,3.0 - 4.0,Proprietary
California,19502,557219,1767 GOODYEAR AVENUE SUITE #104,2007-09-22,YES,YES,YES,YES,1992-09-22,Same As Expected,3.0 - 4.0,Proprietary
California,16027,557253,2880 SUNRISE BLVD SUITE 218,2008-02-26,YES,YES,YES,YES,1993-02-26,Better Than Expected,4.5 - 5.0,Proprietary
California,14252,557272,817 COFFEE RD BLD B,2008-03-16,YES,YES,YES,YES,1993-03-16,Same As Expected,3.0 - 4.0,Proprietary
California,18302,557266,1687 ERRINGER RD STE 202,2008-03-29,YES,YES,YES,YES,1993-03-29,Same As Expected,3.0 - 4.0,Proprietary
California,19052,557270,3220 SEPULVEDA BLVD SUITE  100,2008-04-08,YES,YES,YES,YES,1993-04-08,Same As Expected,3.0 - 4.0,Proprietary
California,18202,557280,14260 VENTURA BLVD. SUITE #301,2008-04-15,YES,YES,YES,YES,1993-04-15,Same As Expected,3.0 - 4.0,Proprietary
California,10227,557273,618 4TH ST,2008-04-16,YES,YES,YES,YES,1993-04-16,Same As Expected,3.0 - 4.0,Proprietary
California,19952,557283,100 SAN HEDRIN CIRCLE,2008-05-07,YES,YES,YES,YES,1993-05-07,Better Than Expected,4.5 - 5.0,Non - Profit Religious
California,9177,557289,1315 BOUGHTON DR,2008-06-09,YES,YES,YES,YES,1993-06-09,Same As Expected,3.0 - 4.0,Proprietary
California,9052,557292,11775 EDUCATION STREET SUITE 201,2008-06-13,YES,YES,YES,YES,1993-06-13,Same As Expected,3.0 - 4.0,Non - Profit Private
California,18127,57407,3550 ROUND BARN BLVD SUITE 112,2008-06-16,YES,YES,YES,YES,1993-06-16,Not Available,,Non - Profit Private
California,11277,557290,2296 COUNTRY DRIVE,2008-06-22,YES,YES,YES,YES,1993-06-22,Better Than Expected,4.5 - 5.0,Proprietary
California,10902,57404,9370 WEST STOCKTON BLVD #130,2008-07-22,YES,YES,YES,YES,1993-07-22,Same As Expected,3.0 - 4.0,Proprietary
California,11077,57412,9722 FAIR OAKS BLVD SUITE A & E,2008-08-02,YES,YES,YES,YES,1993-08-02,Same As Expected,3.0 - 4.0,Non - Profit Private
California,16402,57413,3120 CHICAGO AVENUE SUITE 130,2008-08-09,YES,YES,YES,YES,1993-08-09,Not Available,,Proprietary
California,10402,57427,785 E WASHINGTON BLVD SUITE 14 & 15,2008-09-02,YES,YES,YES,YES,1993-09-02,Same As Expected,3.0 - 4.0,Non - Profit Private
California,9327,57415,630 SOUTH BRAWLEY AVENUE SUITE 5,2008-09-03,YES,YES,YES,YES,1993-09-03,Worse Than Expected,1.0 - 2.5,Proprietary
California,20102,57448,939 LIVE OAK BLVD,2008-09-10,YES,YES,NO,YES,1993-09-10,Same As Expected,3.0 - 4.0,Non - Profit Private
California,9427,57422,6301 BEACH BLVD SUITE 212,2008-10-06,YES,YES,YES,YES,1993-10-06,Better Than Expected,4.5 - 5.0,Proprietary
California,10477,57433,5601 W SLAUSON AVE SUITE 235,2008-10-12,YES,YES,YES,YES,1993-10-12,Not Available,,Proprietary
California,18577,57426,4505 PRECISSI LANE  SUITE B,2008-10-21,YES,YES,NO,YES,1993-10-21,Not Available,,Non - Profit Private
California,16877,57432,348 WEST HOSPITALITY LANE SUITE 200,2008-10-21,YES,YES,YES,YES,1993-10-21,Same As Expected,3.0 - 4.0,Proprietary
California,20027,57445,5955 DESOTO AVENUE SUITE 160,2008-10-29,YES,YES,YES,YES,1993-10-29,Better Than Expected,4.5 - 5.0,Proprietary
California,15652,57447,16660 PARAMOUNT BLVD STE 304,2008-12-01,YES,YES,YES,YES,1993-12-01,Same As Expected,3.0 - 4.0,Proprietary
California,15852,57449,395 TAYLOR BLVD SUITE 118,2008-12-09,YES,YES,YES,YES,1993-12-09,Same As Expected,3.0 - 4.0,Proprietary
California,9402,57456,6131 ORANGETHORPE AVENUE #110,2009-01-10,YES,YES,YES,YES,1994-01-10,Same As Expected,3.0 - 4.0,Proprietary
California,13277,57483,3450 WILSHIRE BLVD SUITE 1003,2009-03-10,YES,YES,YES,YES,1994-03-10,Not Available,,Proprietary
California,20027,57470,21860 BURBANK BLVD STE 180,2009-03-23,YES,YES,YES,YES,1994-03-23,Not Available,,Proprietary
California,12027,57477,440 GREENFIELD AVENUE SUITE C,2009-04-08,YES,YES,YES,YES,1994-04-08,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,16477,57487,1401 EL CAMINO AVENUE SUITE 520,2009-04-20,YES,YES,NO,NO,1994-04-20,Not Available,,Proprietary
California,16177,57494,350 TERRACINA BLVD,2009-04-28,YES,YES,YES,YES,1994-04-28,Better Than Expected,4.5 - 5.0,Non - Profit Other
California,10352,57495,270 W BADILLO ST,2009-05-03,YES,YES,YES,YES,1994-05-03,Same As Expected,3.0 - 4.0,Proprietary
California,13277,57497,3250 WILSHIRE BLVD STE  1008,2009-05-13,YES,YES,YES,YES,1994-05-13,Same As Expected,3.0 - 4.0,Proprietary
California,11877,557406,100 WEST BROADWAY STE 800,2009-05-27,YES,YES,YES,YES,1994-05-27,Same As Expected,3.0 - 4.0,Proprietary
California,12527,557407,2600 FOOTHILL BLVD SUITE 201,2009-05-27,YES,YES,YES,YES,1994-05-27,Same As Expected,3.0 - 4.0,Non - Profit Private
California,11027,557418,425 W 5TH AVENUE SUITE 101 & 104,2009-06-20,YES,YES,YES,YES,1994-06-20,Better Than Expected,4.5 - 5.0,Proprietary
California,9202,557426,4801 TRUXTUN AVENUE,2009-07-15,YES,YES,NO,YES,1994-07-15,Not Available,,Proprietary
California,12227,557429,513 1/2 E MANCHESTER BLVD SUITE 202,2009-07-19,YES,YES,YES,YES,1994-07-19,Not Available,,Proprietary
California,15252,557412,2200 W ORANGEWOOD AVE SUITE 250,2009-07-27,YES,YES,YES,YES,1994-07-27,Same As Expected,3.0 - 4.0,Proprietary
California,15752,557423,2500 EAST FOOTHILL BLVD SUITE 501,2009-08-03,YES,YES,YES,YES,1994-08-03,Not Available,,Proprietary
California,17427,557441,175 N JACKSON AVE SUITE 103A,2009-08-04,YES,YES,YES,YES,1994-08-04,Same As Expected,3.0 - 4.0,Proprietary
California,18152,557433,1111 SONOMA AVE SUITE 308,2009-08-05,YES,YES,YES,YES,1994-08-05,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,10752,557425,2344 SOUTH 2ND SUITE A,2009-08-18,YES,YES,YES,YES,1994-08-18,Better Than Expected,4.5 - 5.0,Proprietary
California,19002,557447,5315 TORRANCE BLVD SUITE B-169,2009-09-26,YES,YES,YES,YES,1994-09-26,Better Than Expected,4.5 - 5.0,Non - Profit Religious
California,10802,557443,9660 FLAIR DR SUITE 338,2009-10-24,YES,YES,YES,YES,1994-10-24,Same As Expected,3.0 - 4.0,Proprietary
California,14377,557461,80 GARDEN COURT SUITE 105,2009-10-27,YES,YES,YES,YES,1994-10-27,Same As Expected,3.0 - 4.0,Proprietary
California,13327,557468,1127 WILSHIRE BLVD SUITE,2009-11-01,YES,YES,YES,YES,1994-11-01,Same As Expected,3.0 - 4.0,Proprietary
California,9077,557482,11879 KEMPER ROAD SUITE 15,2009-11-17,YES,YES,YES,YES,1994-11-17,Same As Expected,3.0 - 4.0,Proprietary
California,11602,557476,18726 SOUTH WESTERN AVE SUITE 409,2009-12-19,YES,YES,YES,YES,1994-12-19,Same As Expected,3.0 - 4.0,Proprietary
California,10377,557478,858 OAK PARK ROAD SUITE 101,2009-12-20,YES,YES,YES,YES,1994-12-20,Same As Expected,3.0 - 4.0,Proprietary
California,11802,557479,132 N MARYLAND AVENUE,2009-12-27,YES,YES,YES,YES,1994-12-27,Same As Expected,3.0 - 4.0,Proprietary
California,15677,557490,596 N LAKE AVE STE 101,2010-01-04,YES,YES,YES,YES,1995-01-04,Better Than Expected,4.5 - 5.0,Proprietary
California,12602,557494,5575 LAKE PARKWAY SUITE 220,2010-01-13,YES,YES,YES,YES,1995-01-13,Same As Expected,3.0 - 4.0,Proprietary
California,18952,557505,370 S CRENSHAW BLVD SUITE E202L,2010-01-30,YES,YES,YES,YES,1995-01-30,Not Available,,Proprietary
California,14952,557500,9003 RESEDA BLVD STE 209,2010-02-09,YES,YES,YES,YES,1995-02-09,Same As Expected,3.0 - 4.0,Proprietary
California,9527,557473,704 SO MAIN STREET,2010-02-24,YES,YES,YES,YES,1995-02-24,Same As Expected,3.0 - 4.0,Proprietary
California,13677,557509,3919 W SLAUSON AVE,2010-03-02,YES,YES,YES,YES,1995-03-02,Not Available,,Proprietary
California,14977,557514,8550 BALBOA BLVD. STE. 281,2010-03-17,YES,YES,YES,YES,1995-03-17,Not Available,,Proprietary
California,15327,557517,1960 FEATHER RIVER BOULEVARD,2010-03-30,YES,YES,YES,YES,1995-03-30,Worse Than Expected,1.0 - 2.5,Non - Profit Private
California,14077,557523,2740 M STREET,2010-03-31,YES,YES,YES,YES,1995-03-31,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,19152,557519,793 NORTH CHERRY STREET,2010-04-13,YES,YES,YES,NO,1995-04-13,Same As Expected,3.0 - 4.0,Proprietary
California,13077,557524,4000 LONG BEACH BLVD SUITE 221,2010-04-25,YES,YES,YES,YES,1995-04-25,Same As Expected,3.0 - 4.0,Proprietary
California,9027,557541,17100 PIONEER BLVD SUITE 270,2010-04-28,YES,YES,YES,YES,1995-04-28,Same As Expected,3.0 - 4.0,Proprietary
California,17277,557557,2505 TARAVAL STREET,2010-05-12,YES,YES,NO,YES,1995-05-12,Same As Expected,3.0 - 4.0,Non - Profit Private
California,19252,557559,1004 W FOOTHILL BLVD STE 202,2010-05-30,YES,YES,YES,YES,1995-05-30,Same As Expected,3.0 - 4.0,Proprietary
California,18352,557561,20100 CEDAR ROAD NORTH,2010-06-16,YES,YES,YES,YES,1995-06-16,Same As Expected,3.0 - 4.0,Non - Profit Religious
California,8952,557550,223 N FIRST AVE SUITE 103,2010-06-21,YES,YES,YES,YES,1995-06-21,Same As Expected,3.0 - 4.0,Proprietary
California,15677,557566,127 N MADISON AVE STE 215,2010-07-18,YES,YES,YES,YES,1995-07-18,Same As Expected,3.0 - 4.0,Proprietary
