CertificationNO,Provider Name,State
47168,ENCOMPASS HOME HEALTH OF TEXARKANA,AR
47169,ELITE HOME HEALTH,AR
47170,ALLIANCE HOME HEALTH OF WASHINGTON COUNTY,AR
47171,MERCY HOME HEALTH,AR
47172,ALLIANCE HOME HEALTH CARE OF BENTON COUNTY,AR
47173,CARE IV HOME HEALTH,AR
47174,CARE IV HOME HEALTH,AR
47175,COMMUNITY HOME HEALTH,AR
47176,HOME BOUND MEDICAL,AR
47177,DE QUEEN MEDICAL CENTER HOME HEALTH,AR
47178,CARE IV HOME HEALTH,AR
47306,AAA SOUTHEAST AR DREW CO,AR
47307,AREA AGENCY ON AGING OF SOUTHEAST ARKANSAS INC,AR
47308,AAA SOUTHEAST AR ASHLEY CO,AR
47309,AREA AGENCY ON AGING SOUTHEAST AR CLEVELAND CO,AR
47310,AAA SOUTHEAST AR LINCOLN CO,AR
47313,AREA AGENCY ON AGING OF SE AR INC-GRANT CO,AR
47314,AREA AGENCY ON AGING 0F SOUTHEAST ARKANSAS INC,AR
47315,AREA AGENCY OF AGING OF SOUTHEAST ARKANSAS INC,AR
47326,BAPTIST HEALTH HOME HEALTH - ARKADELPHIA,AR
47338,BAXTER REGIONAL HOME HEALTH MARION COUNTY,AR
47339,ELITE HOME HEALTH,AR
47346,ELITE HOME HEALTH,AR
47800,ASHLEY COUNTY HEALTH UNIT,AR
47801,BAXTER COUNTY HEALTH UNIT,AR
47803,BOONE COUNTY HEALTH UNIT,AR
47804,BRADLEY COUNTY HEALTH UNIT,AR
47805,CARROLL COUNTY HEALTH UNIT,AR
47806,CHICOT COUNTY HEALTH UNIT,AR
47807,CLARK COUNTY HEALTH UNIT,AR
47809,CLEBURNE COUNTY HEALTH UNIT,AR
47810,COLUMBIA COUNTY HEALTH UNIT,AR
47811,CONWAY COUNTY HEALTH UNIT,AR
47812,CRAIGHEAD COUNTY HEALTH UNIT,AR
47814,CRITTENDEN COUNTY HEALTH UNIT,AR
47816,DALLAS COUNTY HEALTH UNIT,AR
47818,DREW COUNTY HEALTH UNIT,AR
47819,FAULKNER COUNTY HEALTH UNIT,AR
47820,FULTON COUNTY HEALTH UNIT,AR
47821,GARLAND COUNTY HEALTH UNIT,AR
47822,GRANT COUNTY HEALTH UNIT,AR
47823,GREENE COUNTY HEALTH UNIT,AR
47824,HEMPSTEAD COUNTY HEALTH UNIT,AR
47825,HOT SPRING COUNTY HEALTH UNIT,AR
47826,HOWARD COUNTY HEALTH UNIT,AR
47827,INDEPENDENCE COUNTY HEALTH UNIT,AR
47828,JACKSON COUNTY HEALTH UNIT,AR
47829,JEFFERSON COUNTY HEALTH UNIT,AR
47830,JOHNSON COUNTY HEALTH UNIT,AR
47831,LAFAYETTE COUNTY HEALTH UNIT,AR
47832,LAWRENCE COUNTY HEALTH UNIT,AR
47833,LEE COUNTY HEALTH UNIT,AR
47834,LINCOLN COUNTY HEALTH UNIT,AR
47835,LOGAN COUNTY HEALTH UNIT PARIS,AR
47836,LONOKE COUNTY HEALTH UNIT,AR
47837,MARION COUNTY HEALTH UNIT,AR
47838,MILLER COUNTY HEALTH UNIT,AR
47839,MISSISSIPPI COUNTY HEALTH UNIT BLYTHEVILLE,AR
47840,MONROE COUNTY HEALTH UNIT,AR
47841,MONTGOMERY COUNTY HEALTH UNIT,AR
47842,NEVADA COUNTY HEALTH UNIT,AR
47844,OUACHITA COUNTY HEALTH UNIT,AR
47845,PERRY COUNTY HEALTH UNIT,AR
47846,PHILLIPS COUNTY HEALTH UNIT,AR
47847,PIKE COUNTY HEALTH UNIT,AR
47848,POINSETT COUNTY HEALTH UNIT,AR
47849,POLK COUNTY HEALTH UNIT,AR
47850,POPE COUNTY HEALTH UNIT,AR
47851,PRAIRIE COUNTY HEALTH UNIT,AR
47852,RANDOLPH COUNTY HEALTH UNIT,AR
47853,ST FRANCIS COUNTY HEALTH UNIT,AR
47854,SALINE COUNTY HEALTH UNIT,AR
47855,SCOTT COUNTY HEALTH UNIT,AR
47858,SHARP COUNTY HEALTH UNIT,AR
47859,UNION COUNTY HEALTH UNIT,AR
47860,VAN BUREN COUNTY HEALTH UNIT,AR
47862,WHITE COUNTY HEALTH UNIT,AR
47863,WOODRUFF COUNTY HEALTH UNIT,AR
47864,YELL COUNTY HEALTH UNIT DARDANELLE,AR
47865,ARKANSAS COUNTY HEALTH UNIT,AR
47869,SEARCY COUNTY HEALTH UNIT,AR
47870,IZARD COUNTY HEALTH UNIT,AR
47871,STONE COUNTY HEALTH UNIT,AR
47872,NEWTON COUNTY HEALTH UNIT,AR
47873,CLEVELAND COUNTY HEALTH UNIT,AR
47874,CROSS COUNTY HEALTH UNIT,AR
47875,SEVIER COUNTY HEALTH UNIT,AR
47876,LITTLE RIVER COUNTY HEALTH UNIT,AR
47877,CALHOUN COUNTY HEALTH UNIT,AR
47878,CLAY COUNTY HEALTH UNIT,AR
47880,YELL COUNTY HEALTH UNIT DANVILLE,AR
47883,ARKANSAS COUNTY HEALTH UNIT,AR
47884,LOGAN COUNTY HEALTH UNIT BOONEVILLE,AR
47886,ASHLEY COUNTY HEALTH UNIT,AR
47887,DESHA COUNTY HEALTH UNIT,AR
47888,PULASKI COUNTY HEALTH UNIT,AR
47889,MISSISSIPPI COUNTY HEALTH UNIT OSCEOLA,AR
