CertificationNO,Provider Name,State
447298,GATEWAY HOME HEALTH CLARKSVILLE,TN
447299,INTREPID USA HEALTHCARE SERVICES,TN
447312,AMEDISYS HOME HEALTH CARE,TN
447316,CAREALL HOME CARE SERVICES,TN
447402,TENNESSEE QUALITY HOMECARE SW,TN
447403,SUNCREST HOME HEALTH SERVICES,TN
447404,INTERIM HEALTH CARE OF EAST TENNESSEE,TN
447405,CLINCH RIVER HOME HEALTH,TN
447406,QUALITY HOME HEALTH,TN
447407,BAPTIST TRINITY HOMECARE,TN
447408,MAURY REGIONAL HOME SERVICES,TN
447415,MEDICAL CENTER HOMECARE SVS,TN
447417,ADVANCED HOME CARE INC,TN
447422,AMEDISYS HOME HEALTH,TN
447424,SAINT THOMAS HOME HEALTH,TN
447425,CAREALL HOMECARE SERVICES,TN
447428,LAUGHLIN HOME HEALTH AGENCY,TN
447434,EXTENDICARE HOME HEALTH OF WESTERN TN,TN
447439,CUMBERLAND RIVER HOMECARE,TN
447442,INTREPID USA HEALTHCARE SERVICES,TN
447444,BAPTIST MEMORIAL HOME CARE,TN
447448,TENNOVA HOME HEALTH -DYERSBURG,TN
447449,NHC HOMECARE ATHENS,TN
447451,AMEDISYS HOME HEALTH CARE,TN
447454,INTREPID USA HEALTHCARE SERVICES,TN
447461,GENTIVA HEALTH SERVICES 2,TN
447465,EAST TN CHILDRENS HOSP HOME HEALTH,TN
447466,LIFELINE HOME HEALTH CARE,TN
447469,BLOUNT MEMORIAL HOME HEALTH,TN
447471,CONTINUCARE HEALTHSERVICES IN,TN
447476,SWEETWATER HOSP HOME HEALTH,TN
447487,HIGHPOINT HOMECARE,TN
447488,GENTIVA HEALTH SVS NASHVILLE,TN
447489,INTREPID USA HEALTHCARE SERVICES,TN
447492,SUNBELT HOMECARE,TN
447495,GENTIVA HEALTH SVS CHATTANOOGA,TN
447498,DEACONESS HOMECARE,TN
447499,HENRY CO MEDICAL CENTER H H,TN
447500,UNIVERSITY OF TN MEDICAL CENTER HOME HEALTH SERV,TN
447503,CAREALL,TN
447505,AMEDISYS HOME HEALTH CARE,TN
447506,CHI MEMORIAL HEALTH AT HOME,TN
447509,JOHNSON CO HOME HEALTH,TN
447513,HOME CARE SOLUTIONS NASHVILLE,TN
447517,HOME HEALTH CARE OF MIDDLE TN,TN
447528,SUNCREST HOME HEALTH,TN
447538,AMEDISYS HOME CARE,TN
447541,HOMETOWN HOME HEALTH CARE INC,TN
447549,PREMIERE HOME HEALTH INC,TN
447550,FAMILY HOME HEALTH AGENCY,TN
447551,HOME CARE SOLUTIONS,TN
447552,TENNESSEE HOME HEALTH,TN
447555,HANCOCK COUNTY HOME HEALTH AGENCY,TN
447556,CONTINUOUS CARE SERVICES,TN
447557,VOLUNTEER HOME CARE,TN
447558,AMEDISYS HOME HEALTH SERVICES,TN
447559,GUARDIAN HOME CARE LLC,TN
447561,VOLUNTEER HOMECARE OF WEST TN,TN
447563,AMEDISYS HOME HEALTH CARE,TN
447564,HOME HEALTH CARE OF WEST TENNESSEE INC,TN
447565,INTREPID USA HEALTHCARE SERVICES,TN
447566,GUARDIAN HOME CARE OF NASHVILLE LLC,TN
447567,FUNCTIONAL INDEPENDENCE HOME CARE INC,TN
447568,TENNOVA HOME HEALTH,TN
447569,NO PLACE LIKE HOME INC,TN
447570,ATHOMETHERAPY SOLUTIONS PLLC,TN
447571,MAXIM HEALTHCARE SERVICES,TN
447572,HEALTH AT HOME,TN
447573,AMERICAN NATIONAL HOME HEALTH INC,TN
447574,FRIENDSHIP HOME HEALTH INC,TN
447576,BEST NURSES INC,TN
447577,WHERE THE HEART IS INC,TN
447578,FRIENDSHIP HOME HEALTH,TN
447579,MAXIM HEALTHCARE SERVICES INC,TN
447580,MAXIM HEALTHCARE SERVICES INC,TN
447581,ADORATION HOME HEALTH LLC,TN
447582,MAXIM HEALTHCARE SERVICES INC,TN
447583,BROOKDALE HOME HEALTH NASHVILLE,TN
447584,QUALITY HOME HEALTH SERVICES,TN
447585,CAREALL HOME CARE SERVICES,TN
447586,MAXIM HEALTHCARE SERVICES,TN
