CertificationNO,Provider Name,State
337174,HCR / HCR HOME CARE  CHHA  (DELHI),NY
337177,LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SVS,NY
337180,THE NEW JEWISH HOME MANHATTAN LTHHCP,NY
337181,TWIN TIER HOME HEALTH INC,NY
337187,WINTHROP UNIVERSITY HOSPITAL CHHA,NY
337189,ROYAL CARE CERTIFIED HOME HEALTH CARE LLC,NY
337190,PRIME HOME HEALTH SERVICES LLC,NY
337196,CITADEL HOME CARE,NY
337198,CORTLAND REGIONAL MEDICAL CENTER INC LTHHCP,NY
337199,ST CAMILLUS HOME CARE AGENCY,NY
337201,TLCN HOME CARE,NY
337202,HHH CHHA,NY
337203,EDDY VISITING NURSE ASSOCIATION CHHA,NY
337204,CABRINI CERTIFIED HOME HEALTH AGENCY,NY
337205,COMMUNITY HEALTH CENTER CHHA,NY
337207,SCHOFIELD CERTIFIED HOME CARE,NY
337210,CALVARY HOSPITAL CHHA,NY
337211,BETHEL N H COMPANY CERTIFIED HOME HEALTH AGENCY,NY
337212,VNS ITHACA  TOMPKINS CO CHHA,NY
337213,PARKER JEWISH INST FOR HEALTH CARE & REHAB CHHA,NY
337218,ELANT AT FISHKILL INC LTHHCP,NY
337221,COLD SPRING HILLS HOME CARE,NY
337222,MEDINA MEMORIAL HOSPITAL LTHHCP,NY
337224,GENTIVA HEALTH SERVICES BINGHAMTON (CLOSED),NY
337225,TLC HEALTH NETWORK HOME HEALTH SERVICES,NY
337227,MID-HUDSON VALLEY DIV OF WESTCHESTER MED CTR CHHS,NY
337230,HEALTH QUEST HOME CARE INC (CERTIFIED)  CHHA,NY
337232,GENTIVA HEALTH SVS HAUPPAUGE,NY
337233,AT HOME CARE INC CHHA,NY
337234,ROSA COPLON JEWISH HOME & INFIRMARY CHHA,NY
337237,FAMILY CARE CERTIFIED SERVICES - HICKSVILLE  CHHA,NY
337241,ST JOSEPHS HOSP HEALTH CENTER CHHA,NY
337243,GIRLING HEALTH CARE OF NEW YORK,NY
337246,SOUTH NASSAU COMM HOSP CHHA,NY
337248,AMEDISYS HOME HEALTH CARE   AMHERST,NY
337249,ALWAYS THERE FAMILY HOME HEALTH SERVICES,NY
337251,MCAULEY SETON HOME CARE CORP CHHA,NY
337254,SAMARITAN HOME HEALTH INC,NY
337255,KINDRED AT HOME  LIVERPOOL,NY
337256,HEALTH SERVICES OF NORTHERN NEW YORK INC CHHA,NY
337257,HCR / HCR HOME CARE  CHHA  (ROCHESTER),NY
337260,TENDER LOVING CARE AN AMEDISYS COMPANY,NY
337261,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,NY
337262,HILLSIDE MANOR CERTIFIED HOME HEALTH AGENCY,NY
337263,ISABELLA HOME CARE  (LTHHCP),NY
337264,FAMILY CARE CERTIFIED SERVICES - BROOKLYN CHHA,NY
337265,WARTBURG HOME CARE,NY
337266,PEOPLE HOME HEALTH SVS CHHA,NY
337267,ROCHESTER REGIONAL HEALTH SYSTEM HOME CARE,NY
337268,WILLCARE BUFFALO CHHA,NY
337273,FINGER LAKES VNS CHHA,NY
337276,RIVERSPRING CHHA / ELDERSERVE CHHA,NY
337277,HUDSON VALLEY CERTIFIED HOME HEALTH AGENCY,NY
337278,MORNINGSIDE NURSING & REHABILITATION CENTER LTHHCP,NY
337281,ABLE HEALTH CARE SERVICES INC CHHA,NY
337284,OSWEGO HEALTH HOME CARE LLC,NY
337289,GENTIVA HEALTH SVS WESTBURY,NY
337290,AMERICARE CERTIFIED SPECIAL SERVICES INC CHHA,NY
337292,KINDRED AT HOME  CORNING,NY
337299,REVIVAL HOME HEALTH CARE,NY
337302,GENTIVA HEALTH SVS HAUPPAUGE - RIVERHEAD SUB-UNIT,NY
337400,PECONIC BAY HOMEHEALTH SERVICES,NY
337401,KINDRED AT HOME  BALLSTON SPA,NY
337405,PTS OF WESTCHESTER INC,NY
337407,SELFHELP FAMILY HOME CARE,NY
337408,WILLCARE HUDSON VALLEY CHHA,NY
337413,GURWIN CERTIFIED HOME HEALTH AGENCY,NY
337414,EXTENDED HOME CARE,NY
337415,LOURDES AT HOME CHHA,NY
337416,BRIAH HOME CARE,NY
337418,LIVING RESOURCES CHHA,NY
337419,EMPIRE STATE HOME CARE SERVICES INC CHHA,NY
337421,VILLAGECARE HOME CARE,NY
337422,DATAHR HOME HEALTH CARE INC,NY
337423,ACACIA CERTIFIED HOME CARE CO,NY
337424,EXCELLENT HOME CARE SERVICES LLC,NY
337425,PREMIER HOME HEALTH CARE SERVICES INC,NY
337426,N Y CONGREGATIONAL CERTIFIED HOME HEALTH AGENCY,NY
337430,REBEKAH CERTIFIED HOME HEALTH AGENCY,NY
337431,ATARA HOME CARE,NY
337432,PARK GARDENS CHHA,NY
337434,FOUR SEASONS NURSING & REHABILITATION CHHA,NY
337436,CENTERS HOME HEALTH REVIVAL  (BRONX),NY
337438,ST MARY'S HOME CARE,NY
337439,A & T CERTIFIED HOME CARE LLC,NY
337440,SHINING STAR HOME HEALTH CARE,NY
337441,CENTERLIGHT CERTIFIED HOME HEALTH AGENCY,NY
337442,NORTHERN LIGHTS HOME HEALTH CARE,NY
337443,THE NEW JEWISH HOME HOME CARE,NY
337444,LOTT COMMUNITY HOME HEALTH CARE INC,NY
337445,FORT HUDSON CERTIFIED HOME HEALTH AGENCY INC,NY
337446,ISABELLA CARE AT HOME INC  (CHHA),NY
337447,CONSTELLATION HOME CARE,NY
337448,QUEENS LONG ISLAND CERTIFIED HOME HEALTH AGENCY,NY
337449,GUTHRIE HOME HEALTH,NY
337450,AMBER COURT AT HOME LLC,NY
337451,YOUR CHOICE AT HOME INC,NY
337452,LUTHERAN  CARE AT HOME,NY
337453,UNITED HEBREW OF NEW ROCHELLE CHHA,NY
337454,EVERCARE AT HOME,NY
