CertificationNO,Provider Name,State
167074,TAYLOR COUNTY PUBLIC HEALTH AGENCY,IA
167076,CHICKASAW CO PUBLIC HEALTH & HOME CARE SERVICES,IA
167077,COMMUNITY HEALTH SERVICES,IA
167079,IOWA COUNTY HEALTH DEPARTMENT,IA
167081,BUENA VISTA COUNTY PUBLIC HEALTH AND HOME CARE,IA
167083,AUDUBON COUNTY PHNS,IA
167084,EMMET COUNTY PUBLIC HEALTH NURSING SERVICE,IA
167085,JEFFERSON COUNTY PUBLIC HEALTH NURSING SERVICE,IA
167087,HAMILTON COUNTY PUBLIC HEALTH NURSING SERVICES,IA
167088,KEOKUK COUNTY PHNS,IA
167095,BUTLER COUNTY PHNS,IA
167096,POCAHONTAS COUNTY HEALTH DEPARTMENT,IA
167097,SAC COUNTY PHNS,IA
167098,DECATUR COUNTY PUBLIC HEALTH AND HOME CARE,IA
167102,ADAIR COUNTY HOME CARE,IA
167105,FLOYD VALLEY COMMUNITY HEALTH,IA
167106,LAKES REGIONAL HEALTHCARE HOME CARE,IA
167108,GUTHRIE COUNTY PHNS,IA
167109,WASHINGTON CO. PUBLIC HEALTH,IA
167110,WEBSTER COUNTY HEALTH DEPARTMENT,IA
167111,VAN BUREN COUNTY PHNS,IA
167116,C I H HOME CARE,IA
167118,FRANKLIN COUNTY PUBLIC HEALTH,IA
167119,V M H COMUNITY & HOME CARE,IA
167120,AVERA AT HOME,IA
167124,GENTIVA HEALTH SERVICES,IA
167127,SOUTHWEST IOWA HOME HEALTH SERVICES,IA
167133,MERCY HOME CARE - DES MOINES,IA
167134,WRIGHT COUNTY HEALTH DEPARTMENT,IA
167136,GREAT RIVER HOME HEALTH CARE,IA
167139,POCAHONTAS COMMUNITY HOSPITAL HOME HEALTH,IA
167140,MERCY HOME CARE - NORTH IOWA,IA
167145,MERCY HOME CARE - DUBUQUE,IA
167146,BURGESS HOME HEALTH,IA
167147,UNITYPOINT AT HOME,IA
167148,UNITYPOINT AT HOME,IA
167149,UNITYPOINT AT HOME,IA
167151,MERCY HOME CARE,IA
167154,MERCY HOME CARE & HOSPICE,IA
167156,REGIONAL MEDICAL HOME CARE,IA
167157,MOBILE NURSING SERVICES,IA
167159,UNITYPOINT AT HOME,IA
167162,STEWART MEMORIAL COMMUNITY HOSPITAL HOME CARE,IA
167164,SIOUX CENTER HOME HEALTH AND HOSPICE,IA
167165,HORN MEMORIAL HOSPITAL H H A,IA
167166,COMMUNITY HEALTH SERVICES,IA
167167,SANFORD HOME HEALTH AND  HOSPICE SHELDON,IA
167176,OTTUMWA REGIONAL HOME CARE,IA
167177,OSCEOLA COMMUNITY HEALTH SERVICES,IA
167180,UNITYPOINT AT HOME,IA
167181,MERCY HOME HEALTH CARE,IA
167185,GOOD SAMARITAN SOCIETY - HOME CARE,IA
167186,COVENANT HOME HEALTH,IA
167187,GENTIVA HEALTH SERVICES,IA
167188,PALMER HOME HEALTH,IA
167190,WINNESHIEK MEDICAL CENTER HOME HEALTH,IA
167192,CHEROKEE REGIONAL MEDICAL CENTER - HOME CHOICE,IA
167194,DALLAS COUNTY PHNS,IA
167203,HEARTLAND HOME HEALTH,IA
167207,ST ANTHONY HOME HEALTH AGENCY,IA
167213,CARROLL AREA NURSING SERVICES,IA
167220,PELLA REGIONAL HOME HEALTH AGENCY,IA
167226,RECOVER HEALTH,IA
167235,QUALITY HOME CARE PROFESSIONALS,IA
167236,HEGG HOME HEALTH CARE,IA
167237,BREMER COUNTY HEALTH DEPARTMENT,IA
167239,HOME SWEET HOME CARE,IA
167240,SPIRIT HOME HEALTHCARE,IA
167243,ORANGE CITY HOME HEALTH,IA
167245,WELCOV HOME HEALTH OF SERGEANT BLUFF,IA
167247,HEARTLAND HOME CARE,IA
167249,UNIVERSAL PEDIATRICS,IA
167262,EASTERN IOWA VISITING NURSES & HOME HEALTH CARE,IA
167263,REGIONAL HOME HEALTH CARE INC,IA
167267,COMFORT CARE MEDICARE INC,IA
167270,INTREPID USA HEALTHCARE SERVICES,IA
167276,THERAPY SOLUTIONS  INC,IA
167279,SMC HOME HEALTH AND HOSPICE,IA
167281,F M C H HOME HEALTH CARE,IA
167282,WELCOV HOME HEALTH OF RED OAK,IA
167283,ADVANCED HOME HEALTH CARE INC,IA
167284,SOUTH CENTRAL HOME HEALTH CARE,IA
167285,CAREPRO HOME HEALTH,IA
167286,CHILDSERVE HOME CARE,IA
167287,WELCOV HOME HEALTH OF LOGAN,IA
167288,IOWA HOME CARE L L C,IA
167290,SUNNY BROOK HOME CARE INC,IA
167292,ANGELS CARE HOME HEALTH OF IOWA,IA
167293,CIRCLE OF FRIENDS HOME CARE,IA
167294,SKYLINE CENTER INC HOME HEALTH,IA
167295,WESLEY LIFE HOME HEALTH,IA
167299,ABOVE AND BEYOND HOME HEALTH,IA
167305,RECOVER HEALTH,IA
167306,FAMILY CARE SOLUTIONS LLC,IA
167313,RECOVER HEALTH,IA
167315,UNIVERSAL PEDIATRICS,IA
167316,UNIVERSAL PEDIATRICS,IA
167319,CHI HEALTH AT HOME- CORNING,IA
167320,IOWA HOME CARE L L C,IA
167321,UNIVERSAL PEDIATRICS,IA
167322,IOWA HOME CARE L L C,IA
167324,OPEN ARMS HOME HEALTH CARE L L C,IA
167325,UNIVERSAL PEDIATRICS,IA
167326,OPTIMAE HOME HEALTH SERVICES CENTRAL IOWA,IA
167328,UNIVERSAL PEDIATRICS,IA
167400,NURSE FORCE INC,IA
167402,HEIGHTS HOME HEALTH INC,IA
167403,OPTIMAE HOME HEALTH SERVICES,IA
167405,CAREAGE HOME CARE,IA
167406,FREEDOM HOME HEALTH CARE INC,IA
167407,GOOD SAMARITAN SOCIETY HOME CARE,IA
167409,NEW CHOICES,IA
167410,LUTHERAN HOME HEALTH AGENCY,IA
167411,OUTREACH HOMEHEALTH SERVICES INC,IA
167415,VISITING NURSE SERVICES OF IOWA,IA
167416,GOOD SAMARITAN SOCIETY-HOME CARE,IA
167420,ADVANCED HOME CARE LLC,IA
167421,INTERIM HEALTH CARE OF SOUTHERN IOWA,IA
167423,CAREGIVERS HOME HEALTH,IA
167424,REGENCY NURSING SERVICES INC,IA
167425,TO THE RESCUE,IA
167426,COMFORT KEEPERS,IA
167427,KEYSTONE HOME HEALTH,IA
167428,CARE AT HOME IOWA,IA
167429,NURSE AT HOME,IA
