CertificationNO,Provider Name,State
17172,WOODLAND HOME HEALTH SERVICES CRMC LLC,AL
17174,ULTRA CARE OF ETOWAH COUNTY,AL
17175,BROOKWOOD HOME HEALTH LLC,AL
17176,ACE HOME HEALTH CARE,AL
17177,SHOALS HOME SERVICES LLC,AL
17178,PROHEALTH OF NORTHEAST ALABAMA LLC,AL
17179,PROHEALTH OF NORTH CENTRAL ALABAMA LLC,AL
17180,PROHEALTH-GULF COAST LLC,AL
17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,AL
17305,AMEDISYS HOME HEALTH OF ANNISTON,AL
17307,GENTIVA HEALTH SERVICES,AL
17319,AMEDISYS HOME HEALTH OF MONTGOMERY,AL
17320,AMEDISYS HOME HEALTH OF SELMA,AL
17323,MONROE CO HOSP PROGRESSIVE HOM,AL
17324,ALACARE HOME HEALTH AND HOSPICE,AL
17326,ALACARE HOME HEALTH & HOSPICE,AL
17327,AMEDISYS HOME HEALTH OF WALKER,AL
17328,AMEDISYS HOME HEALTH OF BREWTON,AL
17801,AUTAUGA COUNTY HOME CARE,AL
17803,BARBOUR COUNTY HOME CARE,AL
17812,MARENGO COUNTY HOME CARE AGENCY,AL
17816,COFFEE COUNTY HOME CARE,AL
17817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,AL
17818,CONECUH COUNTY HOME CARE,AL
17824,DALLAS COUNTY HOME CARE,AL
17825,DEKALB COUNTY HOME CARE,AL
17828,ETOWAH COUNTY HOME CARE,AL
17831,GENEVA COUNTY HOME CARE,AL
17835,HOUSTON COUNTY HOME CARE,AL
17836,JACKSON COUNTY HOME CARE,AL
17847,MARION COUNTY HOME CARE,AL
17848,MARSHALL COUNTY HOME CARE,AL
17850,MONROE COUNTY HOME CARE,AL
17856,RANDOLPH COUNTY HOME CARE,AL
17861,TALLADEGA COUNTY HOME CARE AGENCY,AL
17863,TUSCALOOSA COUNTY HOME CARE,AL
17865,WASHINGTON COUNTY HOME CARE,AL
17867,WINSTON COUNTY HOME CARE,AL
17872,LAMAR COUNTY HOME CARE,AL
17873,MORGAN COUNTY HOME CARE AGENCY,AL
17874,LIMESTONE COUNTY HOME CARE,AL
17875,CULLMAN COUNTY HOME CARE,AL
17876,LAWRENCE COUNTY HOME CARE,AL
