CertificationNO,Provider Name,State
497256,SENTARA HOME CARE SERVICES,VA
497258,CARILION HOME CARE SERVICES - ROANOKE,VA
497259,HEAVEN SENT BY HOME TOWN HEALTH CARE,VA
497260,CARILION HOME CARE SERVICES,VA
497263,EDMARC HOSPICE FOR CHILDREN,VA
497264,INTERIM HEALTHCARE,VA
497268,SENTARA HOMECARE SERVICES,VA
497271,GENTIVA HEALTH SERVICES - VA BEACH,VA
497272,MARY WASHINGTON HOME HEALTH AGENCY,VA
497275,AMEDISYS HOME HEALTH CARE,VA
497278,CENTRA HEALTH HOME HEALTH SERVICES,VA
497279,COMFORTCARE HOME HEALTH AND HOSPICE,VA
497281,MID ATLANTIC HOME HEALTH,VA
497285,AUGUSTA HEALTH CARE INC,VA
497287,SENTARA HALIFAX HOME HEALTH,VA
497288,ADVANCED HOME CARE INC,VA
497289,SOUTHERN VIRGINIA REGIONAL HOME HEALTH,VA
497292,INTREPID USA HEALTHCARE SERVICES,VA
497294,SENTARA HOME CARE SERVICES,VA
497299,FAUQUIER HEALTH HOME CARE SERVICES,VA
497320,FIRST CHOICE HOME HEALTH SERVICES LLC,VA
497407,INTREPID USA HEALTHCARE SERVICES,VA
497412,ADVANCED HOME CARE INC,VA
497414,HOME NURSING COMPANY INC,VA
497415,BROOKSIDE HOME HEALTH AN AMEDISYS COMPANY,VA
497417,FIRST DOMINION HOME HEALTH CARE,VA
497421,CONTINUING CARE HOME HEALTH SERVICES,VA
497424,GENTIVA HEALTH SERVICES -  RICHMOND,VA
497429,GENTIVA HEALTH SERVICES,VA
497431,THE PEDIATRIC CONNECTION,VA
497433,HOME CARE BY PROFESSIONALS INC,VA
497439,BRISTOL HOME HEALTH SERVICES INC,VA
497441,HOMEAID INC,VA
497447,INTERIM HEALTHCARE - CHARLOTTESVILLE,VA
497455,WELCOME HOMECARE,VA
497456,INTREPID USA HEALTHCARE SERVICES,VA
497462,HALLMARK HOME HEALTH CARE,VA
497463,SOUTHAMPTON MEMORIAL  HOME HEALTH,VA
497467,RIVERSIDE HOME HEALTH,VA
497471,SMYTH REGIONAL HOMECARE,VA
497475,LIBERTY HOME CARE,VA
497478,CARING NURSES ADVOCATES FOR PATIENTS LTD,VA
497480,CAPITAL HOME HEALTH CARE INC,VA
497485,ENCOMPASS HOME HEALTH OF VIRGINIA,VA
497490,CONTINUUM HOME HEALTH CARE,VA
497492,JOHNSTON MEMORIAL HOSPITAL HOME HEALTH,VA
497493,AT HOME CARE,VA
497497,HOME CARE OF MEMORIAL HOSPITAL,VA
497498,AMEDISYS HOME HEALTH CARE,VA
497502,PROFESSIONAL HEALTHCARE RESOURCES INC,VA
497506,CARING FOR YOU INC,VA
497507,RIVERSIDE SHORE HOME HEALTH,VA
497508,SOUTHEASTERN HOME HEALTH SERVICES,VA
497533,GENERATION SOLUTIONS OF LYNCHBURG LLC,VA
497535,FIRST CHOICE HOME HEALTH CARE,VA
497536,AMERICAN HEALTH CARE PROFESSIONALS,VA
497538,AMEDISYS HOME HEALTH,VA
497541,HOME & HEART HEALTH INC,VA
497544,HEARTLAND HOME HEALTH CARE,VA
497545,SOUTHWEST VA HOME HEALTH CARE,VA
497546,ADVANCED HEALTH SERVICES,VA
497547,CONTINUUM PEDIATRIC NURSING SERVICES,VA
497548,ALLCARE HOME HEALTH,VA
497549,MEDI HOME HEALTH,VA
497550,MEDSTAR HEALTH VISTING NURSE ASSOCIATION,VA
497552,HUMAN TOUCH HOME HEALTH CARE,VA
497553,JEWISH FAMILY SERVICE OF TIDEWATER INC,VA
497557,PSA HEALTHCARE INC,VA
497559,CAREGIVERS HOME HEALTH SERVICES INC,VA
497560,PREFERRED HOME HEALTH SERVICES INC,VA
497563,VIRGINIA HOME HEALTH & HOSPICE,VA
497564,ENCOMPASS HOME HEALTH OF VIRGINIA,VA
497565,SENTARA HOME CARE SERVICES,VA
497566,AMEDISYS HOME HEALTH CARE,VA
497567,HUMAN TOUCH HOME HEALTH,VA
497568,ESPRIT HOMECARE,VA
497569,IN HOME CARE  INC,VA
497570,LIGHTHOUSE HEALTHCARE INC,VA
497571,INTERIM HEALTHCARE - COLLINSVILLE,VA
497572,INTERIM HEALTHCARE - DANVILLE,VA
497573,INTERIM HEALTHCARE - CHRISTIANSBURG,VA
497574,INTERIM HEALTHCARE - WYTHEVILLE,VA
497577,PSA HEALTHCARE INC,VA
497579,PROFESSIONAL HEALTHCARE RESOURCES INC,VA
497580,MEDI HOME HEALTH AGENCY OF TIDEWATER,VA
497581,HOPE IN HOME CARE  LLC,VA
497582,SEVEN HILLS HOME HEALTH INC,VA
497583,HOPE IN-HOME CARE INC,VA
497584,MEDI HOME HEALTH AND  HOSPICE,VA
497587,NATIONAL HOME HEALTH CARE INC,VA
497588,GENESYS HOME HEALTH CARE INC,VA
497591,GUARDIAN HOMECARE LLC,VA
497592,MOUNTAIN REGIONAL PERSONAL CARE SERVICES INC,VA
497593,LIVINRITE HOME HEALTH SERVICES,VA
497594,A ALL ABOUT CARE,VA
497595,MEDI HOME HEALTH AGENCY INC,VA
497596,GREENSPRING VILLAGE HOME SUPPORT SERVICES,VA
497597,GENTIVA HEALTH SERVICES - LYNCHBURG,VA
497598,CARESOUTH HOMECARE PROFESSIONALS,VA
497599,HEAVEN'S TOUCH NURSING SERVICES LLC,VA
497600,AT HOME CARE,VA
497601,DICKENSON COUNTY HOME HEALTH INC,VA
497602,SPECIAL CARE HOME HEALTH,VA
497603,INTERIM HEALTHCARE OF CEDAR BLUFF,VA
497604,CC HOME CARE OF VIRGINIA,VA
497605,VIRGINIA HEALTHCARE SERVICES,VA
497607,BAYADA HOME HEALTH CARE,VA
497608,ENCOMPASS HOME HEALTH OF WESTERN VIRGINIA,VA
497611,RICHLANDS HOME CARE INC,VA
497612,BG HEALTHCARE SERVICES INC,VA
497616,ORTHOCARERN INC,VA
497617,AURA CARE HOME HEALTH INC,VA
497618,KINDRED AT HOME HOSPICE - NORFOLK,VA
497621,HELPING HANDS HOME HEALTH CAREINC,VA
497623,ADVANCE CARE LLC,VA
497624,HEARTLAND HOME HEALTH & HOSPICE - SUFFOLK,VA
497625,BROOKDALE HOME HEALTH RICHMOND,VA
497626,SHEME HOME HEALTHCARE AGENCY INC,VA
497627,GUARDIAN HOMECARE LLC,VA
497628,PARADISE HOME CARE,VA
497630,NANNIE HOME HEALTH CARE,VA
497631,OASIS HOME HEALTHCARE INC,VA
497635,VISITING NURSE SERVICE OF FREDERICKSBURG,VA
497636,PAVILION MEDICAL HOME CARE & STAFFING LLC,VA
497637,AMERICAN HOME CARE LLC,VA
497638,REVIVAL HOMECARE AGENCY,VA
497640,LIBERTY HOME CARE AND HOSPICE,VA
497641,NEW RIVER HOME HEALTH SERVICES LLC,VA
497642,HUMAN TOUCH HOME HEALTH CARE,VA
497643,BLUE RIDGE HOME HEALTH CARE,VA
497644,ENCOMPASS HOME HEALTH OF VIRGINIA,VA
497646,AMEDISYS HOME HEALTH CARE,VA
497648,ACTIVE LIVING HOME HEALTH,VA
497649,GOODHEART HOME HEALTHCARE SERVICES,VA
497650,1ST AMERICAN HOME HEALTH CARE SERVICES,VA
497652,RESCARE HOMECARE,VA
497653,ENCOMPASS HOME HEALTH OF VIRGINIA,VA
497654,NIGHTINGALE HOME HEALTH SERVICE,VA
497655,DYNAMIC HOME HEALTH CARE,VA
497656,PRO HEALTHCARE SERVICING LLC,VA
497658,HOME CARE PROVIDERS LLC,VA
497659,THERAPEUTIC ALLIANCE HOME HEALTH SERVICES,VA
497660,HEALTH PARTNERS HOME CARE INC,VA
497661,UNIVERSAL HEALTHCARE SERVICES LLC,VA
497662,VIRGINIAN HOME HEALTH SERVICES,VA
497663,DIVINE HOME CARE INC,VA
497664,DUBOLS HOME CARE INC,VA
497665,SENIOR INDEPENDENCE,VA
497666,CARING TOUCH HOME HEALTH INC,VA
497668,BESTCARE HOME CARE INC,VA
497669,VIRGINIA HEALTHCARE SERVICES OF FREDERICKSBURG,VA
497670,UNIVERSAL HOME HEALTH CARE INC,VA
497671,VIRGINIA QUALITY HOME CARE INC,VA
497672,VIRGINIA HEALTHCARE SERVICES OF NORFOLK LLC,VA
497673,NORVA HOME HEALTH CARE LLC,VA
497674,DOMAIN MEDICAL HOME HEALTH & STAFFING INC,VA
497675,SENTARA HOME CARE SERVICES,VA
497677,VIRGINIA HEALTH HOME CARE,VA
497678,FIVE STAR HOME HEALTH CARE,VA
497680,TRANS-CARE HOME HEALTH LLC,VA
497682,WESTMINSTER-CANTERBURY AT HOME LLC,VA
497683,MORRISON HOME HEALTH AGENCY,VA
497684,VIRGINIA HEALTHCARE SERVICES OF RICHMOND LLC,VA
497685,CARING ANGELS HOME HEALTH LLC,VA
497686,HELPING HANDS HOMECARE SERVICES OF NORTHERN VA,VA
497687,PINNACLE SENIOR CARE,VA
497688,AMERICAN CARE PARTNERS AT HOME INC,VA
497689,BEST HEALTH CARE SERVICES LLC,VA
497690,ALL-4 ONE HOME HEALTHCARE SERVICES INC,VA
497692,AMERICA'S NURSING INC,VA
497693,MA-LOWE HOME CARE AGENCY INC,VA
497694,CAREPEOPLE HOME HEALTH INC,VA
497695,THE CARDIAC CONNECTION HOME HEALTH CARE,VA
497696,ALLIED HOME CARE LLC,VA
497699,DIAMOND HOME HEALTHCARE INC,VA
497700,TRISTATE QUALITY CARE CORP,VA
497701,BLUE DOVE HOME HEALTH SERVICES LLC,VA
497702,FNI HEALTHCARE INC,VA
497703,INTEGRITY HOME HEALTH INC,VA
497704,YOUNGS HEALTHCARE INC,VA
497705,DAYSTAR HOME CARE INC,VA
497706,JAMES RIVER HOME HEALTH AGENCY,VA
497707,CARE FIRST HOME CARE LLC,VA
497708,ACTERA HEALTH INC,VA
497709,SUNSHINE HOME HEALTHCARELLC,VA
497710,SMARTCARE HOMEHEALTH SERVICES,VA
497712,SHENANDOAH VALLEY HOME HEALTH,VA
497713,ACCESS HOME HEALTH CARE AND REHABILITATION,VA
497714,HORIZONS HEALTHCARE SERVICES LLC,VA
497715,AT HOME PERSONAL HOME SERVICES LLC,VA
497716,CONTINENTAL HOME HEALTH CARE,VA
497717,TI HOME HEALTH INC,VA
497718,HOMECARE CREW INC,VA
497719,PROSPECT HOMECARE AGENCY,VA
497720,SUNSHINE ON THE GO NURSING INC,VA
497721,QUALITY HEALTH SERVICES LLC,VA
497722,MINERVA HOME HEALTHCARE,VA
497723,DOCTOR'S CHOICE HOME CARE INC,VA
497724,PRIMA HOME HEALTH INC,VA
497725,ALL ABOUT HOME HEALTH,VA
497726,CAVALIER HEALTHCARE SERVICES INC,VA
497727,HERITAGE HOME HEALTH,VA
