CertificationNO,Provider Name,State
247215,SANFORD BEMIDJI HOME CARE AND HOSPICE,MN
247216,CHIPPEWA COUNTY MONTEVIDEO HOSPITAL HOME CARE,MN
247217,ECUMEN HOME CARE AND HOSPICE - LITCHFIELD,MN
247218,RECOVER HEALTH,MN
247219,CARE PLUS HOME HEALTH AGENCY I,MN
247221,SWIFT CTY BENSON HOSP HH CARE,MN
247223,DEER RIVER HOME CARE,MN
247224,ECUMEN HOME CARE-PATHSTONE,MN
247226,SPRING VALLEY HOME HLTH AGENCY,MN
247227,SENIOR FRIEND ASSOCIATES INC,MN
247229,REDWOOD AREA HOS HOME CARE,MN
247230,GOOD SHEPHERD HOME HEALTH CARE,MN
247236,TOWN AND COUNTRY HOME HEALTH CARE,MN
247238,LEGACY HOME HEALTH AND HOSPICE SERVICES OF WADENA,MN
247241,KINDRED AT HOME,MN
247250,RECOVER HEALTH,MN
247252,RIVERVIEW HOME CARE,MN
247256,CENTRACARE HEALTH SYSTEM - SAUK CENTRE HOME CARE,MN
247260,EQUITY SERVICES OF ST PAUL,MN
247263,GUARDIAN ANGELS ELIM HOME CARE,MN
247264,PEOPLE INCORPORATED,MN
247266,SHETEK HOME CARE,MN
247268,JOHNSON MEMORIAL HOME CARE,MN
247269,GOOD NEIGHBOR HHC OF BRAINERD,MN
247271,COMMUNITY INVOLVEMENT PROG HHS,MN
247273,BEST CARE HOME HEALTH INC,MN
247274,UNITED HOSPITAL DISTRICT INC,MN
247279,CHI HEALTH AT HOME,MN
247281,INTERIM HEALTHCARE,MN
247282,CAREFOCUS CORPORATION,MN
247283,ALLIANCE HEALTH SERVICES INC,MN
247285,APPLETON AREA HEALTH SERVICES,MN
247286,GRAND ITASCA CLINIC & HOSP HOMECARE,MN
247288,HIAWATHA HOMECARE,MN
247292,MARY T HOME HEALTH,MN
247296,INTERNATIONAL HEALTH CARE SERV,MN
248000,CAREMATE HOME HEALTH CARE INC,MN
248002,ACCRA HOME HEALTH DULUTH,MN
248003,MILS HOME HEALTH CARE AGENCY,MN
248005,COMMUNITY HOME HEALTH INC,MN
248008,LAKEVIEW HOMECARE,MN
248009,PRESTON GOOD SAMARITAN SOCIETY HOME CARE,MN
248018,QUALITY QUEST HEALTH CARE INC,MN
248022,ALLIANCE HEALTH SERVICES,MN
248027,HORIZON HEALTH HOMECARE,MN
248028,ST ELIZABETHS MEDICAL CENTER,MN
248030,TLC HOME CARE OF THE TWIN CITIES,MN
248033,RIVER VALLEY HOME CARE INC,MN
248037,HOME HEALTH CARE INC,MN
248038,NEW DIMENSIONS HOME HLTH CARE,MN
248040,FIRST CHOICE HOME CARE INC,MN
248045,ESSENTIA HEALTH GRACEVILLE HOME HEALTH,MN
248046,CREST VIEW HOME HEALTH CARE,MN
248047,SAFETY CARE INC,MN
248048,BARNABAS HEALTH CARE SERV,MN
248049,ACCRA HOME CARE INC,MN
248051,MERCY HOME HEALTH AGENCY,MN
248052,ESSENTIA HEALTH HOME CARE WEST,MN
248054,PROFESSIONAL RESOURCE NETWORK HHC,MN
248055,DIVINE HEALTHCARE NETWORK,MN
248056,PRAIRIE RIVER HOME CARE INC,MN
248058,COKATO MANOR HOME HEALTH CARE,MN
248060,PERHAM LIVING HOME CARE,MN
248061,GOOD SAM SOCIETY HOME CARE OF SW MN,MN
248062,MINNEWASKA COMMUNITY HEALTH SERVICES,MN
248063,HEALTH AT HOME,MN
248065,BIGFORK VALLEY HOME CARE,MN
248068,RECOVER HEALTH,MN
248071,INTEGRATED NURSING & HEALTH SERVICES INC,MN
248076,EVERYTIME HOME CARE,MN
248077,FAMILY CARE SERVICES INC,MN
248078,INTERNATIONAL QUALITY HOMECARE,MN
248080,DIVINE HOME CARE INC,MN
248081,REGENCY HOME HEALTHCARE SRVCS,MN
248082,SPOT REHABILITATION INC,MN
248084,GOOD SAMARITAN SOCIETY HOME CARE ST PETER,MN
248085,NIGHTINGALE HOME HEALTH CARE,MN
248086,GOOD SAMARITAN SOCIETY - HOME CARE,MN
248087,FIRSTAT NURSING SERVICES,MN
248088,OUR LADY OF PEACE HOME CARE,MN
248089,SUMMIT HOME HEALTH CARE INC,MN
248091,ALLINA HEALTH HOME HEALTH,MN
248092,PATHWAYS TO ACHIEVEMENT,MN
248093,GOOD SAMARITAN SOCIETY HOME CARE & HOSPICE,MN
248096,KNUTE NELSON HOME CARE,MN
248098,CNS HOME HEALTH CARE,MN
248099,GOOD SAMARITAN HOME CARE OF INTL FALLS,MN
248100,ACCEL HEALTH SERVICES INC,MN
248103,MIDWEST PROFESSIONAL SERVICES,MN
248105,BROOKDALE HOME HEALTH MINNESOTA,MN
248109,HEARTHSTONE HOME CARE,MN
248110,ASSUMPTION HOME CARE,MN
248111,ROBLAND HOME HEALTH CARE CORPORATION,MN
248112,OAK HILLS LIVING CENTER HOME CARE,MN
248113,ALLIANCE HHC & NURSING SERVICE,MN
248115,UTMOST CARE HEALTH SERVICES LLC,MN
248116,COMPLETE HOME HEALTH SERVICES,MN
248118,LIFESPRK HOME HEALTH,MN
248119,CARING PROFESSIONALS HOMECARE,MN
248120,IHLC HOMECARE,MN
248121,VIZION ONE INC,MN
248122,INTEGRA HOME CARE,MN
248123,ABLE CARE CONNECT HOME HEALTH,MN
248124,HEALTHSTAR HOME HEALTH,MN
248125,BAYADA PEDIATRICS,MN
248126,BAYADA HOME HEALTH CARE INC,MN
248128,CHI HEALTH AT HOME,MN
248129,ACCURATE HOME CARE LLC,MN
248130,HEALTHMAX HOME HEALTH SERVICES LLC,MN
248131,SENIOR HOME HEALTH CARE LLC,MN
248132,SHOLOM HOME CARE,MN
248134,SERENITY HEALTH CARE SERVICES,MN
248135,HOME CARE GIVERS INC,MN
248136,PROVIDENT HOME HEALTHCARE,MN
248137,ADVANCED MEDICAL HOME CARE LLC,MN
248138,HOMECARE RESOURCE LLC,MN
248139,A&A RELIABLE HOME HEALTH CARE,MN
248140,ROLLING ACRES HOME HEALTH,MN
248141,ALPHA HEALTHY CARE INC,MN
248142,CARE HOME HEALTH INC,MN
248143,PRAIRIE HOME COMMUNITY CARE,MN
248144,AVERA AT HOME MARSHALL,MN
248145,ABC HOME HEALTH CARE PLUS LLC,MN
