CertificationNO,Provider Name,State
367141,CARROLL COUNTY VISITING NURSE ASSOCIATION,OH
367142,CLEVELAND CLINIC HOME CARE,OH
367145,HENRY COUNTY HOME HEALTH AGENCY-HENRY COUNTY HEALT,OH
367146,MEMORIAL HOSPITAL OF UNION COUNTY,OH
367158,ELDERCARE SERVICES INSTITUTE HOME CARE,OH
367159,KINDRED AT HOME,OH
367160,FIDELITY HEALTH CARE,OH
367161,INTREPID USA HEALTHCARE SERVICES,OH
367162,ACADEMY HEALTH SERVICES INC,OH
367163,INTERIM HEALTHCARE OF CINCINNATI,OH
367164,INTERIM HEALTHCARE OF COLUMBUS,OH
367165,INTERIM HEALTH CARE OF DAYTON,OH
367166,INTERIM HEALTHCARE OF TOLEDO,OH
367167,AMERICAN MERCY HOME CARE LLC,OH
367173,GREAT LAKES CARING,OH
367175,ALLIED HOME HEALTH SERVICES,OH
367190,INTERIM HEALTH CARE OF AKRON/CANTON,OH
367193,A 1 NURSING CARE INC,OH
367200,OHIOHEALTH HOME HEALTH,OH
367204,CAPITAL HEALTH HOME CARE,OH
367208,INTERIM HEALTHCARE OF LIMA,OH
367218,MERCY HOME HEALTH CARE,OH
367238,WILSON HOME HEALTH CARE,OH
367240,CMH HOME HEALTH CARE,OH
367249,KETTERING NETWORK HOME CARE,OH
367251,CAPITAL HEALTH HOME CARE,OH
367253,HOME HEALTH SERVICES OF SW GENERAL HEALTH CENTER,OH
367254,AMERICAN NURSING CARE,OH
367256,MERCY MEDICAL CENTER HOME CARE,OH
367257,AMERICAN NURSING CARE COLUMBUS,OH
367260,PAULDING COUNTY HOSPITAL HOME CARE SERVICES,OH
367261,PROMEDICA HOME HEALTH CARE,OH
367262,AMERICARE HOME HEALTH,OH
367268,BELLEVUE HOSPITAL HOME HEALTH,OH
367269,CARETENDERS VNA,OH
367270,ACCENTCARE HOME HEALTH,OH
367271,ADENA HOME HEALTH,OH
367273,MOUNT CARMEL HOME CARE,OH
367290,AULTMAN HEALTH CARE IN YOUR HOME,OH
367296,HOME CARE BY BLACK STONE,OH
367299,AMERICAN NURSING CARE INC,OH
367323,INTERIM HEALTHCARE OF NEWARK,OH
367324,INTERIM HEALTHCARE OF CAMBRIDGE,OH
367325,HOME CARE NETWORK INC,OH
367329,HOME CARE NETWORK INC,OH
367331,COMMUNITY HEALTH PROFESSIONALS OF ADA,OH
367334,HOME CARE NETWORK INC.,OH
367335,HOME CARE NETWORK INC,OH
367336,HOME CARE NETWORK INC,OH
367337,RX HOME HEALTHCARE INC,OH
367338,UPMC/JEFFERSON REGIONAL HOME HEALTH,OH
367400,FISHER TITUS HOME HEALTH CENTER,OH
367401,LIMA MEMORIAL HOSPITAL HOME HEALTH CARE,OH
367403,HOMECARE MATTERS HOME HEALTH & HOSPICE,OH
367404,UNIVERSAL HOME HEALTH AND HOSPICE CARE INC,OH
367405,GRAND LAKE HOME HEALTH,OH
367415,SAMARITAN HOME CARE,OH
367417,ST RITA'S HOME HEALTH/LVNA,OH
367423,LAKE HEALTH HOME CARE SERVICES,OH
367424,UNIVERSITY HOSPITAL HOME CARE SERVICES INC,OH
367426,UNION HOSPITAL HOME HEALTH AGENCY,OH
367428,CAMBRIDGE HOME HEALTH CARE,OH
367429,SENIOR INDEPENDENCE,OH
367433,SOUTHEASTERN HOME CARE LLC,OH
367440,CHILDREN'S HOME CARE GROUP,OH
367442,MEDI HOME HEALTH AGENCY INC,OH
367444,COMPREHENSIVE HEALTH NETWORK,OH
367447,COMMUNITY MERCY HOME CARE LLC,OH
367448,CAPITAL HEALTH HOME CARE,OH
367455,FAMILY NURSING SERVICES,OH
367462,NATIONWIDE CHILDREN'S HOSPITAL HOMECARE,OH
367471,NURSES CARE INC.,OH
367475,LICKING MEMORIAL HOSPITAL HOME CARE,OH
367481,CENTRAL STAR HOME HEALTH SERVICE,OH
367489,HEALTH CARE PLUS,OH
367496,LTC NURSING SERVICES,OH
367500,MVI HOMECARE INC,OH
367503,WILLCARE,OH
367505,CHILDREN'S HOME CARE OF DAYTON,OH
367510,SENIOR INDEPENDENCE,OH
367518,HM HOME CARE,OH
367519,ABC HEALTH CARE INC,OH
367520,KINDRED AT HOME,OH
367523,MERCY HOME CARE,OH
367527,OPTION CARE,OH
367529,BEST CHOICE HOME HEALTH,OH
367530,SENIOR INDEPENDENCE,OH
367533,INTEGRITY HOME CARE,OH
367535,HERITAGE COMPLETE HOME CARE,OH
367537,COMMUNITY HEALTH PROFESSIONALS OF BRYAN,OH
367542,A 1 NURSING CARE OF CLEVELAND,OH
367543,ALTERNACARE HOME HEALTH SERVICES INC,OH
367546,AMITY HOME HEALTHCARE INC,OH
367547,SENIOR INDEPENDENCE,OH
367548,CARETENDERS,OH
367549,PROFESSIONAL NURSING SERVICE,OH
367551,SENIOR INDEPENDENCE,OH
367553,SENIOR INDEPENDENCE,OH
367556,ALTERNATIVE NURSING CARE INC,OH
367557,HEARTLAND HOME HEALTH CARE INC,OH
367562,AMERICAN NURSING CARE,OH
367564,SENIOR INDEPENDENCE,OH
367566,ANGELS CARE HOME HEALTH OF OHIO,OH
367567,HOME CARE NETWORK INC,OH
367569,CHILDREN'S HOSPITAL HOME HEALTH,OH
367570,PRIVATE DUTY OF VNA,OH
367571,HALLMARK HOME CARE INC,OH
367573,AMERICAN NURSING CARE INC,OH
367576,TLC COMPLETE HOME CARE INC,OH
367582,NURSE RESOURCE BY BLACK STONE,OH
367587,HERITAGE HEALTH CARE SERVICES,OH
367590,INTERIM HEALTHCARE,OH
367591,HEALTH MANAGEMENT NURSING SERVICES INC,OH
367592,INTERNATIONAL QUALITY HEALTHCARE CORPORATION,OH
367593,SUMMIT ACRES HOME CARE,OH
367594,APPROVED HOME HEALTH,OH
367595,COMPREHENSIVE HEALTH CARE SERVICES INC,OH
367603,A 1 ASSOCIATED NURSES INC,OH
367606,ALTERNATIVE HOME HEALTH INC,OH
367607,CARTER HEALTHCARE,OH
367608,JUDSON HOME CARE,OH
367611,CONTINUED CARE INC,OH
367612,PRIMARY CARE NURSING SERVICES,OH
367613,GREAT NURSING CARE INC,OH
367614,P. E. MILLER & ASSOCIATE INC,OH
367615,OHIOHEALTH HOME HEALTH,OH
367617,MENORAH PARK HOME HEALTH SERVICE,OH
367624,HOME HEALTH SERVICES WOOSTER COMMUNITY HOSPITAL,OH
367625,ADVANCED HOME CARE INC,OH
367628,HOME CARE BY BLACK STONE,OH
367630,AMERICAN NURSING CARE,OH
367633,HEARTLAND HOME HEALTH CARE,OH
367634,HEARTLAND HOME CARE INC,OH
367639,LOVING CARE HOSPICE AND HOME HEALTH,OH
367643,COLLEGE PARK HOME CARE PLUS,OH
367645,MAPLE KNOLL HOME HEALTH,OH
367650,MENNONITE MEMORIAL HOME HEALTH,OH
367653,HOME HEALTH SERVICES OF HIGHLAND DISTRICT HOSPITAL,OH
367657,ANNE GRADY DAY PROGRAM,OH
367658,CONSTANCE CARE HOME HEALTHCARE,OH
367662,HOME CARE SKILLED SERVICES,OH
367668,ACCLAIM HOME HEALTH SERVICES INC,OH
367671,CAREPARTNERS HOME HEALTH INC,OH
367678,HERRINGTON HOME CARE INC,OH
367679,NIGHTINGALE HOME CARE,OH
367680,EJQ HOME HEALTH CARE INC,OH
367681,ARCADIA HOME CARE & STAFFING,OH
367683,UNIVERSITY OPTION CARE,OH
367684,MONTEFIORE AT HOME,OH
367691,FRMC HOME HEALTH SERVICES,OH
367696,NORTHEAST PROFESSIONAL HOME CARE,OH
367711,BROOKDALE HOME HEALTH DAYTON,OH
367713,SUMMA'S HOMECARE AND SUMMA AT HOME HOME CARE SERVI,OH
367720,COMMUNITY CHOICE HOME CARE INC,OH
367723,PARKSIDE CARE CORP II,OH
367725,EMBER COMPLETE CARE INC,OH
367730,GREAT LAKES CARING,OH
367731,MULTICARE HOME HEALTH SERVICES,OH
367732,LAURIE ANN HOME HEALTH CARE INC,OH
367733,QUALITY CARE NURSING SERVICES,OH
367734,SENIOR SELECT INC,OH
367736,AMANDACARE INC,OH
367737,HMC BRIDGESHOME HEALTH CARE,OH
367741,AT HOME WITH SHEPHERD,OH
367742,TWIN MAPLES HOME HEALTHCARE,OH
367743,ACHIEVE REHAB & HOME HEALTH,OH
367744,ANGELS ABOVE AND BEYOND HOME HEALTH SERVICES,OH
367746,COMMUNITY HOME HEALTH,OH
367754,ABSOLUTE SKILLED HOME HEALTH INC,OH
367755,PHYSICIANS CHOICE INC,OH
367758,BROOKDALE HOME HEALTH CLEVELAND,OH
367761,HEART TO HEART HOME HEALTH CARE,OH
367762,OHIO VALLEY HOME HEALTH INC,OH
367763,OUTREACH HOME HEALTH SERVICES,OH
367764,PRO HEALTH CARE SERVICES,OH
367766,HELPING HANDS HEALTHCARE INC,OH
367770,JEWISH FAMILY SERVICE ASSOCIATION,OH
367771,VISITING NURSE ASSOCIATION OF MID-OHIO,OH
367775,CHOICE HEALTH CARE LTD,OH
367777,BROOKDALE HOME HEALTH COLUMBUS,OH
367778,KETTERING HOMECARE,OH
367779,PERSONAL TOUCH HOME CARE OF OHIO,OH
367782,PERSONAL TOUCH HOME CARE OF OHIO,OH
367783,TENDER NURSING CARE INC,OH
367784,FIRST CHOICE HOME HEALTH OF OHIO INC,OH
367785,GEM CITY HOME CARE LLC,OH
367786,WELLCARE HOME HEALTH INC,OH
367787,HOME CARE BY BLACK STONE,OH
367790,CENTRAL OHIO HOME HELP AGENCY,OH
367791,LSS HOME HEALTH CARE,OH
367792,BEST NURSING CARE INC,OH
367793,UNITED HOME HEALTH SERVICES,OH
367794,OHIO HOME HEALTHCARE INC,OH
367796,ABC HOME CARE AND NURSING SERVICES,OH
367797,MAXIM HEALTHCARE SERVICES INC,OH
367798,HIGH POINT HOME HEALTH LTD,OH
367799,MAXIM HEALTHCARE SERVICES INC,OH
368000,MAXIM HEALTHCARE SERVICES INC,OH
368002,MAXIM HEALTHCARE SERVICES INC,OH
368003,MAXIM HEALTHCARE SERVICES INC,OH
368004,ADDUS HOMECARE,OH
368005,MAXIM HEALTHCARE SERVICES INC,OH
368006,MAXIM HEALTHCARE SERVICES INC,OH
368007,MAXIM HEALTHCARE SERVICES INC,OH
368012,TRIAD HOME HEALTH SERVICES LLC,OH
368014,ABBOTT HOME CARE INC,OH
368015,KINDRED AT HOME-HOME HEALTH-COLUMBUS,OH
368016,CARE CONNECTION OF CINCINNATI,OH
368017,A&D HEALTH CARE PROFESSIONALS INC,OH
368019,COLUMBUS GLOBAL HOME HEALTH INC,OH
368020,HERITAGE HEALTH CARE SERVICES,OH
368021,SERENITY HOME HEALTH CARE SERVICES LLC,OH
368022,AMERICARE HEALTHCARE SERVICES LLC,OH
368024,BETTER WORLD HEALTHCARE LLC,OH
368025,SEASONS OF CARE HEALTH SERVICES LLC,OH
368026,ASPIRE HOME HEALTHCARE OF OHIO,OH
368029,HOME CARE NETWORK INC,OH
368030,HILLEBRAND HOME HEALTH INC,OH
368032,MIRACLE HEALTH CARE LLC,OH
368034,HOME CARE NETWORK INC,OH
368035,DIAMONDS & PEARLS HEALTH SERVICES LLC,OH
368036,SUN HOME HEALTH CARE INC,OH
368037,INDEPENDENT HOME CARE,OH
368038,PINNACLE HOME HEALTH CARE AGENCY INC,OH
368039,ABLE SUPPORT SERVICES INC,OH
368040,HERITAGE HEALTH CARE,OH
368041,BEACON HEALTH CARE,OH
368042,MAXIM HEALTHCARE SERVICES INC,OH
368043,J&J'S CONSULTING AND HOME HEALTH LLC,OH
368044,EXCEL HEALTH SERVICES,OH
368045,OMNI PARK HOME CARE,OH
368046,HORIZON HOME HEALTHCARE LLC,OH
368047,HOMESITE HOME HEALTH CARE LLC,OH
368049,OMNICARE HOME HEALTHCARE AGENCY LLC,OH
368050,HOME CARE BY BLACK STONE,OH
368051,XCEL HEALTHCARE PROVIDERS INC,OH
368052,CARING HEARTS HOME HEALTH SERVICES INC,OH
368053,SOUTHWEST HOME HEALTH CARE,OH
368055,HOME HEALTHCARE BY BLACK STONE,OH
368056,SELECT HOME CARE LLC,OH
368057,EMANCICARE HOME HEALTH LLC,OH
368058,HOME HEALTH CARE SOLUTIONS LTD,OH
368059,ADVANTAGE SKILLED CARE LLC,OH
368060,GREYSTONE HOME HEALTH,OH
368062,CONTINENTAL HOME HEALTH CARE INC,OH
368063,QUALITY OF LIFE HOME CARE LTD,OH
368064,HEALTHPRO HOMECARE AND STAFFING,OH
368065,CITY MEDICAL HOME HEALTH NURSING SERVICES,OH
368066,INTERIM HEALTHCARE,OH
368067,CARE PARTNERS OF OHIO LLC,OH
368069,STOW-GLEN HOME HEALTH CARE,OH
368070,HEALTH CARE BRIDGE INC,OH
368071,REGISTERED NURSES CARE LTD,OH
368075,EBE HEALTHCARE LLC,OH
368076,MAPLE LEAF HOME HEALTH CARE AGENCY,OH
368079,SUPERIOR CARE PLUS LLC,OH
368081,LIFESAVER HEALTH CARE LLC,OH
368083,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,OH
368087,HOME HEALTH CONNECTION INC,OH
368088,HORIZON HEALTH SERVICES LLC,OH
368089,HEALTH CARE DEPO OF OHIO LLC,OH
368091,BRIDGE OF LIGHT HEALTH SERVICES LLC,OH
368092,HEALING TOUCH HOME HEALTHCARE,OH
368093,SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES,OH
368094,CARDINAL HOME HEALTHCARE SOLUTIONS,OH
368095,NATIONWIDE HEALTHCARE LLC,OH
368097,EASTON HOME CARE LLC,OH
368099,NATIONWIDE HOME HEALTHCARE CORP,OH
368100,BETTER HOME CARE SERVICES INC,OH
368102,PURE HEALTH CARE LLC,OH
368103,ZIMAM HOME HEALTHCARE,OH
368104,KINDRED AT HOME-HOME HEALTH-CLEVELAND,OH
368106,VALLEY HOME HEALTH CARE LLC,OH
368108,PHOENIX HOME HEALTH CARE SERVICES LTD,OH
368109,AMERICA'S HOME HEALTH SERVICES LLC,OH
368111,TRI-CITY HOMECARE INC,OH
368112,NEW MILLENIUM HOME HEALTH LLC,OH
368113,FREEDOM HOME HEALTH,OH
368114,A M FRIENDS & FAMILY HEALTHCARE LLC,OH
368115,HOLY FAMILY HOME HEALTH CARE,OH
368116,PREMIERFIRST HOME HEALTHCARE INC,OH
368118,OTTERBEIN HOME HEALTH LLC,OH
368119,JUST LIKE FAMILY HOME CARE LLC,OH
368120,ULTIMATE HOME HEALTHCARE SERVICES INC,OH
368121,SIGNATURE CARE INC,OH
368122,ENHANCED REHABILITATION SERVICES INC,OH
368125,COMFORT HEALTHCARE LLC,OH
368128,RX HOME HEALTHCARE INC,OH
368129,DL HOME CARE SOLUTIONS,OH
368130,A & L HOME CARE AND TRAINING CENTER LLC,OH
368131,ALTERNATE SOLUTIONS HOME CARE OF CINCINNATI LLC,OH
368132,INTERIM HEALTHCARE OF SE OHIO INC,OH
368133,SACRED ARMS INC,OH
368135,PLATINUM HOME HEALTH SERVICES,OH
368137,WOODLANDS HOME CARE LLC,OH
368138,FAMILY HEALTHCARE CENTER LLC,OH
368139,ASAP HOME NURSES INC,OH
368140,PINNACLE SENIOR CARE,OH
368141,VIAQUEST HOME HEALTH OF OHIO LLC,OH
368142,FOUNTAIN PARK HOME CARE LLC,OH
368146,LOVE'N COMFORT HOME HEALTH CARE LLC,OH
368147,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,OH
368148,HOLISTIC HOME HEALTH CORP,OH
368150,PROTEM HOMECARE,OH
368151,HERITAGE HEALTH CARE,OH
368152,CENTRAL OHIO ELDERLY CARE LLC,OH
368153,CAPITAL HOME HEALTH INC,OH
368154,SUMMIT ORTHOPAEDIC HOME CARE,OH
368155,CAMBRIDGE HOME HEALTH CARE INC,OH
368156,DIVINE HOME CARE OF OHIO LLC,OH
368157,ASSURITY HOME HEALTH CARE INC,OH
368158,HEALTH RESOURCE SOLUTIONS OHIO,OH
368159,ANCHOR HOME HEALTH,OH
368161,COMMUNITY HOME HEALTH & HOSPICE SERVICES OF LIMA,OH
368162,AMERICARE HOME HEALTH AGENCY,OH
368163,CAMBRIDGE HOME HEALTH CARE INC,OH
368164,CENTRAL OHIO HEALTH CARE SYSTEMS LLC,OH
368165,GUARDIAN ANGEL HOME CARE INC,OH
368166,RICHARD HEALTH SYSTEMS,OH
368168,CAMBRIDGE CARETENDERS,OH
368169,CORNERSTONE HOME HEALTH OF NORTHEAST OHIO CORP,OH
368170,ALPHA HOME HEALTHCARE INC,OH
368171,PROFESSIONAL HEALTH CARE LLC,OH
368172,COUNTRY LIVING SKILLED NURSING INC,OH
368173,BUCKEYE HOME HEALTHCARE INC,OH
368175,SPIRIT HOMECARE INC,OH
368176,VISITING NURSE ASSOCIATION INC,OH
368177,EASTON HEALTHCARE AGENCY INC,OH
368181,VNA HEALTHTRENDS,OH
368183,CARE LINK NURSING SERVICES SKILLED LLC,OH
368184,GEM CITY HOME CARE,OH
368185,FIRST CHOICE HOME HEALTH OHIO INC,OH
368186,EAGLE HOME HEALTHCARE,OH
368187,RAAMIS COMMUNITY HOME HEALTH CARE INC,OH
368188,CINCINNATI HOME CARE INC,OH
368189,CAMBRIDGE CARETENDERS,OH
368190,ADVANCED SENIOR SUPPORT HOME HEALTH,OH
368191,NURSE MEDICAL HEALTHCARE SERVICES INC,OH
368192,PINNACLE SENIOR CARE,OH
368193,GENERATIONS HEALTHCARE SERVICES LLC,OH
368195,ATTENTIVE HOME HEALTH SERVICES LLC,OH
368196,SIMONE HOME CARE LLC,OH
368197,BUCKEYE HOME HEALTH CARE LLC,OH
368198,KEYCARE NURSING SERVICE,OH
368199,AMARA HOME CARE,OH
368201,AMBASSADOR HOME HEALTH SERVICES,OH
368203,SUN HOME HEALTH CARE AT COLUMBUS INC,OH
368205,GENERATIONS HEALTH SERVICES LLC,OH
368207,AFFECTIONATE CHOICE HOME CARE LLC,OH
368208,HOMELAND HEALTH SERVICES LLC,OH
368210,PINNACLE SENIOR CARE,OH
368211,ALTA HOME HEALTH CARE LLC,OH
368213,DIAMOND HOME CARE LLC,OH
368215,PREMIER HOME CARE CORP,OH
368216,AMBER HOME CARE LLC,OH
368218,NURSING SUPPORT CARE LLC,OH
368219,NEW VISION NURSING AND HOME CARE LLC,OH
368220,HERITAGE HEALTH CARE,OH
368223,RES-CARE HOMECARE,OH
368224,BLESSED AT HOME LLC,OH
368225,RIVER'S CROSSING HOME HEALTH,OH
368227,ALTERNATE SOLUTIONS HOMECARE OF COLUMBUS LLC,OH
368229,FRATERNAL HEALTH CARE LLC,OH
368230,MARIETTA HOME HEALTH AND HOSPICE AN AMEDISYS PART,OH
368231,ST VINCENT CHARITY HOMECARE,OH
368232,BRIDGES REHAB AT HOME,OH
368233,HEARTSPRING HOME HEALTH CARE LLC,OH
368234,CAPITAL HEALTH HOME CARE,OH
368235,LIFETIME HOME HEALTH CARE CORPORATION,OH
368238,ACCESSIBLE HOME HEALTH CARE OF AKRON,OH
368240,DISTINGUISHED ORTHOPEDIC HOME CARE,OH
368242,PRESTIGE HOME HEALTH CARE INC,OH
368243,FULL-CARE HOME HEALTH LLC,OH
368245,A-PLUS CARE INC,OH
368246,BUCKEYE HOMECARE SERVICES INC,OH
368247,OHIOANS HOME HEALTHCARE INC,OH
368248,ADVANTAGE HOME HEALTH SERVICES INC,OH
368249,INDUS HOME HEALTH CARE INC,OH
368250,ALTIMATE CARE LLC,OH
368252,PERSONAL HOME HEALTH CARE,OH
368253,AMERIBEST HOME HEALTH,OH
368254,ANCHOR HOME HEALTH CARE,OH
368255,BUCKEYE HEALTH AGENCY LLC,OH
368256,HAVEN SKILLED CARE,OH
368257,CARE4ME SKILLED LLC,OH
368258,MAXIM HEALTHCARE SERVICES INC,OH
368259,MAXIM HEALTHCARE SERVICES INC,OH
368260,BELLEFONTE HOME HEALTH CARE AGENCY,OH
368261,ALLCARING HOME HEALTH SERVICES LLC,OH
368262,SYNERGY HOME HEALTH,OH
368264,ELIZA JENNINGS AT HOME,OH
368265,ENHANCED HOME HEALTH CARE LLC,OH
368266,FRANKLIN HOME HEALTH CARE LLC,OH
368267,UNITY HOME HEALTH CARE INC,OH
368268,OHIO HOMECARE,OH
368269,ST MARY'S HOME HEALTH SERVICE,OH
368270,ALTERNATE SOLUTIONS HOMECARE 10 LLC,OH
368271,ALTERNATE SOLUTIONS HOMECARE 11 LLC,OH
368272,MARIMART HEALTH CARE PLUS LLC,OH
368273,ABLING HANDS HOME HEALTH CARE,OH
368274,PACIFIC HOME HEALTH SERVICES LLC,OH
368275,HEART HOME CARE LLC,OH
368276,DIVERSIFIED HEALTH MANAGEMENT INC,OH
368278,HOME HEALTH BY WINDSOR LLC,OH
368279,LABELLE HOME HEALTH CARE SERVICES LLC,OH
368280,NORTHWEST OHIO HOME CARE PARTNERS,OH
368281,COMFORT HOME HEALTH CARE INC,OH
368282,BOSCHULTE'S PRIDE II LLC,OH
368283,CLEARPATH HOME HEALTH,OH
368284,OHIO SENIOR HOME HEALTH CARE LLC,OH
368285,A CARING HEALTHCARE LLC,OH
368286,VALLEY HOME CARE SOLUTIONS LLC,OH
368287,FAMILY FOCUS HOME HEALTH LLC,OH
368288,GUARDIAN ANGEL HOME CARE INC,OH
368289,PINNACLE SENIOR CARE,OH
368290,BABY BOOMERS HOME HEALTH CARE LLC,OH
368291,IDEAL HOME HEALTH CARE INC,OH
368292,THE CHRIST HOSPITAL HOME HEALTH CARE,OH
368293,ALTERNATE SOLUTIONS HOMECARE  OF LANCASTER,OH
368294,ALTERNATE SOLUTIONS HOMECARE 8 LLC,OH
368295,ST MARY HOME CARE,OH
368296,STAR HOME HEALTH SERVICES,OH
368297,ELITE HOME HEALTH CARE SERVICES LLC,OH
368298,DIVINE HOME HEALTH CARE LLC,OH
368299,SUNRISE FAMILY HEALTH CARE LLC,OH
368300,SPECTRUM HOME HEALTH CARE LLC,OH
368301,PERSPECTIVE HOME CARE LLC,OH
368302,NINA'S HEALTH CARE SERVICES LLC,OH
368303,SANCTUARY SKILLED HOME HEALTH CARE LLC,OH
368304,A TOUCH OF GRACE HEALTHCARE INC,OH
368306,PRECIOUS HEALTH CARE LLC,OH
368307,GUARDIAN ANGEL HOME CARE INC,OH
368308,GUARDIAN ANGEL HOME CARE INC,OH
368309,GREENSPRINGS HOME HEALTH CARE LLC,OH
368310,DIAMOND HOME HEALTH CARE INC,OH
368311,GOLDEN RULE HOME HEALTH CARE LLC,OH
368313,PROFESSIONAL HOME HEALTH CARE 2 INC,OH
368314,CLASSIC HEALTHCARE SERVICES LLC,OH
368315,ALLIANCE HEALTHCARE PARTNERS LLC,OH
368316,OHIO VALLEY MANOR HOME HEALTH,OH
368318,AUTUMN SPRINGS HEALTH CARE SERVICES INC,OH
368319,OHIO HEALTHCARE PLUS LLC,OH
368320,CARING HEART HOME HEALTH AGENCY LLC,OH
368321,SPRENGER HOME HEALTHCARE LLC,OH
368322,IMA CARE INC,OH
368323,SHIFO HEALTHCARE SERVICES LLC,OH
368324,DHL HOME CARE LLC,OH
368326,ASSIST HOME HEALTH CARE LLC,OH
368327,HOME HEALTHCARE BY BLACK STONE,OH
368328,BEST AT HOME HEALTHCARE SERVICES LLC,OH
368329,COVENANT HOME HEALTH CARE LLC,OH
368330,SENIOR INDEPENDENCE,OH
368331,GARDENIA HOME HEALTH CARE LLC,OH
368332,ACUTE NURSING CARE LLC,OH
368333,ASH BROTHERS HOME HEALTH CARE,OH
368334,LIBERTY HEALTHCARE SERVICES LLC,OH
368335,PRIME HOME CARE LLC,OH
368336,EXCEL HOME HEALTH PLUS LLC,OH
368337,BRENTWOOD HOME HEALTHCARE SERVICES,OH
368338,BUCKEYE HOME HEALTHCARE OF OHIO INC,OH
368339,STAY WELL HOME HEALTH LLC,OH
368340,HORIZON HEALTHCARE SERVICES LLC,OH
368341,GOLD HOME HEALTH CARE LLC,OH
368342,AGAPE CHRISTIAN HOME HEALTH CARE LLC,OH
368343,HEALTH AT HOME,OH
368344,HEALTHY LIFE HOME HEALTHCARE LLC,OH
368345,PROGRESSIVE HEALTH CARE SERVICES INC,OH
368346,OPTIMA HOME HEALTH SERVICES LLC,OH
368347,HOME HEALTH CARE ALLIANCE OF OHIO LLC,OH
368348,HOME CARE PARTNERS OF CINCINNATI INC,OH
368349,PERFECT HANDS HEALTHCARE GROUP LLC,OH
368350,LOVING FAMILY HOME CARE INC,OH
368351,COMFORT HEALTH CARE AGENCY LLC,OH
368353,PLEASANT VALLEY HOME CARE SERVICES,OH
368354,CARESOURCE AT HOME LLC,OH
368355,AFINITY HEALTHCARE SOLUTIONS LLC,OH
368356,ALPHA STAR HEALTH CARE INC,OH
368357,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,OH
368358,RITECHOICE HEALTHCARE SERVICES LLC,OH
368359,OPTIMUM HOME HEALTH CARE LLC,OH
368360,24-SEVEN HOME HEALTH CARE LLC,OH
368361,PRIORITY HOME CARE LLC,OH
368362,MED1CARE LLC,OH
368363,FRONTIER HEALTH CARE SERVICES LLC,OH
368364,RAPHAEL HEALTH CARE LLC,OH
368366,MAXIM HEALTHCARE SERVICES INC,OH
368367,KINGS AND QUEENS HOME HEALTH CARE LLC,OH
368368,PATIENCE HEALTHCARE LLC,OH
368369,ESSENTIAL HEALTHCARE SERVICES INC,OH
368370,OHIO FIRST HOME HEALTHCARE INC,OH
368371,MR HOMECARE OF CLEVELAND OHIO INC,OH
368372,SWHHC INC,OH
368373,COLUMBUS HOME HEALTH CARE SERVICES LLC,OH
368374,ALL HOME HEALTH SERVICES LLC,OH
368375,OMNICARE HOME HEALTHCARE AGENCY,OH
368376,SUPREME TOUCH HOME HEALTH SERVICES CORP,OH
368377,SERENITY HOME HEALTH AGENCY LLC,OH
