CertificationNO,Provider Name,State
457099,DANIEL JARVIS HOME HEALTH AGENCY,TX
457107,ENCOMPASS HOME HEALTH OF THE PERMIAN BASIN,TX
457124,INTEGRACARE OF NORTH CENTRAL TEXAS,TX
457126,GIRLING HOME HEALTH,TX
457128,GIRLING HOME HEALTH,TX
457146,APC HOME HEALTH SERVICE INC,TX
457159,AT HOME HEALTHCARE,TX
457173,GRACE VISITING NURSES AND HOME HEALTH SERVICES INC,TX
457174,INTERIM HEALTHCARE OF AUSTIN,TX
457193,APC HOME HEALTH SERVICES,TX
457210,INTEGRACARE OF NORTH EAST TEXAS,TX
457213,INTEGRACARE OF THE PANHANDLE LLC,TX
457216,HILL COUNTRY MEMORIAL HOME CARE,TX
457222,KINDRED AT HOME,TX
457223,KINDRED AT HOME,TX
457247,INTERIM HEALTHCARE,TX
457251,HOME NURSING AND THERAPY SERVICES,TX
457264,GENTIVA HEALTH SERVICES,TX
457377,PROVIDENCE HOME CARE,TX
457381,CAPROCK HOME HEALTH SERVICES INC,TX
457383,CAPROCK HOME HEALTH SERVICES INC,TX
457384,CAPROCK HOME HEALTH SERVICES INC,TX
457440,CMV HOME HEALTH LLC,TX
457443,SCOTT & WHITE HOMECARE AT HILLCREST,TX
457489,CHILDRESS REGIONAL MEDICAL CENTER HOME HEALTH SERV,TX
457491,THE MEDICAL TEAM INC,TX
457497,NTMC HOME HEALTH,TX
457503,CROSSROADS HOME HEALTH,TX
457506,STANDARDS HOME HEALTH,TX
457507,JORDAN HEALTH SERVICES,TX
457513,INTEGRACARE OF EL PASO,TX
457514,CALVERT  HOME HEALTH CARE LTD,TX
457528,NURSES UNLIMITED INC,TX
457534,PATHFINDER HOME HEALTH,TX
457537,STAT HOME HEALTH HOUSTON BELLAIRE LLC,TX
457548,CAPROCK HOME HEALTH SERVICES INC,TX
457550,BLUEBONNET HOME HEALTH & HOSPICE COMPANY,TX
457555,SCOTT AND WHITE HOME CARE AGENCY,TX
457564,ABILENE HOME HEALTH PROFESSIONAL CARE INC,TX
457567,ROADRUNNER HOMECARE,TX
457575,DFW HOME HEALTH,TX
457577,REAL HOME HEALTH CARE INC,TX
457579,HEREFORD REGIONAL MEDICAL CENTER HOME CARE,TX
457582,CEDAR LAKE HOME HEALTH AND HOSPICE,TX
457586,MAYS HOME HEALTH OF PARIS TX LLC,TX
457590,KINDRED AT HOME,TX
457596,PERMIAN REGIONAL MEDICAL CENTER HOME HEALTH,TX
457634,MEMORIAL HOSPITAL HOME HEALTH AGENCY,TX
457640,OCHILTREE GENERAL HOSPITAL HOME HEALTH CARE DEPART,TX
457645,CARE HOME HEALTH SERVICES,TX
457646,SHANNON HOME HEALTH SERVICES,TX
457655,TMC HOME HEALTH,TX
457656,COGDELL HOME HEALTH SERVICES,TX
457661,HILL COUNTRY HOME HEALTH,TX
457667,HEALTH AT HOME,TX
457668,CORYELL MEMORIAL HOSPITAL HOME HEALTH CARE SERVICE,TX
457688,GOODALL-WITCHER HOME HEALTH AGENCY,TX
457691,GOOD SHEPHERD HOMECARE,TX
457692,NORTHEAST MEDICAL CENTER HOMEHEALTH,TX
457696,CUERO COMMUNITY HOSPITAL HOME HEALTH AGENCY,TX
457702,HEALTH AT HOME,TX
457709,GEORGETOWN HOME HEALTH,TX
457719,COMMUNITY ACTION HOME HEALTH,TX
457724,LAREDO HOME HEALTH & HOSPICE,TX
457733,MEMORIAL HOMECARE,TX
457736,CHRISTUS ST MICHAEL HOME HEALTH ATLANTA,TX
457741,MEMORIAL HERMANN HOME HEALTH,TX
457743,DIVERSIFIED HEALTH CARE SYSTEMS INC,TX
457754,ACCOLADE HOME CARE,TX
457760,DIMMIT REGIONAL HOSPITAL HOME HEALTH CARE DEPARTME,TX
457761,HENDRICK HOUSECALLS,TX
457762,CALHOUN HOME HEALTH LLC,TX
457773,BALLINGER HOME HEALTH INC,TX
457777,CHRISTUS VNA HOMECARE SAN ANTONIO,TX
457786,ANGELS CARE HOME HEALTH,TX
457789,ENCOMPASS HOME HEALTH OF NORTHEAST TEXAS,TX
457800,NOBLECARE HOME HEALTH SERVICES INC,TX
457802,FERRELL HOMECARE LLC,TX
457803,ABUNDANT HOME HEALTH LLC,TX
457804,LIFELINE HEALTHCARE SERVICES INC,TX
457805,BARCLAYS HOME HEALTHCARE SERVICES INC,TX
457806,ST JUDE HOME HEALTH,TX
457808,GLORIOUS HOME HEALTH CARE INC,TX
457809,MAXIMACARE LLC,TX
457811,CANDID HOME HEALTH CARE SERVICES,TX
457812,HOME HEALTH PROFESSIONALS DALLAS,TX
457814,AVIDA CARE SERVICES LLC,TX
457815,JOINT HEALTH CARE SERVICES INC,TX
457816,TRINITY HOME HEALTH SERVICES,TX
457817,DELTA HOME HEALTH CARE,TX
457818,HEALTHCARE RESOURCES,TX
457819,OSOLIFE HOME HEALTH SERVICES INC,TX
457820,CLASS HOME HEALTH,TX
457821,ACCOLADE HOME CARE,TX
457822,ESSENTIAL HOME HEALTH,TX
457823,TOTAL PATIENT CARE HOME HEALTH,TX
457824,SABINE NECHES HOME HEALTH,TX
457826,BLESSED HEALTHCARE INC,TX
457828,NURTURING HOME HEALTHCARE AGENCY  INC,TX
457829,ESSENCE HEALTH CARE INC,TX
457831,CHARISMA HOME HEALTHCARE,TX
457833,PARADIGM HOMECARE,TX
457834,KINSMAN HOME HEALTH CARE,TX
457835,PREMIER HOME CARE AND REHAB / PREMIER HOSPICE,TX
457836,THERACARE HOME HEALTH OF EAST TEXAS,TX
457837,WISDOM HOME HEALTH CARE,TX
457839,FIRST CLASS HEALTHCARE,TX
457841,CHILDRENS HOME HEALTHCARE OF AMARILLO,TX
457842,VITAL CARE HOME HEALTH,TX
457843,ANEW HEALTHCARE INC,TX
457846,ANCHOR HOME HEALTH SERVICES INC,TX
457847,WORLD HEALTH SERVICES INC,TX
457848,ABSOLUTELY ANGELS INC,TX
457849,NAAMAN PRIMARY HOME HEALTH CARE INC,TX
457850,EMPATHY HEALTH CARE INC,TX
457852,A MED HOME HEALTH,TX
457853,UPHILL HOME HEALTH INC,TX
457854,COMMUNITY HEALTHCARE SERVICES,TX
457855,BAYLOR INSTITUTE FOR REHABILITATION PINNACLE HOME,TX
457856,ALPHA HALOBET HEALTH CARE SERVICES INC,TX
457858,ESSENTIAL HOME CARE INC,TX
457860,OPTIMAL COMMUNITY SUPPORT SERVICES,TX
457861,RAPHA HOME HEALTH CARE INC,TX
457862,GRACES TLC HOME INC,TX
457864,PLATINUM HOME HEALTH INC,TX
457865,SALDIVAR HOME HEALTH INC,TX
457867,NORTH HOME HEALTHCARE LLC,TX
457869,TRADITIONAL HEALTHCARE SERVICES,TX
457870,HUMANA AT HOME DALLAS INC,TX
457871,BELLCOA HOME HEALTH SERVICE  INC,TX
457872,NEW HEIGHTS HEALTHCARE AGENCY,TX
457873,UNITED HOME CARE,TX
457874,HEALTH SOLUTIONS HOME HEALTH,TX
457875,PROFICIENT HOME HEALTH CARE SERVICES INC,TX
457877,TRADITIONS HEALTH CARE,TX
457878,MARSHALL HOMECARE AND HOSPICE,TX
457879,RNS HOME CARE,TX
457881,NEW MISSION HOME CARE,TX
457882,JORDAN HEALTH SERVICES,TX
457883,ADVOCATE HOME HEALTHCARE SERVICES INC,TX
457884,PULSE HOMECARE,TX
457885,KIND HEART HOME HEALTH INC,TX
457888,CHRYSOLYTE HEALTH SERVICES,TX
457890,A HEALING TOUCH HOME HEALTH,TX
457891,PATIENCE HOME HEALTH CARE,TX
457892,CARTER HEALTHCARE,TX
457893,RENEW HOME HEALTH,TX
457894,NURSES CARE HOME SERVICES,TX
457895,CARING HOME HEALTH INC,TX
457896,CATALYST HEALTH SERVICES INC,TX
457897,D LIFE HEALTHCARE SERVICES INC,TX
457898,NEW CREATION CARE INC,TX
457899,MOTHERWELL HOME HEALTH PROFESSIONALS,TX
457901,COMPLETECARE HOME HEALTH AND HOSPICE,TX
457902,MAGNET HEALTH CARE SERVICES INC,TX
457903,FAITH AND CARE HOME HEALTH AGENCY INC,TX
457905,TREASURE LIFE HEALTHCARE SERVICES INC,TX
457906,NATIONAL MEDICAL HOMECARE INC,TX
457907,AMERICAN MEDICAL HOME HEALTH SERVICES SAN ANTONIO,TX
457910,HONORCARE HOME HEALTH,TX
457911,PRECISION HOME HEALTH CARE,TX
457912,SUMMIT HOME HEALTH CARE,TX
457913,SERENITY CARE HOME HEALTH SERVICES INC,TX
457915,APOSTLE HOME HEALTH CARE PLLC,TX
457916,PROTEAM HEALTHCARE INC,TX
457917,ANGELS UNLIMITED HOME HEALTH INC,TX
457918,LIVING TREE OF LIFE,TX
457921,LYDIA HOME HEALTH CARE LLC,TX
457922,TEXMED HOME HEALTH,TX
457924,GENERATIONS HOME HEALTH,TX
457926,PRUDENTIAL HEALTH CARE SERVICES INC,TX
457927,CALVARY HOME HEALTH AGENCY INC,TX
457928,TOTAL HOME HEALTH,TX
457929,COUNTRY NURSING SOLUTIONS,TX
457933,CREST HEALTHCARE SERVICES INC,TX
457934,ORIENT HOME CARE SERVICES INC,TX
457935,ASSET HEALTH SERVICES INC,TX
457937,SUNRISE HOME HEALTH,TX
457946,NEW VISION HOME HEALTH SERVICES INC,TX
457947,FIRST ATLANTIC HEALTHCARE SYSTEM,TX
457948,GOOD SHEPARD HOME HEALTH AGENCY,TX
457949,INTEGRITY HOME HEALTH,TX
457950,BEACON HOME HEALTH AGENCY LLC,TX
457951,TRADITIONS HEALTH CARE,TX
457952,PROVIDIAN HEALTH CARE  INC,TX
457953,C & L HOME HEALTHCARE AGENCY,TX
457954,ABL HOMEHEALTH SERVICES INC,TX
457955,NIGHTINGALE SERVICES INC,TX
457956,GRACE UNLIMITED,TX
457957,V CARE HOME HEALTH INC,TX
457958,OASIS HOME HEALTHCARE,TX
457959,MERIDIAN HCS L L C,TX
457960,BIENESTAR HOME HEALTH SERVICES,TX
457962,ELIM HOME HEALTH INC,TX
457963,PEACE HOME HEALTH INC,TX
457964,MERITCARE HOME HEALTH SERVICES INC,TX
457965,A C T HOME HEALTH,TX
457967,HCC HOME CARE INC,TX
457968,NURSING CARE OF TEXAS,TX
457969,PRECIOUS HOME HEALTH CARE INC,TX
457970,CUDDLE ME HOME CARE,TX
457971,AMANECER HOME HEALTHCARE LLC,TX
457972,ODYSSEY II HOME HEALTH CARE INC,TX
457973,NULIF HOME HEALTHCARE SERVICES,TX
457974,TEXAS MEDICAL ENTERPRISES INC,TX
457975,HEALTHSOUTH TARRANT COUNTY HOME HEALTH,TX
457976,HCN SENIOR CARE AT HOME,TX
457977,HOME HEALTH PLUS INC,TX
457978,OPTIMUM HOME HEALTH CARE INC,TX
457979,FLORIC HOME HEALTHCARE AGENCY,TX
457980,JK HOME HEALTH SERVICE,TX
457981,MJ HOME HEALTH AGENCY INC,TX
457983,GROUP CARE HOME HEALTH LP,TX
457984,SHALEM HOME HEALTH CARE INC,TX
457985,MAXIMUM HOME HEALTH LLC,TX
457986,ABIDING HOME HEALTH OF CEDAR PARK,TX
457987,ROYAL HOME HEALTH CARE INCORPORATED,TX
457988,A 1 HOME HEALTH CARE,TX
457989,M B CARE PLLC,TX
457990,ALCOMED HOMEHEALTH SERVICES INC,TX
457991,EAGLE HEALTHCARE SERVICES,TX
457993,ONSITE HEALTH CARE SERVICES,TX
457994,ALL CARE PROFESSIONAL HOME HEALTH INC,TX
457995,COASTAL STAFF RELIEF INC,TX
457996,ST ANTHONYS HOME HEALTHCARE SERVICES INC,TX
457997,DIAMOND CARE HEALTH SERVICES LLC,TX
457998,A & I HEALTHCARE INC,TX
457999,KEMG HOME HEALTH CARE,TX
458001,CAPROCK HOME HEALTH SERVICES INC,TX
458006,SEYMOUR HOSPITAL HOME HEALTH,TX
458025,TEXAS TOTAL CARE INC,TX
458032,IPH HOME HEALTH CARE INC,TX
458041,GUARDIAN HEALTHCARE,TX
458056,CONNALLY MEMORIAL HOME HEALTH,TX
458060,MEDICAL INNOVATIONS HOME HEALTH CARE,TX
458072,AT HOME HEALTHCARE,TX
458085,V I P HOME HEALTH CARE,TX
458091,HOME HEALTH UNLIMITED INC,TX
458093,INTERIM HEALTHCARE,TX
458098,MASTERS HEALTH CARE SERVICES INC,TX
458099,TOTAL HOME HEALTH & REHAB SERVICES,TX
458112,SOUTHSIDE HOME HEALTH SERVICES,TX
458114,AMED HOME HEALTH,TX
458116,ANGEL HOME HEALTH CARE,TX
458125,CARDIOVASCULAR HOME CARE INC,TX
458129,C C HOME HEALTH CENTRAL INC,TX
458134,EXCLUSIVE HOME HEALTH AND HOSPICE INC,TX
458141,TRADITIONS HEALTH CARE,TX
458148,TOMBALL REGIONAL HOME HEALTH,TX
458154,AGAPE HOME HEALTHCARE,TX
458160,ADDITIONAL KARE,TX
458178,BRIDGEWAY HEALTH SERVICES INC,TX
458180,HOUSE CALLS HOMEBASED HEALTH CARE,TX
458188,GOOD SAMARITAN SOCIETY NORTH TEXAS HOME HEALTH,TX
458191,NORTH RUNNELS HOME HEALTH AGENCY,TX
458193,FIRST TEXAS HOME HEALTH,TX
458194,STANDARDS HOME HEALTH,TX
458219,INTERWORLD HEALTH CARE INC,TX
458221,SUPREME HEALTH CARE INC,TX
458232,PHOENIX HOME CARE SERVICE INC,TX
458238,UNIVERSAL HEALTH SERVICES,TX
458244,GOOD SHEPHERD HOMECARE - MARSHALL,TX
458261,CHOICE HOMECARE,TX
458277,PATIENT CENTERED SERVICES INC,TX
458280,BANDERA TRI COUNTY HOME HEALTH AGENCY INC,TX
458285,ENCOMPASS HOME HEALTH OF HOUSTON,TX
458287,BELOVED HOME HEALTH SERVICES INC,TX
458288,OUTREACH MEDICAL HOME HEALTH AGENCY,TX
458294,FAMILY HOME HEALTH SERVICES,TX
458302,AMERICARE NURSING SERVICES,TX
458306,IPR HEALTHCARE SYSTEM INC,TX
458312,SOUTHWEST HOME HEALTH CARE AGENCY,TX
458314,ENCOMPASS HOME HEALTH OF EL PASO,TX
458318,NATIONAL NURSING & REHAB RIO GRANDE VALLEY,TX
458324,KNOX COUNTY HOSPITAL HOME CARE,TX
458331,UNLIMITED HOME CARE  INC,TX
458333,CONSOLIDATED COMMUNITY RESOURCES INC,TX
458337,HERITAGE HOME HEALTH,TX
458339,PSA HEALTHCARE INC,TX
458346,JORDAN HEALTH SERVICES,TX
458347,AT HOME HEALTHCARE,TX
458358,CONSOLIDATED HOME HEALTH,TX
458364,KINDRED AT HOME,TX
458370,BRAZOSPORT REGIONAL HOME HEALTH,TX
458371,SPIRIT HOMECARE,TX
458380,HOME HEALTH CARE NETWORK,TX
458393,LIFECARE HEALTH SERVICES,TX
458396,PATHFINDER HOME HEALTH,TX
458398,STAT HOME HEALTH HOUSTON LLC,TX
458399,IPH HOME HEALTH CARE,TX
458416,ALL VALLEY HOME HEALTH INC,TX
458423,HOSPITAL HOME HEALTH OF WILBARGER GENERAL HOSPITAL,TX
458428,FAMILY CARE HOME HEALTH,TX
458433,CROWN HEALTH SERVICES,TX
458441,CASA LINDA HOMECARE INC,TX
458444,TEXAS HEALTH HOMECARE,TX
458446,MAXIM HEALTHCARE SERVICES INC,TX
458447,INTER ACTIVE HEALTH CARE INC,TX
458452,PINE TREE HOME HEALTH CARE INC,TX
458453,COMPLETE APPROACH HOME HEALTH AGENCY,TX
458457,ADVANTAGE A PLUS HOME HEALTHCARE INC,TX
458461,LIBERTYCARE HOME AND COMMUNITY SUPPORT SERVICES,TX
458462,NIX HOME CARE,TX
458475,INHOME CARE,TX
458479,NURSES HOME SERVICES INC,TX
458486,OPTIMA HOME HEALTH SERVICES,TX
458489,TEXAS MEDICAL SERVICES,TX
458490,LAKEVIEW HOME CARE INC,TX
458496,GERYN HOME HEALTH CARE INC,TX
459006,VITAL AMBULATORY HEALTHCARE INC,TX
459008,PRESTIGE HEALTH SERVICES INC.,TX
459015,SAVE HOME HEALTH CARE INC,TX
459021,AMERICANSENIOR,TX
459027,HERITAGE HOMECARE,TX
459037,PACE HEALTH CARE INC,TX
459038,CHANGING SEASONS HOMECARE,TX
459047,NURSING FROM THE HEART HOME CARE INC,TX
459049,ALTIMA HOME HEALTH AGENCY INC,TX
459050,TRI ACECARE HOME HEALTH SERVICES INC,TX
459052,CHAMPION CARE INC,TX
459054,ABICARE HOME HEALTH LLC,TX
459063,CYPRESS HOME CARE,TX
459064,ANGELINA HOME HEALTH SERVICES,TX
459068,GC HEALTH SERVICES INC,TX
459071,AT HOME CARE LLC,TX
459081,STAR CARE HOME HEALTH INC,TX
459088,TENDER HOME HEALTH CARE INC,TX
459097,MY REDEEMER HEALTHCARE SERVICES AND CONSULT LLC,TX
459125,NEW AGE HOME HEALTH SERVICES INC,TX
459130,HIGH QUALITY HOME HEALTH SERVICES INC,TX
459132,AM HEALTHCARE,TX
459155,NATIONSMED HEALTHCARE,TX
459165,EFFICIENT HOME CARE INC,TX
459167,PALM VALLEY HEALTH CARE INC,TX
459171,HOME CARE IMAGE SERVICES INC,TX
459172,TEXAS QUALITY ONE MEDICAL SERVICES,TX
459182,MIRACLE HOME HEALTH INC,TX
459184,DCP HEALTHCARE SOLUTIONS,TX
459196,ROSAS FIRST QUALITY HOME HEALTHCARE LLC,TX
459199,FIRST CHOICE HEALTHCARE,TX
459200,NURSES ON WHEELS INC,TX
459208,ARMADA SKILLED HOMECARE SERVICES,TX
459213,TENDER HEART HOME HEALTH LLC,TX
459232,CRITI CARE HEALTH SERVICES INC,TX
459233,APPLIED HOME HEALTH,TX
459238,RGA HOMECARE,TX
459246,ACCOLADE HOME CARE,TX
459256,MED-HEALTH INC,TX
459266,ASSISTCARE,TX
459268,PORT HOMECARE SERVICES INC,TX
459274,VESTA HOME CARE,TX
459286,GOLDEN PLAINS HOME CARE,TX
459292,TAWL HEALTH CARE INC,TX
459294,DIVINE CARE HOME NURSING SERVICES,TX
459298,SPECIALTY NURSES,TX
459299,MILLENNIUM HOME HEALTH CARE INC,TX
459300,LAKEWAY HOME HEALTH,TX
459303,SANTA RITA HOME HEALTH SERVICES,TX
459308,TOTAL CONCEPT HOME HEALTH AGENCY,TX
459309,UNITED HOME CARE,TX
459310,TODAYS HEALTHCARE LLC,TX
459311,ABUNDANT HEALTH CARE SERVICES,TX
459315,OUR HOME CARE INC,TX
459317,ADA LIGHT HOME HEALTH LLC,TX
459318,TCM HEALTH CARE INC,TX
459319,DEL CIELO HOME CARE SERVICES,TX
459323,A ONE PLUS HOME HEALTH CARE AGENCY LLC,TX
459335,HOME CARE INNOVATIONS INC,TX
459368,BETHANY HOME HEALTH SERVICES,TX
459369,CRYSTAL CARE HOME HEALTH SERVICES INC,TX
459370,ARIA HOME HEALTH INC,TX
459371,KINDRED AT HOME,TX
459373,SURE HOME HEALTH SERVICES,TX
459375,VILLAGE CHOICE HEALTH CARE INC,TX
459377,SUPERIOR HOME HEALTH OF EAGLE PASS LLC,TX
459381,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,TX
459384,MAXIMUM CARE,TX
459392,HEALTH FORCE HOME HEALTH CARE,TX
459393,A*MED HOME HEALTH,TX
459399,DYNAMIC HOME HEALTH SERVICES,TX
459406,TOTAL HOME CARE INC,TX
459410,HUMANA AT HOME HOUSTON INC.,TX
459412,ANGEL CARE HOME HEALTH SERVICES INC,TX
459416,COON MEMORIAL HOSPITAL HOME CARE,TX
459417,PSA HEALTHCARE INC,TX
459419,CUIDADO CASERO HOME HEALTH OF EL PASO INC,TX
459422,PDR HOME HEALTH SERVICES,TX
459423,SIGMA HEALTH CARE INC,TX
459424,KAISER HOME HEALTH SERVICES,TX
459426,INTERIM HEALTHCARE OF AMARILLO,TX
459427,CUIDADO CASERO HOME HEALTH LUBBOCK,TX
459429,UNICARE HOME HEALTH SERVICES,TX
459430,PROFESSIONAL HEALTHCARE SERVICES,TX
459431,CARE UNLIMITED HOME HEALTH,TX
459433,LEGACY HOME HEALTH AGENCY INC,TX
459436,GOLDEN RULE HOME CARE,TX
459438,LA FAMILIA HOME HEALTH INC,TX
459440,ALPHA NURSING AND THERAPY LLC,TX
459441,NAAMAN COMMUNITY HEALTH SERVICES INC,TX
459442,ST MARYS HOME HEALTH INC,TX
459445,JOHNSON HOME HEALTH CARE NURSING INC,TX
459448,GULF COAST COMMUNITY HEALTH SERVICES INC,TX
459457,ENCOMPASS HOME HEALTH OF EAST TEXAS,TX
459459,OMNIBUS HOME HEALTH CARE,TX
459462,MANGOLD MEMORIAL HOSPITAL HOME HEALTH CARE,TX
459463,SUNRISE HOME HEALTH SERVICES OF AMERICA INC,TX
459465,NOVEL HOME HEALTHCARE AGENCY,TX
459466,OMEGA HOME HEALTH SERVICES INC,TX
459468,ROCK OF AGES HOME HEALTH CARE INC,TX
459470,PROFESSIONAL HOME HEALTH CARE INC,TX
459471,ALTUS HOME CARE,TX
459472,ALINE HOME HEALTH CARE OF TEXAS INC,TX
459473,KC HOME HEALTH AGENCY INC,TX
459475,FIRST CARE HOME HEALTH SERVICES,TX
459476,BEST STAR HOME HEALTH INC,TX
459477,1ST CARE HOME HEALTH EL PASO,TX
459478,ALTOMAR HOME HEALTH CARE INC,TX
459479,PROMED HOME CARE,TX
459480,DENSON HOME HEALTH INC,TX
459481,HILL COUNTRY HOME HEALTH SERVICES,TX
459482,HIGH PLAINS SENIOR CARE,TX
459483,NEW HOPE HOME HEALTH INC,TX
459484,QUALITY HOME HEALTH CARE SERVICES,TX
459485,HOME CARE UNLIMITED OF EL PASO,TX
459486,KSC HOME CARE LLC,TX
459488,RESTORATIVE HEALTH CARE OF SOUTH TEXAS,TX
459489,FRIENDS HEALTH CARE SERVICES INC,TX
459490,ADVANTX HOME CARE INC,TX
459495,BESTCARE HOME HEALTH INC,TX
459496,GIRLING HOME HEALTH,TX
459499,FIRST PRIORITY CARE INC,TX
673100,ONLEX HEALTHCARE INC,TX
673101,PRESIDENTE HOME CARE INC,TX
673102,DHS HEALTHCARE INC,TX
673104,HALO HOME HEALTH LLC,TX
673107,PECOS COUNTY MEMORIAL HOSPITAL HOME HEALTH AND HOS,TX
673108,PLATINUM HEALTH SERVICES,TX
673110,ALL ABOUT KIDS HOME HEALTH INC,TX
673111,APEX HOME HEALTH,TX
673112,CORAZON HOMECARE INC,TX
673114,GABLINK INC,TX
673115,TEXAS HOME HEALTH SKILLED SERVICES,TX
673116,BETHANY HOME HEALTH SERVICES,TX
673119,SANTA FE HOME CARE LLC,TX
673120,HEALTH CONCEPTS HOME HEALTH INC,TX
673121,IVORY HEALTHCARE AGENCY INC,TX
673122,EXCLUSIVE  HEALTH SERVICES INC,TX
673123,BRAZOS VALLEY HOME HEALTH SERVICES,TX
673124,CREST MEDICAL,TX
673125,TRUE LIFE HOME HEALTH,TX
673127,ENCOMPASS HOME HEALTH OF CENTRAL TEXAS,TX
673128,BETHANY HOME HEALTH SERVICES,TX
673129,NATIONAL HOME HEALTH SERVICES INC,TX
673130,TREASURE HEALTHCARE INC.,TX
673132,D ORO HOME HEALTH SERVICES,TX
