CertificationNO,Provider Name,State
37298,CARING TOUCH HOME CARE LLC,AZ
37299,ASSURANCE HOME HEALTH,AZ
37321,NNI HOME CARE SERVICES,AZ
37324,PHOENIX HOME HEALTH-TUCSON,AZ
37325,VITAL WELLNESS HOME HEALTH,AZ
37401,OPTIMUM HEALTHCARE INC (CLOSED),AZ
37402,RIVER VALLEY HOME HEALTH,AZ
37403,PRIVATE NURSING INC,AZ
37404,EVEREST HEALTHCARE SOLUTIONS,AZ
37405,VALLEY OF THE SUN HOME HEALTH CARE LLC,AZ
37406,ARIZONA HARMONY HOME HEALTHCARE LLC,AZ
37407,CAPITOL HOME HEALTH,AZ
37408,WELLSTREET HOME THERAPY & MEDICAL SERVICES LLC,AZ
37409,ALL CARE INTEGRATED HEALTH SERVICES PLLC,AZ
37410,COVENANT HOME HEALTH,AZ
37411,ELITE HOME HEALTH SERVICES LLC,AZ
37412,VALLEY VIEW HOME HEALTH,AZ
37413,BEECH HOME CARE AND MEDICAL INC,AZ
37414,SELECT HOME CARE LLC,AZ
37415,CORAM CVS/SPECIALTY INFUSION SERVICES,AZ
37416,BAYADA HOME HEALTH CARE INC,AZ
37417,DESERT SUN HOME HEALTH LLC,AZ
37418,AMERICAN MEDICAL HOMECARE ALLIANCE INC,AZ
37419,A PLUS HOME HEALTH SERVICES LLC,AZ
37421,UNIVERSAL HOME HEALTH INC.,AZ
37422,AEGIS HOMECARE INC,AZ
37423,SPECTRUM HOME HEALTHCARE LLC,AZ
37424,CHRISTIAN CARE HOME HEALTH AGENCY,AZ
37425,AVANZAR HOME HEALTH CARE LLC,AZ
37426,AMERICAN HOME HEALTH SERVICES INC,AZ
37427,GOOD LIFE HOME CARE OF ARIZONA,AZ
37428,ARIZONA SENIOR HOME CARE LLC,AZ
37429,NURU HOME HEALTHCARE LLC,AZ
37430,ARIZONA HOME HEALTH LLC,AZ
37431,AVOCARE HOME HEALTH PLUS INC,AZ
37432,PATIENT CARE ADVOCATES LLC,AZ
37433,HEALTHY LIVING AT HOME-ARIZONA LLC,AZ
37434,ARIZONA VISITING NURSES,AZ
37435,INTERIM HEALTHCARE OF PHOENIX,AZ
37436,ADVANCED CLINICAL ASSOCIATES LLC,AZ
37437,V A HOME HEALTH 1,AZ
37438,LA PALOMA HOMECARE LLC,AZ
37439,DEPENDABLE NURSES INC,AZ
37440,THERAPY HOME HEALTH SERVICES INC,AZ
37441,ARIZONA'S CHOICE HOME HEALTH AGENCY LLC,AZ
37442,MY HOME HEALTH INC,AZ
37443,AVENTAS HOME HEALTH LLC,AZ
37444,SONORA HOME HEALTH PLLC,AZ
37445,PREMIER HOME HEALTH AGENCY LLC,AZ
37446,SANTA RITA HOME HEALTH,AZ
37447,NORTHWEST HEALTHCARE HOME HEALTH,AZ
37448,COMFORT HOME HEALTH CARE INC,AZ
37449,WELLNESS ALLIANCE HOME HEALTH,AZ
37450,ENCOMPASS HOME HEALTH OF ARIZONA,AZ
37451,ENCOMPASS HOME HEALTH OF ARIZONA,AZ
37452,VA HOME HEALTH 2,AZ
37453,ACCUCARE HOME HEALTH SERVICES,AZ
37454,ARIZONA SELECT HOME HEALTH INC,AZ
37455,24 HOUR HOME HEALTH LLC,AZ
