CertificationNO,Provider Name,State
157242,AT-HOME CARE OF HARRISON COUNTY HOSPITAL,IN
157243,GREAT LAKES CARING,IN
157249,ASSOCIATED HOMECARE INC,IN
157252,ALLIANCE HOME HEALTH SERVICES INC,IN
157259,INTERIM HEALTHCARE OF INDIANAPOLIS,IN
157262,HEALTHMASTERS INC,IN
157276,PEDIATRIC NURSING SPECIALISTS OF INDIANA,IN
157281,ST MARY'S AT HOME,IN
157285,ADVANTAGE HOME HEALTH CARE INC,IN
157287,FRANCISCAN HOME CARE SERVICES INC,IN
157313,HOME HEALTH OF ST MARY MEDICAL CENTER,IN
157318,PREFERRED HOME HEALTH CARE INC,IN
157401,TENDERCARE HOME HEALTH SERVICES INC,IN
157418,MAJOR HOME CARE,IN
157423,PARKVIEW HOME HEALTH &  HOSPICE,IN
157428,PEDIATRIC NURSING SPECIALISTS OF INDIANA,IN
157430,HCMH HOME CARE,IN
157436,OPTION HEALTHCARE INC,IN
157442,COMMUNITY HOME HEALTH CARE,IN
157445,GIBSON HOME HEALTH SERVICES,IN
157452,NEW HORIZONS HOME HEALTH SERVICES,IN
157453,HOME HEALTH OF ST CATHERINE HOSPITAL,IN
157470,LUTHERAN HEALTH NETWORK HOME HEALTH,IN
157471,HOME HEALTH CRUSADERS INC,IN
157474,NIGHTINGALE HOME HEALTHCARE INC,IN
157477,AT HOME QUALITY CARE,IN
157483,FRIENDS HOME HEALTH CARE INC,IN
157487,COMMUNITY HOME HEALTH SERVICES,IN
157488,HEALTH AT HOME,IN
157495,HOME SERVICES UNLIMITED INC,IN
157496,BMO HOME HEALTH CARE INC,IN
157498,MOORE HOME HEALTH CARE INC,IN
157503,GUARDIAN ANGEL HOME HEALTH CARE INC,IN
157504,PREMIER HOME HEALTH CARE LLC,IN
157510,JOHNSON MEMORIAL HOME CARE SERVICES,IN
157511,HOME HEALTH SERVICES OF GARY INC,IN
157521,AMEDISYS HOME HEALTH,IN
157523,PEDIATRIC INFANT & FAMILY HOME HEALTH CARE SPECIAL,IN
157525,AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC,IN
157529,SPECIALTY HOME HEALTH CARE INC,IN
157530,INTREPID USA HEALTHCARE SERVICES,IN
157533,HOME CARE SERVICES OF NORTHWEST INDIANA,IN
157536,METHODIST HOME CARE SERVICES,IN
157537,CHRISTIAN HOME HEALTH SERVICES,IN
157538,PROCARE HOME HEALTH SERVICES,IN
157541,ALLPOINTS HOME HEALTH CARE INC,IN
157542,SULLIVAN COUNTY COMMUNITY HOSPITAL HOME HEALTH,IN
157543,PRIME CARE HOME HEALTH SERVICES INC,IN
157545,PERSONAL TOUCH HOME CARE OF INDIANA INC,IN
157548,ALLIED HOME CARE,IN
157550,PROVIDENCE AT HOME INC,IN
157551,INTERIM HEALTHCARE OF SE INDIANA INC,IN
157552,JOY HEALTH SERVICES LLC,IN
157553,INDIANA HOMECARE NETWORK,IN
157554,ANGELS OF MERCY HOMECARE,IN
157555,A PLUS HOME HEALTH CARE INCORPORATED,IN
157556,HOME CARE SERVICES,IN
157557,ADARNA HOME HEALTH CARE SERVICES INC,IN
157558,PROFESSIONAL CARE HOME HEALTH SERVICES,IN
157560,BEST CHOICE HOME CARE,IN
157561,ANREX HOME CARE INC,IN
157562,BACK HOME AGAIN INC,IN
157563,OMNI HOME CARE,IN
157565,AMERICAN NURSING CARE INC,IN
157566,ANGELS OF MERCY HOMECARE,IN
157568,OMNI HOME CARE,IN
157569,VNA HEALTHTRENDS,IN
157570,TOTAL HOME HEALTH SERVICES INC,IN
157571,CARETENDERS,IN
157573,AMERICAN HOME HEALTH SERVICES INC,IN
157574,CARESS HEALTH CARE SERVICES INC,IN
157575,QUALITY HOME HEALTH CARE INC,IN
157576,CENTRAL HOME HEALTH SERVICES INC,IN
157578,AMEDISYS HOME HEALTH,IN
157579,CJ'S ABUNDANT CARE,IN
157580,ADVANCED HOME HEALTH CARE INCORPORATED,IN
157581,ASSURED HOME HEALTHCARE INC,IN
157582,BROOKDALE HOME HEALTH INDIANAPOLIS,IN
157583,AMEDISYS HOME HEALTH,IN
157584,KENTUCKYONE-VNA HEALTH AT HOME,IN
157585,ALPHA HOME PHYSICAL THERAPY INC,IN
157586,GREAT LAKES CARING,IN
157588,ABLE HANDS HOMECARE,IN
157589,VIAQUEST HOME HEALTH OF INDIANA LLC,IN
157591,MAXIM HEALTHCARE SERVICES INC,IN
157592,LMR INDIANA HOME CARE INC,IN
157593,VIAQUEST HOME HEALTH OF INDIANA LLC,IN
157594,EXCEL HOME HEALTH CARE LLC,IN
157595,V-CARE HOME HEALTH SERVICES LLC,IN
157597,HOME HEALTH CARE SOLUTIONS LLC,IN
157598,ANGELS OF MERCY HOMECARE,IN
157599,HEARTS WITH INTEGRITY,IN
157600,ALPHA HOME HEALTH CARE INC,IN
157601,CARDINAL HOME HEALTH SERVICES INC,IN
157602,MAXIMUM HOME HEALTH CARE INC,IN
157603,CARING FIRST HOME HEALTH LLC,IN
157604,ALL AMERICA HOMEHEALTHCARE INC,IN
157605,FIRST CHOICE HOME HEALTH SERVICES INC,IN
157606,EPIC HEALTH SERVICES,IN
157607,TRIUNE HOME HEALTH PARTNERS,IN
157608,HOOSIER HOMECARE SERVICES LLC,IN
157609,ACTIVE HOME HEALTH CARE LLC,IN
157610,HOME HEALTH ANGELS LLC,IN
157611,NORTHWEST HOME HEALTH CARE INC,IN
157612,AMERICAN CHOICE HOME HEALTH CARE,IN
157613,LOVING HANDS R ON THE WAY LLC,IN
157615,ALLIANCE HOME HEALTH CARE INC,IN
157616,ADIEL HOME HEALTH SERVICES LLC,IN
157618,ACCREDITED UNIVERSAL HOME HEALTH,IN
157619,CORNERSTONE HOME HEALTHCARE,IN
157620,SERVANT'S HEART HOME HEALTH SERVICES,IN
157621,BETTER LIVING HOME HEALTH CARE INC,IN
157622,MERCY HOME HEALTH CARE LLC,IN
157624,PHYSIOCARE HOME HEALTHCARE LLC,IN
157626,AMORE HOME HEALTH CARE SERVICES INC,IN
157627,INTERIM HEALTHCARE OF FORT WAYNE,IN
157628,ATLAS HOME HEALTH SERVICES INC,IN
157629,EPIC HEALTH SERVICES,IN
157630,DIVINE HOME HEALTHCARE INC,IN
157632,RELIANT AT HOME LTD,IN
157633,HOPE HOME HEALTH CARE INC,IN
157634,SUNRISE HOME HEALTH CARE SERVICES INC,IN
157635,SELECT HOME HEALTH SERVICES INC,IN
157636,ADVOCATES HOME HEALTH CARE LLC,IN
157638,FOSTER HEALTHCARE,IN
157639,CARE FORCE ONE INC,IN
157642,BROOKDALE HOME HEALTH VALPARAISO,IN
157643,PARAGON HOME HEALTH CARE INC,IN
157644,EPIC HEALTH SERVICES,IN
157645,PURE HOME HEALTH CARE LLC,IN
157646,FREEDOM HOME HEALTH OF INDIANA INC,IN
157647,INDEPENDENCE HOME HEALTH LLC,IN
157648,STAR HOME HEALTH INC,IN
157649,AMERICAN HOME HEALTHCARE SERVICES INC,IN
157650,NOBLE HOME HEALTH CARE LLC,IN
157651,KINDRED AT HOME-HOME HEALTH-INDIANAPOLIS,IN
157653,RN2U INC,IN
157654,GOLDEN AGE HOME HEALTH CARE LLC,IN
157655,CARREN HEALTHCARE SERVICES INC,IN
157656,1ST CARE HOME HEALTH SERVICES,IN
157657,CAREFIRST REHAB LLC,IN
157658,CM SUNSHINE HOME HEALTHCARE INC,IN
157660,KORT - REHAB AT HOME,IN
157661,HELPING HANDS SKILLED CARE,IN
157662,PEAK HOME HEALTH,IN
157663,HOME HELPERS HOME HEALTH,IN
157664,HORIZONS HOME CARE INC,IN
157665,CARE PLUS HOMEHEALTH CARE INC,IN
157666,CTI HOME CARE SERVICES,IN
157667,FAVOR HEALTHCARE SERVICES INC,IN
157668,PREMIER HOMECARE OF INDIANA,IN
157669,WELLPOINT HOME HEALTH INC,IN
157670,PARADIGM LIVING CONCEPTS,IN
157671,SIMPLY HOME HEALTH LLC,IN
157672,SONIADE CARES INC,IN
157673,M D CHOICE HOME HEALTHCARE LLC,IN
157674,OPTIMA HOMEHEALTH CARE LLC,IN
157675,PRESTIGE HOME HEALTH CARE INC,IN
157676,LARRIS-IFY HOME CARE,IN
157677,CANNAN HEALTHCARE SERVICES & STAFFING INC,IN
157678,PASSIONATE CARE INC,IN
157679,MAXIM HEALTHCARE SERVICES INC,IN
157680,MAXIM HEALTHCARE SERVICES INC,IN
157681,AGING & DISABLED HOME HEALTH CARE LLC,IN
157682,MAXIM HEALTHCARE SERVICES INC,IN
157683,AUNOVA HOME CARE LLC,IN
157684,MAXIM HEALTHCARE SERVICES INC,IN
157685,BAYADA PEDIATRICS,IN
157686,1 ON 1 HOME HEALTH CARE LLC,IN
157687,MAXIM HEALTHCARE SERVICES INC,IN
