state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Florida,28877,107325,4175 S CONGRESS AVE STE S,2009-08-01,YES,YES,YES,YES,1979-08-01,Better Than Expected,4.5 - 5.0,Proprietary
Florida,33152,107326,418 REID AVE,2009-10-10,YES,YES,NO,YES,1979-10-10,Same As Expected,3.0 - 4.0,Proprietary
Florida,30402,107189,2000 NW 89 PLACE,2000-08-26,YES,YES,YES,YES,1980-08-26,Not Available,,Proprietary
Florida,27352,107191,12771 WESTLINKS DR UNIT 9,2001-12-16,YES,YES,YES,YES,1981-12-16,Worse Than Expected,1.0 - 2.5,Government - Local
Florida,33902,107330,260 MARINER BOULEVARD,2002-06-01,YES,YES,YES,YES,1982-06-01,Same As Expected,3.0 - 4.0,Proprietary
Florida,34152,107200,2450 TIM GAMBLE PL,2003-06-30,YES,YES,YES,YES,1983-06-30,Same As Expected,3.0 - 4.0,Proprietary
Florida,26527,107338,1717 N CLYDE MORRIS BLVD STE 140,2003-07-19,YES,YES,YES,YES,1983-07-19,Same As Expected,3.0 - 4.0,Proprietary
Florida,35227,107341,4 HARVARD CIRCLE STE 950,2003-09-26,YES,YES,YES,YES,1983-09-26,Same As Expected,3.0 - 4.0,Proprietary
Florida,33777,107345,4005 SUN'N LAKE BLVD,2004-04-18,YES,YES,YES,YES,1984-04-18,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,26527,107207,1540 CORNERSTONE BLVD STE 240,2005-03-14,YES,YES,YES,YES,1985-03-14,Same As Expected,3.0 - 4.0,Proprietary
Florida,34202,107360,4752 W COMMERCIAL BLVD,2005-06-21,YES,YES,YES,YES,1985-06-21,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,25927,107220,5771 ROOSEVELT BLVD BLDG 610,2005-06-25,YES,YES,YES,YES,1985-06-25,Not Available,,Non - Profit Private
Florida,27227,107362,5601 N DIXIE HWY STE 208,2005-07-19,YES,YES,YES,YES,1985-07-19,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,31802,107211,600 COURTLAND ST STE 300,2005-08-23,YES,YES,YES,YES,1985-08-23,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,29177,107212,8452 118TH AVENUE NORTH,2005-08-29,YES,YES,YES,YES,1985-08-29,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Florida,25427,107214,3800 S CONGRESS AVE  STE 4,2005-08-29,YES,YES,YES,YES,1985-08-29,Same As Expected,3.0 - 4.0,Proprietary
Florida,34977,107217,8060 SPYGLASS HILL RD,2005-10-22,YES,YES,YES,YES,1985-10-22,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,26027,107223,1940 DREW ST STE A,2005-11-27,YES,YES,YES,YES,1985-11-27,Same As Expected,3.0 - 4.0,Proprietary
Florida,27277,107216,5288 SUMMERLIN COMMONS WAY STE 904,2005-12-16,YES,YES,YES,YES,1985-12-16,Same As Expected,3.0 - 4.0,Proprietary
Florida,31552,107222,7870 SW 103RD ST RD STE 202,2006-02-05,YES,YES,NO,YES,1986-02-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,31827,107225,102 W PINELOCH AVE STE 23,2006-08-07,YES,YES,YES,YES,1986-08-07,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,29377,107236,210 SOUTH LAKE ST  STE 10,2006-09-05,YES,YES,YES,YES,1986-09-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,29777,107233,1912 DAIRY RD,2007-03-18,YES,YES,YES,YES,1987-03-18,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Florida,35227,107237,2 HARVARD CRL STE 950,2007-04-21,YES,YES,YES,YES,1987-04-21,Same As Expected,3.0 - 4.0,Proprietary
Florida,31977,107234,4776 NEW BROAD ST STE 110,2007-04-29,YES,YES,YES,YES,1987-04-29,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,27452,107240,340 BEAL PARKWAY NW STE A,2007-06-01,YES,YES,YES,YES,1987-06-01,Same As Expected,3.0 - 4.0,Proprietary
Florida,34352,107243,2511 W COLUMBUS DR,2007-06-04,YES,YES,YES,YES,1987-06-04,Not Available,,Proprietary
Florida,35477,107245,1890 STATE RD 436 STE 355,2007-07-16,YES,YES,YES,YES,1987-07-16,Same As Expected,3.0 - 4.0,Proprietary
Florida,31177,107260,8406 MASSACHUSETTS AVE STE B1,2008-03-01,YES,YES,YES,YES,1988-03-01,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,25427,107265,1901 S. CONGRESS BLVD STE 330,2008-08-09,YES,YES,YES,YES,1988-08-09,Better Than Expected,4.5 - 5.0,Proprietary
Florida,33402,107264,3440 US 1 SOUTH SUITE 404,2008-08-12,YES,YES,YES,YES,1988-08-12,Same As Expected,3.0 - 4.0,Proprietary
Florida,28577,107263,1319 WILLIAM ST,2008-08-17,YES,YES,NO,YES,1988-08-17,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,28877,107271,1926 10TH AVE N STE 205,2008-10-31,YES,YES,YES,YES,1988-10-31,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,25027,107272,1006 NORTH MILLS AVE,2009-01-04,YES,YES,NO,YES,1989-01-04,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,32452,107275,475 HARRISON AVE STE 250,2009-01-27,YES,YES,YES,YES,1989-01-27,Same As Expected,3.0 - 4.0,Proprietary
Florida,25877,107372,1513 HIGHWAY 90,2009-03-30,YES,YES,YES,YES,1989-03-30,Same As Expected,3.0 - 4.0,Proprietary
Florida,29052,107282,20 LAKE WIRE DR,2009-06-15,YES,YES,YES,YES,1989-06-15,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Florida,34477,107285,8020 WOODLAND CENTER BLVD STE 100,2009-08-30,YES,YES,YES,YES,1989-08-30,Better Than Expected,4.5 - 5.0,Non - Profit Other
Florida,25277,107289,670 GLADES RD STE B-180,2005-02-19,YES,YES,YES,YES,1990-02-19,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,31727,107290,350 CORPORATE WAY STE 250,2005-02-19,YES,YES,YES,YES,1990-02-19,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,27027,107296,550 W CYPRESS CREEK RD STE 550,2005-05-08,YES,YES,YES,YES,1990-05-08,Same As Expected,3.0 - 4.0,Proprietary
Florida,25877,107401,1360 BRICKYARD RD,2005-05-24,YES,YES,YES,YES,1990-05-24,Same As Expected,3.0 - 4.0,Proprietary
Florida,34852,107403,1045 OLD MILL RUN,2005-09-07,YES,YES,YES,YES,1990-09-07,Same As Expected,3.0 - 4.0,Proprietary
Florida,34927,107404,420 TAMIAMI TRL STE 304,2005-10-23,YES,YES,YES,YES,1990-10-23,Same As Expected,3.0 - 4.0,Proprietary
Florida,27327,107406,6150 DIAMOND CENTER CT STE A,2005-12-20,YES,YES,YES,YES,1990-12-20,Same As Expected,3.0 - 4.0,Proprietary
Florida,26252,107407,3034 COASTAL HWY,2006-01-28,YES,YES,YES,YES,1991-01-28,Same As Expected,3.0 - 4.0,Proprietary
Florida,32127,107408,770 W GRANADA BLVD STE 319,2006-02-08,YES,YES,YES,YES,1991-02-08,Better Than Expected,4.5 - 5.0,Non - Profit Religious
Florida,34452,107414,13601 BRUCE B DOWNS BLVD STE 110,2006-07-02,YES,YES,YES,YES,1991-07-02,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,26927,107415,601 MAIN STREET 8TH FLOOR,2006-07-16,YES,YES,YES,YES,1991-07-16,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,35027,107417,6471 OREGON JAY RD,2006-07-23,YES,YES,YES,YES,1991-07-23,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,28752,107420,419 SW STATE RD 247 STE 109,2006-08-30,YES,YES,YES,YES,1991-08-30,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,28602,107422,1167 MIRANDA LANE,2006-10-31,YES,YES,YES,YES,1991-10-31,Same As Expected,3.0 - 4.0,Proprietary
Florida,32677,107423,213 E WRIGHT ST,2006-11-25,YES,YES,YES,YES,1991-11-25,Same As Expected,3.0 - 4.0,Proprietary
Florida,28427,107436,9570 REGENCY SQUARE BLVD,2007-06-26,YES,YES,YES,YES,1992-06-26,Same As Expected,3.0 - 4.0,Proprietary
Florida,30677,107446,12400 SW 127 AVE,2007-08-06,YES,YES,YES,NO,1992-08-06,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,28002,107444,7029 TAFT ST,2007-10-19,YES,YES,YES,YES,1992-10-19,Better Than Expected,4.5 - 5.0,Non - Profit Other
Florida,26677,107452,4413 US HWY 331 S,2007-11-30,YES,YES,NO,YES,1992-11-30,Same As Expected,3.0 - 4.0,Proprietary
Florida,27952,107455,4125 HOLLYWOOD BLVD,2007-12-17,YES,YES,YES,YES,1992-12-17,Not Available,,Proprietary
Florida,32802,107458,1209 N CENTER ST,2007-12-17,YES,YES,NO,YES,1992-12-17,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,27252,107461,4350 FOWLER ST STE 4,2008-06-18,YES,YES,YES,YES,1993-06-18,Not Available,,Proprietary
Florida,26052,107470,1920 DON WICKHAM DR  STE 110,2008-09-17,YES,YES,YES,YES,1993-09-17,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,29827,107383,2080 W EAU GALLIE BLVD STE B,2009-05-18,YES,YES,YES,YES,1994-05-18,Same As Expected,3.0 - 4.0,Proprietary
Florida,28227,107482,3563 PHILLIPS HIGHWAY  STE 202,2009-10-01,YES,YES,YES,YES,1994-10-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,27527,107486,3951 NW48TH TERR STE 201,2009-10-01,YES,YES,YES,YES,1994-10-01,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,33027,107485,18501 MURDOCK CIRCLE SUITE 308,2009-12-19,YES,YES,YES,YES,1994-12-19,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,34877,107488,830 CENTURY MEDICAL DR STE A,2010-02-05,YES,YES,YES,YES,1995-02-05,Same As Expected,3.0 - 4.0,Government - State/ County
Florida,31727,107492,155 BLANDING BLVD STE 1,2010-03-16,YES,YES,YES,YES,1995-03-16,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,27402,107493,2107 SUNRISE BLVD STE 1,2010-04-19,YES,YES,YES,YES,1995-04-19,Same As Expected,3.0 - 4.0,Proprietary
Florida,32902,107399,100 NW 82ND AVE STE 302,2010-06-08,YES,YES,YES,YES,1995-06-08,Same As Expected,3.0 - 4.0,Proprietary
Florida,32902,107397,100 NW 82ND AVE STE 306,2010-07-11,YES,YES,YES,YES,1995-07-11,Same As Expected,3.0 - 4.0,Proprietary
Florida,29377,107398,1450 E NORTH BLVD UNITS 8 & 9,2010-08-01,YES,YES,YES,YES,1995-08-01,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,25677,107500,12106 CORTEZ BLVD,2010-09-11,YES,YES,YES,YES,1995-09-11,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,31502,107512,311 SE 17TH PLACE,2010-11-01,YES,YES,YES,YES,1995-11-01,Same As Expected,3.0 - 4.0,Proprietary
Florida,32227,107514,205 ZEAGLER DR STE 401,2010-11-01,YES,YES,YES,YES,1995-11-01,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,33777,107521,4343 SUN N LAKE BLVD,2011-01-09,YES,YES,YES,YES,1996-01-09,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,28677,107509,1550 ALDERSGATE DRIVE,2011-02-01,YES,YES,YES,YES,1996-02-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,31752,107510,404 MARIPOSA ST  STE A,2011-02-05,YES,YES,YES,YES,1996-02-05,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,27277,107517,12610 WORLD PLAZA LANE STE 1,2011-02-07,YES,YES,YES,YES,1996-02-07,Same As Expected,3.0 - 4.0,Proprietary
Florida,34952,107515,946 16TH PLACE,2011-02-28,YES,YES,YES,YES,1996-02-29,Same As Expected,3.0 - 4.0,Proprietary
Florida,32827,107523,3491 GANDY BLVD STE 100,2011-03-05,YES,YES,YES,YES,1996-03-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,25027,107522,223 E OAK ST STE 2,2011-04-04,YES,YES,YES,YES,1996-04-04,Same As Expected,3.0 - 4.0,Proprietary
Florida,31702,107530,101 NORTHLAKE DRIVE,2011-05-16,YES,YES,YES,YES,1996-05-16,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,29077,107524,17231 CAMELOT CT,2011-06-11,YES,YES,YES,YES,1996-06-11,Same As Expected,3.0 - 4.0,Proprietary
Florida,25502,107526,2500 QUANTUM LAKES DR STE 215,2011-06-27,YES,YES,YES,YES,1996-06-27,Same As Expected,3.0 - 4.0,Proprietary
Florida,27127,107528,4901 NW 17TH WAY STE 104,2011-07-03,YES,YES,YES,YES,1996-07-03,Same As Expected,3.0 - 4.0,Proprietary
Florida,26277,107535,428 EAST PINE AVENUE,2011-07-08,YES,YES,YES,YES,1996-07-08,Same As Expected,3.0 - 4.0,Proprietary
Florida,26852,107542,5790 NW 72 AVE,2011-07-09,YES,YES,YES,YES,1996-07-09,Not Available,,Proprietary
Florida,34902,107527,8147 COPERNICUS WAY STE 101,2011-07-22,YES,YES,YES,YES,1996-07-22,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,26027,107539,50 SOUTH BELCHER ROAD STE 112,2011-08-08,YES,YES,YES,YES,1996-08-08,Same As Expected,3.0 - 4.0,Proprietary
Florida,35402,107534,37 3RD STREET SW STE 101,2011-09-11,YES,YES,YES,YES,1996-09-11,Same As Expected,3.0 - 4.0,Proprietary
Florida,25577,107540,548 48TH DT CT E,2011-09-30,YES,YES,YES,YES,1996-09-30,Same As Expected,3.0 - 4.0,Proprietary
Florida,28552,107544,354 TONEY PENNA BLVD STE 3,2011-10-07,YES,YES,YES,YES,1996-10-07,Same As Expected,3.0 - 4.0,Proprietary
Florida,34502,107538,8411 MARBLE ST,2011-10-09,YES,YES,YES,YES,1996-10-09,Same As Expected,3.0 - 4.0,Proprietary
Florida,27327,107547,14421 METROPOLIS AVE STE 102,2011-10-14,YES,YES,YES,YES,1996-10-14,Same As Expected,3.0 - 4.0,Proprietary
Florida,25177,107556,5036 SE 110TH ST STE 101,2012-03-18,YES,YES,YES,YES,1997-03-18,Better Than Expected,4.5 - 5.0,Proprietary
Florida,27277,107562,5237 SUMMERLIN COMMONS BLVD STE 336,2012-06-05,YES,YES,YES,YES,1997-06-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,34452,107572,3500 E FLETCHER AVENUE SUITE 100,2012-08-05,YES,YES,YES,NO,1997-08-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,29502,107576,23740 PARK CENTER DR,2012-09-04,YES,YES,YES,YES,1997-09-04,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,25202,107583,4051 N LECANTO HWY,2013-07-10,YES,YES,YES,YES,1998-07-10,Same As Expected,3.0 - 4.0,Proprietary
Florida,33227,107586,525 NW LAKE WHITNEY PL STE 106,2013-08-19,YES,YES,YES,YES,1998-08-19,Same As Expected,3.0 - 4.0,Proprietary
Florida,34377,107588,106 S TAMPANIA STE 150,2013-10-09,YES,YES,YES,YES,1998-10-09,Same As Expected,3.0 - 4.0,Proprietary
Florida,32127,107593,1425 HAND AVENUE STE 1A,2013-12-18,YES,YES,YES,YES,1998-12-18,Same As Expected,3.0 - 4.0,Proprietary
Florida,29877,107592,2395 N COURTENAY PKWY STE 101,2013-12-22,YES,YES,YES,YES,1998-12-22,Same As Expected,3.0 - 4.0,Proprietary
Florida,30677,107598,14337 SW 119TH AVE,2014-02-24,YES,YES,YES,YES,1999-02-24,Same As Expected,3.0 - 4.0,Proprietary
Florida,29952,107594,8400 NW 33RD ST STE 400,2014-02-26,YES,YES,YES,YES,1999-02-26,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,27577,107602,4923 NW 43RD ST STE A,2014-06-02,YES,YES,YES,YES,1999-06-02,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,28827,107606,1511 PROSPERITY FARMS RD STE 300,2014-08-26,YES,YES,YES,YES,1999-08-26,Same As Expected,3.0 - 4.0,Proprietary
Florida,28127,107608,12417 CLOCK TOWER PKWY,2014-12-15,YES,YES,YES,YES,1999-12-15,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,35027,107609,10177 CORTEZ BLVD,2002-01-11,YES,YES,YES,YES,2000-01-11,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,35227,107619,580 VILLAGE BLVD STE 120,2002-03-02,YES,YES,YES,YES,2000-03-02,Same As Expected,3.0 - 4.0,Proprietary
Florida,29852,107612,7332 OFFICE PARK PL STE 201 & 202,2002-07-26,YES,YES,YES,YES,2000-07-26,Same As Expected,3.0 - 4.0,Proprietary
Florida,34702,107614,8875 HIDDEN RIVER PARKWAY STE 300,2002-08-21,YES,YES,YES,YES,2000-08-21,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,24902,107616,220 E CENTRAL PKWY STE 2070,2002-10-05,YES,YES,YES,YES,2000-10-05,Same As Expected,3.0 - 4.0,Proprietary
Florida,30452,107617,8700 W FLAGLER ST  STE 300,2002-10-10,YES,YES,YES,YES,2000-10-10,Not Available,,Proprietary
Florida,33552,107618,10901 CORPORATE CIR N STE A,2002-11-02,YES,YES,YES,YES,2000-11-02,Same As Expected,3.0 - 4.0,Proprietary
Florida,30427,107621,9415 SW 72 ST STE 288,2002-11-02,YES,YES,YES,YES,2000-11-02,Same As Expected,3.0 - 4.0,Proprietary
Florida,28327,107620,4110 SOUTHPOINT BLVD STE 110,2002-11-17,YES,YES,YES,YES,2000-11-17,Same As Expected,3.0 - 4.0,Proprietary
Florida,32377,107623,33920 US 19 N STE 341,2002-12-14,YES,YES,YES,YES,2000-12-14,Same As Expected,3.0 - 4.0,Proprietary
Florida,35277,107625,560 VILLAGE BLVD STE 335,2002-12-14,YES,YES,YES,YES,2000-12-14,Better Than Expected,4.5 - 5.0,Proprietary
Florida,28327,107628,5836 RICHARD STREET,2002-12-21,YES,YES,YES,YES,2000-12-21,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,27127,107627,6450 NW 5TH WAY,2002-12-28,YES,YES,YES,YES,2000-12-28,Same As Expected,3.0 - 4.0,Proprietary
Florida,27327,107630,6829 PORTO FINO CIR  UNIT D,2003-01-12,YES,YES,YES,YES,2001-01-12,Same As Expected,3.0 - 4.0,Proprietary
Florida,30402,107629,2301 NW 93 AVE,2003-02-08,YES,YES,NO,YES,2001-02-08,Not Available,,Proprietary
Florida,29827,107632,1600 SARNO ROAD SUITE 201,2003-02-20,YES,YES,YES,YES,2001-02-20,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,30502,107640,11440 SW 88TH ST #403,2003-03-06,YES,YES,NO,YES,2001-03-06,Same As Expected,3.0 - 4.0,Proprietary
Florida,33527,107636,4554 CENTRAL AVE UNIT D,2003-03-12,YES,YES,YES,YES,2001-03-12,Not Available,,Proprietary
Florida,34152,107635,1839 BUFORD CT,2003-03-15,YES,YES,YES,YES,2001-03-15,Same As Expected,3.0 - 4.0,Proprietary
Florida,30177,107637,8410 W FLAGLER ST STE 207-B,2003-03-20,YES,YES,NO,YES,2001-03-20,Not Available,,Proprietary
Florida,31177,107634,6807 ROWAN RD,2003-03-27,YES,YES,YES,YES,2001-03-27,Same As Expected,3.0 - 4.0,Non - Profit Other
Florida,34352,107638,3202 N HOWARD AVE,2003-03-29,YES,YES,YES,YES,2001-03-29,Not Available,,Proprietary
Florida,30827,107641,14400 NW 77 COURT STE 106,2003-04-03,YES,YES,YES,YES,2001-04-03,Same As Expected,3.0 - 4.0,Proprietary
Florida,31227,107643,1400 NE 125 ST,2003-05-01,YES,YES,YES,YES,2001-05-01,Not Available,,Proprietary
Florida,30452,107644,8700 W FLAGER ST STE 110,2003-05-09,YES,YES,YES,YES,2001-05-09,Same As Expected,3.0 - 4.0,Proprietary
Florida,27177,107647,7173 W OAKLAND PARK BLVD,2003-05-10,YES,YES,YES,YES,2001-05-10,Not Available,,Proprietary
Florida,30502,107648,9085 SW 87TH AVE STE 205-A,2003-05-24,YES,YES,YES,YES,2001-05-24,Same As Expected,3.0 - 4.0,Government - State/ County
Florida,32927,107651,550 SW 3RD STREET SUITE 200,2003-06-07,YES,YES,YES,YES,2001-06-07,Same As Expected,3.0 - 4.0,Proprietary
Florida,29977,107650,735 NW 22 AVENUE,2003-06-13,YES,YES,YES,YES,2001-06-13,Same As Expected,3.0 - 4.0,Proprietary
Florida,26702,107654,4731 W ATLANTIC AVE STE 7,2003-06-15,YES,YES,YES,YES,2001-06-15,Same As Expected,3.0 - 4.0,Proprietary
Florida,24927,107660,940 CENTRE CIR STE 3006,2003-07-03,YES,YES,YES,NO,2001-07-03,Same As Expected,3.0 - 4.0,Proprietary
Florida,26427,107658,7900 NOVA DR STE 201,2003-07-06,YES,YES,YES,YES,2001-07-06,Not Available,,Proprietary
Florida,30502,107653,10850 SW 113 PLACE,2003-07-11,YES,YES,YES,YES,2001-07-11,Same As Expected,3.0 - 4.0,Non - Profit Private
Florida,34027,107656,908 AMERICAN EAGLE BLVD,2003-07-25,YES,YES,YES,YES,2001-07-25,Same As Expected,3.0 - 4.0,Proprietary
Florida,28252,107662,7737 LUEDERS AVENUE,2003-08-21,YES,YES,YES,YES,2001-08-21,Not Available,,Proprietary
Florida,30002,107667,4150 NW 7TH STREET SUITE 208,2003-09-14,YES,YES,NO,YES,2001-09-14,Not Available,,Proprietary
Florida,32077,107671,6900 TAVISTOCK LAKES BLVD STE 250,2003-10-10,YES,YES,YES,YES,2001-10-10,Worse Than Expected,1.0 - 2.5,Proprietary
Florida,31227,107670,1050 NE 125TH STREET,2003-10-17,YES,YES,YES,YES,2001-10-17,Same As Expected,3.0 - 4.0,Non - Profit Religious
Florida,30327,107673,11401 SW 40TH ST,2003-11-07,YES,YES,YES,YES,2001-11-07,Same As Expected,3.0 - 4.0,Proprietary
Florida,25177,107675,5925 SE ABSHIER BLVD,2003-11-20,YES,YES,YES,YES,2001-11-20,Same As Expected,3.0 - 4.0,Proprietary
Florida,26402,107680,7450 GRIFFIN RD  STE 240,2003-11-20,YES,YES,YES,YES,2001-11-20,Same As Expected,3.0 - 4.0,Proprietary
Florida,30427,107682,9300 SUNSET DR 2ND FLOOR,2003-12-10,YES,YES,NO,YES,2001-12-10,Same As Expected,3.0 - 4.0,Proprietary
Florida,29927,107698,17680 NW 78 AVENUE SUITE 101,2003-12-12,YES,YES,NO,YES,2001-12-12,Not Available,,Proprietary
Florida,27227,107679,701 E COMMERCIAL BLVD STE 250B,2003-12-14,YES,YES,YES,YES,2001-12-14,Same As Expected,3.0 - 4.0,Proprietary
Florida,33002,107677,20 SW 27TH AVE STE 201,2003-12-17,YES,YES,YES,YES,2001-12-17,Same As Expected,3.0 - 4.0,Proprietary
