state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Idaho,40852,137068,929 NW 16TH STREET,2008-12-21,YES,YES,YES,YES,1993-12-21,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40802,137070,700 IRONWOOD DR 255,2009-03-17,YES,YES,YES,YES,1994-03-17,Better Than Expected,4.5 - 5.0,Non - Profit Private
Idaho,41252,137074,104 WINDRIVER ROAD,2009-05-11,YES,YES,YES,YES,1994-05-11,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40952,137077,150 NORTH 200 WEST,2009-12-19,YES,YES,NO,YES,1994-12-19,Same As Expected,3.0 - 4.0,Government - State/ County
Idaho,40977,137079,1020 N HICKORY LN SUITE 100,2010-04-28,YES,YES,YES,YES,1995-04-28,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40927,137081,3470 WASHINGTON PKWY,2010-06-23,YES,YES,YES,YES,1995-06-23,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41177,137090,280 EAST MAIN STREET,2010-11-16,YES,YES,YES,YES,1995-11-16,Not Available,,Proprietary
Idaho,40977,137091,2867 E COPPERPOINT DR,2011-01-16,YES,YES,NO,YES,1996-01-16,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40977,137092,625 SOUTH ARBOR LANE,2011-01-30,YES,YES,YES,YES,1996-01-30,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40977,137093,324 SOUTH MERIDIAN RD SUITE 10,2011-03-18,YES,YES,YES,YES,1996-03-18,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41052,137100,16151 N BRINSON ST,2012-09-11,YES,YES,YES,YES,1997-09-11,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41077,137102,2785 BANNOCK HIGHWAY,2014-02-19,YES,YES,YES,YES,1999-02-19,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40927,137105,3686 WASHINGTON PARKWAY,2004-09-03,YES,YES,YES,YES,2002-09-03,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40977,137106,680 S PROGRESS AVENUE SUITE 2A,2005-05-09,YES,YES,YES,YES,2003-05-09,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41277,137107,1770 PARK VIEW DRIVE,2006-06-03,YES,YES,YES,YES,2004-06-03,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40702,137108,12400 WEST OVERLAND ROAD,2006-11-10,YES,YES,YES,YES,2004-11-10,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40752,137110,240 WEST BURNSIDE AVENUE SUITE B,2008-07-26,YES,YES,YES,YES,2006-07-26,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40627,137111,3544 EAST 17TH STREET SUITE 201,2009-02-14,YES,YES,YES,YES,2007-02-14,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40802,137112,1230 NORTHWOOD CENTER CT SUITE C,2009-03-15,YES,YES,YES,YES,2007-03-15,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40852,137113,435 S WHITLEY DR,2009-06-01,YES,YES,YES,YES,2007-06-01,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41077,137114,527 MEMORIAL AVE SUITE B,2010-07-03,YES,YES,YES,YES,2008-07-03,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41077,137115,440 EAST CLARK STREET SUITE A,2010-08-15,YES,YES,YES,YES,2008-08-15,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40927,137116,2110 NIAGARA ST,2012-04-06,YES,YES,YES,NO,2010-04-06,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41102,137117,1009 W QUINN RD SUITE B,2012-10-18,YES,YES,YES,YES,2010-10-18,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40627,137119,1480 MIDWAY AVENUE UNIT 7,2013-04-15,YES,YES,YES,YES,2011-04-15,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40927,137120,1379 EAST 17TH STREET,2013-10-25,YES,YES,YES,YES,2011-10-25,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40827,137121,815 S BRIDGEWAY PL,2013-11-26,YES,YES,YES,YES,2011-11-26,Same As Expected,3.0 - 4.0,Proprietary
Idaho,41227,137122,515 PINE STREET SUITE G,2014-06-20,YES,YES,YES,YES,2012-06-20,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40977,137123,3090 GENTRY WAY SUITE 150,2014-11-26,YES,YES,YES,YES,2012-11-26,Same As Expected,3.0 - 4.0,Proprietary
Idaho,40902,137124,503 S WOODRUFF AVE,2015-09-29,YES,YES,YES,YES,2015-09-29,Not Available,,Proprietary
Idaho,41127,137125,305 N LINCOLN STREET,2015-12-22,YES,YES,YES,YES,2015-12-22,Not Available,,Proprietary
Idaho,40877,137002,8500 N ATLAS ROAD,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Government - State/ County
