state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Ohio,94502,367166,3100 WEST CENTRAL AVENUE SUITE 250,2001-11-23,YES,YES,YES,YES,1981-11-23,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91027,367165,30 WEST RAHN ROAD SUITE 2,2001-11-24,YES,YES,YES,YES,1981-11-24,Better Than Expected,4.5 - 5.0,Proprietary
Ohio,91602,367164,784 MORRISON ROAD,2001-12-03,YES,YES,YES,YES,1981-12-03,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91077,367162,3320 OFFICE PARK DRIVE,2002-01-12,YES,YES,YES,YES,1982-01-12,Not Available,,Proprietary
Ohio,91427,367161,1170 EAST BROAD STREET SUITE 101,2002-01-28,YES,YES,YES,YES,1982-01-28,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92877,367173,5966 HEISLEY ROAD,2002-02-04,YES,YES,YES,YES,1982-02-04,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92002,367175,6228 MERGER DRIVE,2002-03-17,YES,YES,YES,YES,1982-03-17,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88252,367190,3040 WEST MARKET STREET,2002-05-14,YES,YES,YES,YES,1982-05-14,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90502,367193,2500 CORPORATE EXCHANGE DRIVE SUITE 220,2002-07-16,YES,YES,YES,YES,1982-07-16,Not Available,,Proprietary
Ohio,88352,367200,444 WEST UNION STREET SUITE C,2002-10-05,YES,YES,YES,YES,1982-10-05,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Ohio,95377,367204,201 LURAY DRIVE SUITE 2A,2002-12-29,YES,YES,YES,YES,1982-12-29,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92352,367208,3745 SHAWNEE ROAD SUITE 108,2003-01-06,YES,YES,YES,YES,1983-01-06,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92402,367218,3700 KOLBE ROAD,2003-10-26,YES,YES,YES,YES,1983-10-26,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Ohio,95427,367257,400 WEST WILSON BRIDGE ROAD SUITE 120,2003-11-18,YES,YES,YES,YES,1983-11-18,Same As Expected,3.0 - 4.0,Proprietary
Ohio,95327,367240,2241 ROMBACH AVENUE,2003-12-13,YES,YES,YES,YES,1983-12-13,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92152,367249,3535 SOUTHERN BOULEVARD,2004-09-01,YES,YES,YES,YES,1984-09-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,89627,367270,119 SOUTH COURT STREET SUITE A,2004-09-19,YES,YES,NO,YES,1984-09-19,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92927,367253,17951 JEFFERSON PARK ROAD,2004-10-15,YES,YES,YES,YES,1984-10-15,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,95177,367273,501 WEST SCHROCK ROAD SUITE 350,2004-10-15,YES,YES,YES,YES,1984-10-15,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,88952,367256,4369 WHIPPLE AVENUE NW,2004-10-19,YES,YES,YES,YES,1984-10-19,Better Than Expected,4.5 - 5.0,Non - Profit Religious
Ohio,88327,367251,1100 LAKE AVENUE,2004-10-22,YES,YES,YES,YES,1984-10-22,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91027,367254,5335 FAR HILLS AVENUE SUITE 103,2004-10-23,YES,YES,YES,YES,1984-10-23,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94402,367261,5520 MONROE ST,2004-10-24,YES,YES,YES,YES,1984-10-24,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,93577,367260,835 NORTH WILLIAMS STREET,2004-10-30,YES,YES,NO,YES,1984-10-30,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,89927,367268,430 SOUTH MAIN STREET,2004-10-30,YES,YES,YES,YES,1984-10-30,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,94577,367262,1440 SOUTH BYRNE ROAD,2004-11-21,YES,YES,YES,YES,1984-11-21,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89127,367271,2077 WESTERN AVENUE,2005-01-08,YES,YES,YES,YES,1985-01-08,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,95002,367269,1450 COLUMBUS AVENUE SUITE 102,2005-01-15,YES,YES,YES,YES,1985-01-15,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88902,367290,2821 WOODLAWN AVENUE NW,2005-07-01,YES,YES,YES,YES,1985-07-01,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,94077,367238,1081 FAIRINGTON STREET,2005-07-15,YES,YES,YES,YES,1985-07-15,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,89377,367296,4700 EAST GALBRAITH ROAD SUITE 300,2005-08-06,YES,YES,YES,YES,1985-08-06,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94727,367299,81 ROBIN HOOD LANE SUITE A,2005-08-22,YES,YES,YES,YES,1985-08-22,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93377,367400,28 EXECUTIVE DRIVE,2005-09-04,YES,YES,YES,YES,1985-09-04,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Ohio,88602,367404,701 SOUTH MAIN STREET,2005-09-18,YES,YES,YES,YES,1985-09-18,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92302,367401,121 WEST HIGH STREET 4TH FLOOR,2005-09-23,YES,YES,YES,YES,1985-09-23,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,91627,367403,1220 NORTH MARKET STREET,2005-10-01,YES,YES,YES,YES,1985-10-01,Worse Than Expected,1.0 - 2.5,Non - Profit Other
Ohio,94302,367405,1122 EAST SPRING STREET,2005-10-24,YES,YES,YES,YES,1985-10-24,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,88302,367415,663 EAST MAIN STREET,2006-03-25,YES,YES,YES,YES,1986-03-25,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,92327,367417,959 WEST NORTH STREET,2007-01-01,YES,YES,YES,YES,1987-01-01,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,92877,367423,9485 MENTOR AVENUE,2007-04-09,YES,YES,YES,YES,1987-04-09,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,94977,367424,4510 RICHMOND ROAD,2007-05-13,YES,YES,YES,YES,1987-05-13,Better Than Expected,4.5 - 5.0,Proprietary
Ohio,91277,367426,899 E IRON AVENUE SUITE 2,2007-09-01,YES,YES,YES,YES,1987-09-01,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,93002,367429,25 INDIANA AVENUE,2008-01-20,YES,YES,YES,YES,1988-01-20,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Ohio,93977,367428,1313 WEST BOGART ROAD SUITE B,2008-02-12,YES,YES,YES,YES,1988-02-12,Not Available,,Proprietary
Ohio,88427,367433,875 WEST MAIN STREET,2008-06-23,YES,YES,YES,YES,1988-06-23,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88102,367440,ONE PERKINS SQUARE,2008-10-05,YES,NO,YES,YES,1988-10-05,Not Available,,Proprietary
Ohio,93902,367442,68150 BAYBERRY DRIVE,2009-02-23,YES,YES,YES,YES,1989-02-23,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91752,367444,5420 STATE ROUTE 571,2009-03-13,YES,YES,YES,YES,1989-03-13,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94277,367447,1111 NORTH PLUM STREET SUITE 4,2009-07-05,YES,YES,YES,YES,1989-07-05,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91327,367448,6479 REFLECTIONS DRIVE SUITE 100,2009-07-07,YES,YES,YES,YES,1989-07-07,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89127,367455,24 STAR DRIVE,2005-02-15,YES,YES,YES,YES,1990-02-15,Better Than Expected,4.5 - 5.0,Proprietary
Ohio,90252,367462,255 EAST MAIN STREET,2006-06-11,YES,YES,YES,YES,1991-06-11,Not Available,,Non - Profit Other
Ohio,92902,367471,9009 SPRINGBORO PIKE,2006-11-07,YES,YES,YES,YES,1991-11-07,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93252,367475,1865 TAMARACK ROAD SUITE B,2007-02-03,YES,YES,YES,YES,1992-02-03,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,92552,367481,380 NORTH MAIN STREET SUITE L102,2007-04-24,YES,YES,YES,YES,1992-04-24,Not Available,,Proprietary
Ohio,90577,367489,1120 POLARIS PARKWAY SUITE 204,2007-06-05,YES,YES,YES,YES,1992-06-05,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93352,367496,12333 RIDGE ROAD,2007-07-08,YES,YES,YES,YES,1992-07-08,Not Available,,Proprietary
Ohio,95477,367500,4891 BELMONT AVENUE,2007-10-07,YES,YES,YES,YES,1992-10-07,Worse Than Expected,1.0 - 2.5,Proprietary
Ohio,90827,367505,18 CHILDREN'S PLAZA,2007-12-01,YES,YES,YES,NO,1992-12-01,Not Available,,Non - Profit Private
Ohio,91452,367503,26250 EUCLID AVENUE SUITE 901,2007-12-10,YES,YES,YES,YES,1992-12-10,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90902,367510,6520 POE AVENUE SUITE 100,2008-02-16,YES,YES,YES,YES,1993-02-16,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,91702,367518,979 TIBBETTS-WICK ROAD SUITE A,2008-04-27,YES,YES,YES,YES,1993-04-27,Worse Than Expected,1.0 - 2.5,Non - Profit Religious
Ohio,92777,367520,1900 INDIAN WOODS CIRCLE SUITE 100A,2008-04-27,YES,YES,YES,YES,1993-04-27,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92777,367519,1605 HOLLAND ROAD SUITE A1,2008-05-05,YES,YES,YES,YES,1993-05-05,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92977,367527,50 WEST TECHNE CENTER DRIVE SUITE J,2008-06-03,YES,YES,YES,YES,1993-06-03,Not Available,,Proprietary
Ohio,94427,367523,40 FAIR LANE,2008-07-08,YES,YES,YES,YES,1993-07-08,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,92427,367529,10920 LOVELAND MADEIRA ROAD SUITE 2 E,2008-08-13,YES,NO,NO,YES,1993-08-13,Not Available,,Proprietary
Ohio,94577,367530,1730 SOUTH REYNOLDS ROAD,2008-09-01,YES,YES,YES,YES,1993-09-01,Same As Expected,3.0 - 4.0,Non - Profit Other
Ohio,94702,367535,1003 FRANKLIN AVENUE SUITE 1,2008-09-15,YES,YES,YES,YES,1993-09-15,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92927,367533,7055 ENGLE ROAD BUILDING 2,2008-10-21,YES,YES,YES,YES,1993-10-21,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88777,367537,127 BLAKESLEE AVENUE,2008-10-26,YES,YES,YES,YES,1993-10-26,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,89902,367542,2060 SOUTH TAYLOR ROAD SUITE 101,2008-11-02,YES,YES,YES,YES,1993-11-02,Not Available,,Proprietary
Ohio,88877,367551,6715 TIPPECANOE BUILDING E SUITE 201,2008-11-22,YES,YES,YES,YES,1993-11-22,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,92252,367543,1566 MONMOUTH STREET SUITE 201,2008-11-24,YES,YES,YES,YES,1993-11-24,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89627,367546,164 WEST MAIN STREET,2008-12-13,YES,YES,YES,YES,1993-12-13,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90752,367549,2497 STATE ROAD,2008-12-17,YES,YES,YES,YES,1993-12-17,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88452,367548,23611 CHAGRIN BLVD SUITE 130,2008-12-21,YES,YES,YES,YES,1993-12-21,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90452,367553,6555 BUSCH BLVD SUITE 200,2008-12-21,YES,YES,YES,YES,1993-12-21,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,88177,367547,1815 WEST MARKET STREET SUITE 303,2008-12-27,YES,YES,YES,YES,1993-12-27,Worse Than Expected,1.0 - 2.5,Non - Profit Private
Ohio,95302,367564,38879 MENTOR AVENUE SUITE A,2009-01-04,YES,YES,YES,YES,1994-01-04,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,95252,367556,8407 HAYPORT ROAD,2009-01-06,YES,YES,YES,YES,1994-01-06,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90452,367557,6500 BUSCH BOULEVARD SUITE 210,2009-01-24,YES,YES,YES,YES,1994-01-24,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92677,367562,1065 DELAWARE AVENUE SUITE B,2009-03-02,YES,YES,YES,YES,1994-03-02,Same As Expected,3.0 - 4.0,Proprietary
Ohio,95502,367573,1206 A BRANDYWINE BLVD,2009-03-08,YES,YES,YES,YES,1994-03-08,Better Than Expected,4.5 - 5.0,Proprietary
Ohio,93702,367571,1220 GAY STREET,2009-04-13,YES,YES,YES,YES,1994-04-13,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89177,367569,660 LINCOLN AVENUE,2009-04-14,YES,YES,YES,NO,1994-04-14,Not Available,,Non - Profit Private
Ohio,93602,367567,27062 OAKMEAD DRIVE SUITE B,2009-04-18,YES,YES,YES,YES,1994-04-18,Not Available,,Proprietary
Ohio,94852,367570,1157 WESTWOOD DRIVE,2009-04-18,YES,YES,YES,YES,1994-04-18,Not Available,,Non - Profit Private
Ohio,91502,367566,3090 WEST MARKET STREET SUITE 116,2009-04-25,YES,YES,YES,NO,1994-04-25,Not Available,,Proprietary
Ohio,88827,367576,43 KENNEDY DRIVE,2009-05-19,YES,YES,YES,YES,1994-05-19,Not Available,,Proprietary
Ohio,92777,367582,3600 BRIARFIELD BLVD,2009-06-07,YES,YES,YES,YES,1994-06-07,Same As Expected,3.0 - 4.0,Proprietary
Ohio,90927,367592,6937 NORTH MAIN STREET,2009-07-25,YES,YES,YES,YES,1994-07-25,Not Available,,Proprietary
Ohio,88827,367593,39 SUMMIT COURT,2009-07-26,YES,YES,YES,YES,1994-07-26,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94177,367591,501 WASHINGTON STREET SUITE 13,2009-08-02,YES,NO,NO,YES,1994-08-02,Not Available,,Proprietary
Ohio,93177,367590,4130 GALLIA STREET,2009-08-10,YES,YES,YES,YES,1994-08-10,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92777,367587,1625 INDIAN WOOD CIRCLE,2009-08-11,YES,YES,YES,YES,1994-08-11,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91252,367594,1206 EAST MAIN STREET,2009-09-06,YES,YES,YES,YES,1994-09-06,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89527,367595,11260 CHESTER ROAD SUITE 260,2009-09-27,YES,YES,YES,YES,1994-09-27,Same As Expected,3.0 - 4.0,Proprietary
Ohio,89202,367608,2373 HARRISON AVENUE,2009-10-22,YES,YES,YES,YES,1994-10-22,Not Available,,Non - Profit Religious
Ohio,92577,367603,1298 ASHLAND ROAD,2009-11-01,YES,YES,NO,YES,1994-11-01,Not Available,,Proprietary
Ohio,94327,367607,2199 SUNSET BLVD SUITE B,2009-11-02,YES,YES,NO,NO,1994-11-02,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,92327,367611,920 WEST MARKET STREET SUITE 202,2009-11-17,YES,YES,YES,YES,1994-11-17,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93902,367606,280 EAST MAIN STREET,2009-11-22,YES,YES,YES,YES,1994-11-22,Worse Than Expected,1.0 - 2.5,Proprietary
Ohio,90002,367615,404 E WILSON BRIDGE ROAD SUITE H,2009-11-23,YES,YES,YES,YES,1994-11-23,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,89377,367628,4700 EAST GALBRAITH ROAD SUITE 300,2009-12-02,YES,YES,YES,YES,1994-12-02,Not Available,,Proprietary
Ohio,93777,367613,1653 BRICE ROAD LOWER LEVEL,2009-12-12,YES,YES,YES,YES,1994-12-12,Not Available,,Proprietary
Ohio,88452,367617,27100 CEDAR ROAD,2009-12-12,YES,YES,YES,YES,1994-12-12,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,90202,367625,4076 EAST MAIN STREET,2010-01-09,YES,YES,YES,NO,1995-01-09,Not Available,,Proprietary
Ohio,95402,367624,3727 FRIENDSVILLE ROAD SUITE 4,2010-01-10,YES,YES,YES,YES,1995-01-10,Same As Expected,3.0 - 4.0,Government - Local
Ohio,90402,367614,1341 SOUTH HAMILTON ROAD,2010-01-20,YES,NO,NO,YES,1995-01-20,Not Available,,Proprietary
Ohio,91327,367612,3140 LILLY MAR COURT,2010-01-25,YES,NO,NO,YES,1995-01-25,Not Available,,Proprietary
Ohio,93252,367323,900 SHARON VALLEY ROAD,2010-02-22,YES,YES,YES,YES,1995-02-22,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92452,367633,205 NORTH STREET,2010-02-24,YES,YES,YES,YES,1995-02-24,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92302,367630,1518 NORTH MAIN STREET SUITE 1,2010-03-10,YES,YES,YES,YES,1995-03-10,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88852,367324,2146 SOUTHGATE PARKWAY,2010-04-14,YES,YES,YES,YES,1995-04-14,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92052,367634,4807 ROCKSIDE RD SUITE 110,2010-05-04,YES,YES,YES,YES,1995-05-04,Same As Expected,3.0 - 4.0,Proprietary
Ohio,92377,367639,56 SOUTH OAK STREET,2010-05-12,YES,YES,YES,YES,1995-05-12,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,89527,367645,11275 SPRINGFIELD PIKE,2010-05-17,YES,YES,YES,YES,1995-05-17,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,90677,367643,380 BROWN'S LANE SUITE 7,2010-05-23,YES,YES,NO,YES,1995-05-23,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91977,367653,1275 NORTH HIGH STREET,2010-06-01,YES,YES,YES,YES,1995-06-01,Same As Expected,3.0 - 4.0,Government - State/ County
Ohio,89027,367325,190 B EAST SPRING VALLEY PIKE,2010-06-19,YES,YES,YES,YES,1995-06-19,Not Available,,Proprietary
Ohio,88677,367650,10 PINEBROOK DRIVE,2010-06-27,YES,YES,YES,YES,1995-06-27,Not Available,,Non - Profit Religious
Ohio,89627,367658,THE HERALD SQUARE 774 NORTH COURT STREET,2010-06-30,YES,YES,YES,YES,1995-06-30,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94577,367657,1932 BIRCHWOOD AVENUE,2010-08-07,YES,NO,NO,YES,1995-08-07,Not Available,,Non - Profit Private
Ohio,89827,367662,13815 KINSMAN AVENUE,2010-08-24,YES,YES,YES,YES,1995-08-24,Not Available,,Government - State/ County
Ohio,92727,367668,7566 CENTRAL PARKE BLVD,2010-12-04,YES,YES,YES,YES,1995-12-04,Not Available,,Proprietary
Ohio,90502,367671,2931 EAST DUBLIN GRANVILLE ROAD SUITE 170,2011-03-22,YES,YES,YES,YES,1996-03-22,Not Available,,Proprietary
Ohio,90552,367683,7654 CROSSWOODS DRIVE,2011-05-25,YES,YES,NO,YES,1996-05-25,Not Available,,Proprietary
Ohio,90327,367679,3380 TREMONT ROAD,2011-06-05,YES,YES,YES,YES,1996-06-05,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,88452,367684,ONE DAVID N MYERS PARKWAY,2011-06-26,YES,YES,YES,YES,1996-06-26,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,91427,367680,800 MIDDLE AVENUE,2011-06-27,YES,NO,NO,YES,1996-06-27,Not Available,,Proprietary
Ohio,88952,367329,3976 FULTON DRIVE SUITE C,2011-07-09,YES,YES,YES,YES,1996-07-09,Not Available,,Proprietary
Ohio,88452,367678,23360 CHAGRIN BLVD SUITE 206,2011-07-18,YES,YES,YES,YES,1996-07-18,Not Available,,Proprietary
Ohio,91502,367681,2855 WEST MARKET STREET SUITE 119,2011-07-30,YES,NO,NO,YES,1996-07-30,Not Available,,Proprietary
Ohio,93977,367691,5420 MILAN ROAD,2011-09-04,YES,YES,YES,YES,1996-09-04,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,93327,367696,1177 SOUTH MAIN STREET,2011-09-12,YES,YES,YES,YES,1996-09-12,Better Than Expected,4.5 - 5.0,Proprietary
Ohio,88027,367331,1200 SOUTH MAIN STREET,2011-09-30,YES,YES,YES,YES,1996-09-30,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,88127,367713,1077 GORGE BLVD,2011-12-19,YES,YES,YES,YES,1996-12-19,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,89077,367723,831 SOUTH STREET,2011-12-26,YES,YES,YES,YES,1996-12-26,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91102,367711,280 WALDEN WAY,2012-01-01,YES,YES,YES,NO,1997-01-01,Same As Expected,3.0 - 4.0,Proprietary
Ohio,95252,367720,7318 OHIO RIVER ROAD,2012-01-09,YES,YES,YES,YES,1997-01-09,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94177,367733,501 WASHINGTON STREET SUITE 13,2012-02-14,YES,NO,NO,YES,1997-02-14,Not Available,,Proprietary
Ohio,94752,367725,1800 NORTH WATER STREET,2012-03-14,YES,YES,NO,YES,1997-03-14,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93302,367732,2200 MILTON BOULEVARD,2012-03-27,YES,YES,YES,YES,1997-03-27,Not Available,,Proprietary
Ohio,94502,367730,3425 EXECUTIVE PARKWAY SUITE 206,2012-04-09,YES,YES,YES,YES,1997-04-09,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91452,367731,27691 EUCLID AVENUE SUITE B1,2012-05-07,YES,YES,NO,YES,1997-05-07,Not Available,,Proprietary
Ohio,91502,367734,3009 SMITH ROAD #25,2012-05-08,YES,YES,YES,YES,1997-05-08,Same As Expected,3.0 - 4.0,Proprietary
Ohio,88402,367741,5525 SILICA ROAD,2012-05-16,YES,YES,YES,YES,1997-05-16,Same As Expected,3.0 - 4.0,Non - Profit Religious
Ohio,89377,367743,5150 E GALBRAITH ROAD 2ND FLOOR,2012-05-20,YES,YES,YES,YES,1997-05-20,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93777,367736,6430 E MAIN STREET SUITE 201,2012-05-28,YES,YES,YES,YES,1997-05-28,Not Available,,Proprietary
Ohio,92852,367737,5075 WINDFALL ROAD,2012-06-04,YES,YES,YES,YES,1997-06-04,Same As Expected,3.0 - 4.0,Non - Profit Private
Ohio,92827,367742,63044 US HIGHWAY 50,2012-07-02,YES,YES,NO,YES,1997-07-02,Not Available,,Proprietary
Ohio,93227,367744,1041 OLD US HWY 52 SUITE F,2012-07-14,YES,YES,YES,YES,1997-07-14,Not Available,,Proprietary
Ohio,88402,367746,60 NORTH CANFIELD-NILES ROAD SUITE 500,2012-07-24,YES,YES,YES,YES,1997-07-24,Same As Expected,3.0 - 4.0,Proprietary
Ohio,93327,367754,339 EAST MAPLE STREET SUITE 110,2012-08-29,YES,YES,YES,YES,1997-08-29,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91827,367755,5130 PRINCETON GLENDALE ROAD,2012-09-02,YES,YES,YES,YES,1997-09-02,Worse Than Expected,1.0 - 2.5,Proprietary
Ohio,95227,367758,24500 CENTER RIDGE ROAD,2013-10-19,YES,YES,YES,YES,1998-10-19,Same As Expected,3.0 - 4.0,Proprietary
Ohio,91652,367762,1480 JACKSON PIKE,2014-06-17,YES,YES,NO,YES,1999-06-17,Same As Expected,3.0 - 4.0,Proprietary
Ohio,94902,367761,295 WEATHERSTONE DRIVE SUITE C,2014-06-30,YES,YES,YES,YES,1999-06-30,Not Available,,Proprietary
