CertificationNO,Provider Name,State
397129,COVENANT HOME CARE,PA
397130,VNA OF NORTHWEST PA,PA
397133,LUTHERAN HOME CARE & HOSPICE,PA
397134,FAYETTE HOME CARE,PA
397135,WAYNE MEM HOSP DEPT OF HH SRVC,PA
397138,WASHINGTON HEALTH SYSTEM GREEN HOME CARE,PA
397139,AMEDISYS HOME HEALTH OF PA,PA
397141,FORBES HOSPICE,PA
397144,HOME CARE DEPT DEL CO MEM HOSP,PA
397145,ABINGTON MEMORIAL HOSPITAL  HOME CARE,PA
397157,GREAT LAKES HOME HEALTHCARE,PA
397167,ALLIED SERVICES HOME HEALTH,PA
397173,BROOKVILLE/NEW BETHLEHEM HOME HEALTH CARE,PA
397183,INTERIM HEALTHCARE PITTSBURGH,PA
397184,HELPING HAND HOME HEALTH SERVICES,PA
397188,HEARTLAND HH CARE AND HOSPICE,PA
397196,HOME HEALTH AND HOSPICE CARE,PA
397197,EPIC HEALTH SERVICES (PA) LLC,PA
397202,INTERIM HEALTHCARE MID ATLANTIC,PA
397203,WISSAHICKON HOSPICE,PA
397212,PERSONAL TOUCH HOME CARE OF PA - BALA CYNWYD,PA
397214,SCHUYLKILL HEALTH HOME HEALTH,PA
397221,FAMILY HOME HEALTH SERVICES,PA
397231,JEANES HOME HEALTH,PA
397237,GENTIVA HEALTH SERVICES,PA
397248,ELLWOOD CITY HOSPITAL HHA,PA
397250,HOLY SPIRIT HOSP OF THE SISTERS OF CHRISTIAN CHARI,PA
397255,ABBY HEALTH CARE INC,PA
397259,CARE AT HOME PREFERRED INC.,PA
397265,ARIA HOME HEALTH,PA
397266,TITUSVILLE AREA HOSP HH DEPT,PA
397272,BERWICK HOME HEALTH,PA
397278,CARE UNLIMITED INC,PA
397282,HOME HEALTH SPECIALISTS INC,PA
397286,GOLDEN CARE OF NORTHEAST PA,PA
397292,NASON HOSP HOME HEALTH AGENCY,PA
397294,ST BARNABAS HOME CARE DEPARTMENT,PA
397302,TRI COUNTY HOME HEALTH,PA
397307,ATLANTIC HOME CARE AND HOSPICE,PA
397310,CARE UNLIMITED INC,PA
397311,INTERIM HEALTHCARE JOHNSTOWN,PA
397400,BRANDYWINE RIVER VALLEY HOME HEALTH,PA
397401,AMEDISYS HOME HEALTH,PA
397406,CONEMAUGH HOME HEALTH,PA
397413,PERSONAL HEALTH CARE INC,PA
397422,GENTIVA HEALTH SERVICES,PA
397427,ALLEGHENY HOME HEALTH,PA
397436,EINSTEIN MONTGOMERY HOME HEALTH,PA
397442,WINDBER HOME HEALTH AGENCY,PA
397449,ALL CARE HOME CARE,PA
397452,DUBOIS REGIONAL MED HH SERVICE,PA
397455,LEHIGH VALLEY HOME CARE HAZLETON,PA
397456,EPIC HEALTH SERVICES (EAST),PA
397457,INTERIM HEALTHCARE SERVICES INC,PA
397458,CAMBRIA HOME HEALTH INC,PA
397466,PERSONAL CARE HH SRVCS,PA
397471,WELLSPAN VNA HOMECARE,PA
397472,SOUTHEASTERN HEALTH SERVICES OF PA,PA
397474,MEMORIAL WHITE ROSE HOME HEALTH,PA
397477,INTERIM HEALTHCARE NORTHEAST,PA
397478,CHARLES COLE MEMORIAL HOSPITAL  HOME HEALTH,PA
397481,CHILDRENS HOSP HOME CARE,PA
397486,HOMEBOUND HEALTH SERVICES INC,PA
397495,HEALTH CALLS,PA
397500,LANDMARK HOME HEALTH CARE,PA
397502,ASSOCIATED FAMILY HOME CARE,PA
397505,KEN-CREST HOME HEALTH AGENCY,PA
397509,NUCHOICE HEALTH PARTNERS,PA
397510,PREFERRED HH CARE CORPORATION,PA
397512,FAMILY HOME MEDICAL,PA
397521,SUPERIOR HEALTH SERVICES INC,PA
397533,BAYADA HOME HEALTH CARE INC,PA
397537,TAYLOR HOSPITAL HOME HEALTH AGENCY,PA
397547,LIFELINE HOME HEALTH INC,PA
397559,JORPAT NURSING SERVICES INC,PA
397562,PERSONAL TOUCH HC OF PA PITTS,PA
397564,IN-HOME CARE SERVICES,PA
397565,LOVING CARE AGENCY OF PITTSBURGH,PA
397575,ST LUKE'S MINERS MEM HOME CARE,PA
397578,PATIENT CARE,PA
397583,PEDIATRIC SERVICES OF AMERICA,PA
397585,VISITING NURSE ASSOCIATION OF CENTRAL PA INC,PA
397587,RX HOME CARE INC,PA
397588,MARSCARE,PA
397598,BAYADA HOME HEALTH CARE INC,PA
397603,MILLENIUM HOME HEALTH CARE INC,PA
397605,PSA HEALTHCARE,PA
397607,MEDI HOME HEALTH AGENCY INC,PA
397611,COMMONWEALTH HOME HEALTH OF MOSES TAYLOR,PA
397613,PROGRESSIVE HOME HEALTH INC,PA
397616,HEARTLAND HH CARE AND HOSPICE,PA
397617,LEHIGH VALLEY VISITING NRS INC,PA
397622,HELPSOURCE HOME HEALTH SERVICE,PA
397623,ACCUCARE HOME NURSING INC,PA
397624,RENAISSANCE HOME CARE INC,PA
397626,COMPREHENSIVE MEDICAL HOME CARE,PA
397630,PERITECH HH ASSOCIATES INC,PA
397631,KANE COMMUNITY HOSP HOME HEALTH CARE,PA
397636,UPMC JEFFERSON REGIONAL HOME HEALTH,PA
397637,COMHAR VISITING NURSES,PA
397638,PARAGON HOME HEALTH CARE CORP,PA
397643,BAYADA HOME HEALTH CARE INC,PA
397644,CARVELL HOMECARE INC,PA
397645,CONTINUOUS HOME CARE INC,PA
397646,VISITING NURSE GROUP,PA
397647,INTERIM HEALTHCARE,PA
397650,IMMEDIATE HOMECARE INC,PA
397653,CRITICARE HOME CARE,PA
397654,CAREGIVERS PLUS HH CARE INC,PA
397655,VNA ALLIANCE,PA
397658,PRESTIGE HOME CARE AGENCY,PA
397662,HOME HEALTH CARE PROFESSIONALS,PA
397663,PSA HEALTHCARE,PA
397666,VIAQUEST HOME HEALTH LLC,PA
397668,COMMUNITY HOME HEALTH INC,PA
397672,INTERIM HEALTHCARE CENTRAL PA,PA
397674,PRN HOME HEALTH AGENCY LP,PA
397675,BAYADA HOME HEALTH CARE INC,PA
397677,PEDIATRIC SERVICES OF AMERICA,PA
397679,EXTENDED FAMILY CARE,PA
397698,TEAM HOME HEALTH,PA
397705,AT HOME HEALTH INC,PA
397706,PROFESSIONAL NURSING SERVICES INC,PA
397709,AMERICAN HOME NURSING INC,PA
397710,CARE PLUS HOME HEALTH SERVICES,PA
397711,MEADOWOOD HOME HEALTH AGENCY,PA
397712,ABRAMSON HOME CARE,PA
397713,HOME HEALTH SRVCS THORNE GROUP,PA
397714,SANDIN HOME HEALTH SERVICES,PA
397715,SACRED HEART VISITING NURSES,PA
397716,INTREPID USA HEALTHCARE SERVICES,PA
397717,CONCORDIA VISITING NURSES,PA
397718,GEISINGER HOME CARE,PA
397722,BAYADA HOME HEALTH CARE INC,PA
397726,CELTIC HOME HEALTH,PA
397728,CLEARFIELD COMMUNITY NURSES,PA
397733,PATHWAYS HEALTHCARE,PA
397736,INTERIM HEALTHCARE OF ERIE,PA
397740,HARLEYSVILLE PEDIATRIC HM CARE,PA
397742,HELPMATES HOME NURSES,PA
397743,EXTENDED FAMILY CARE-PITTSBRGH,PA
397744,EXTENDED FAMILY CARE,PA
397747,EXPERT HOME CARE,PA
397748,AROUND THE CLOCK NURSING INC,PA
397751,ELITE STAFFING SERVICES,PA
397754,COMFORT HOME CARE INC,PA
397756,EPIC HEALTH SERVICES (EAST),PA
397759,ADVANCED PERSONAL CARE LLC,PA
397760,CAREGIVERS HEALTH SERVICES,PA
397761,HEARTLAND HOME HEALTH CARE & HOSPICE SERVICES INC,PA
397763,BAYADA HOME HEALTH CARE INC,PA
397764,ANEW HOME HEALTH AGENCY,PA
397766,GEM HOME CARE INC,PA
397767,OMNI HOME CARE,PA
397770,BAYADA HOME HEALTH CARE INC,PA
397772,CONTINUUM PEDIATRIC NRSG SRVCS,PA
397774,TRADITIONAL HOME HEALTH AND HOSPICE LLC,PA
397776,ALLEN-LEAR HOME CARE ASSOC INC,PA
397777,SUPERIOR HEALTH INC,PA
397778,LOVING CARE PEDIATRIC HOME CARE,PA
397781,VITACARE HOME HEALTH INC,PA
397783,MAXIM HEALTHCARE SERVICES INC,PA
397784,ADVANCED HOME HEALTH CARE SPECIALISTS INC,PA
397785,HICKORY HOME HEALTH LLC,PA
397786,AT HOME REHAB LLC,PA
397788,BAYADA HOME HEALTH CARE INC,PA
397789,MAXIM HEALTHCARE SERVICES INC,PA
397791,BAYADA HOME HEALTH CARE INC,PA
397794,CARTER HEALTHCARE,PA
397795,NEW LIFE HOME HEALTH CARE AGENCY INC,PA
397796,OMNI HOME CARE,PA
397797,GOLDEN HEALTH SERVICES INC,PA
397798,OSPTA AT HOME,PA
397799,A SAMUEL'S CHRISTIAN HOME CARE,PA
398000,SUSQUEHANNA VALLEY HOME HEALTH CARE,PA
398001,REGIONAL HOME HEALTH AND HOSPICE,PA
398002,EMERALD HOME HEALTH,PA
398003,ENCOMPASS HOME HEALTH OF PENNSYLVANIA,PA
398005,KINDRED AT HOME,PA
398009,HERITAGE VISITING NURSE'S AGENCY,PA
398010,ERWINE HOME HEALTH AND HOSPICE,PA
398011,ANOVA HOME HEALTHCARE SERVICES INC,PA
398013,CAS HOME HEALTH CARE,PA
398016,MAXIM HEALTHCARE SERVICES INC,PA
398017,EPIC HEALTH SERVICES PA LLC,PA
398019,OMNI HOME CARE,PA
398020,SUCCESSFUL AGING INC,PA
398023,RESTA HOME HEALTH LLC,PA
398024,GALLAGHER HOME HEALTH SERVICES,PA
398025,ENCOMPASS HOME HEALTH OF PENNSYLVANIA,PA
398028,COMMUNITY CARE,PA
398030,OMNI HOME CARE,PA
398032,UNIQUE AID,PA
398033,ACT HOME HEALTH SERVICES INC,PA
398034,REVOLUTIONARY HOME HEALTH INC,PA
398035,BAYADA HOME HEALTH CARE INC,PA
398036,BROOKDALE HOME HEALTH OF PHILADELPHIA,PA
398037,ELITE HOME HEALTH CARE,PA
398039,COMPLETE HEALTHCARE SERVICES INC,PA
398040,PREMIER HOME CARE,PA
398041,MAYLATH VALLEY HEALTH SYSTEMS INC.,PA
398042,HEALTH1ST HOME HEALTH SERVICES,PA
398043,COMMUNITY NURSING AND HOME HEALTH,PA
398044,MAXIM HEALTHCARE SERVICES INC,PA
398045,MAXIM HEALTHCARE SERVICES INC,PA
398046,ADVANTAGE HOME HEALTH SERVICES,PA
398048,LIFESPRING HOME CARE OF PITTSBURGH,PA
398049,BAYADA HOME HEALTH CARE INC.,PA
398050,BAYADA HOME HEALTH CARE INC,PA
398051,ENCOMPASS HOME HEALTH OF PENNSYLVANIA,PA
398053,AT HOME INC,PA
398054,IN-HOME SOLUTIONS PLUS,PA
398055,MEDI HOME HEALTH AGENCY,PA
398056,INTERIM HEALTHCARE OF UNIONTOWN,PA
398057,PRN HOME HEALTH SERVICES,PA
398058,BETHLEN COMMUNITIES HOME HEALTH SERVICES,PA
398061,GUARDIAN HOME & COMMUNITY SERVICES INC,PA
398062,SOUTHEASTERN HOME CARE SERVICES OF PA LLC,PA
398063,SUPERIOR HOME HEALTH AND STAFFING INC,PA
398064,AMERIBEST HOME CARE INC.,PA
398065,MAXIM HEALTHCARE SERVICES,PA
398066,BETTER HOME CARE LLC,PA
398067,ANGEL'S TOUCH HOME CARE,PA
398068,COMMUNITY HOME HEALTH CARE INC,PA
398069,ALLEGHENY HEALTH NETWORK HELTHCARE AT HOME,PA
398070,VITAL SUPPORT HOME HEALTH CARE AGENCY INC,PA
398071,PARAMOUNT HOME HEALTH SERVICES,PA
398072,ANN'S CHOICE VISITING NURSE SERVICES,PA
398073,LOVING CARE AGENCY INC,PA
398074,EPIC HEALTH SERVICES OF PENNSYLVANIA,PA
398075,HUMAN TOUCH HOME HEALTH - ALLENTOWN,PA
398076,CAREGIVERS AMERICA HOME HEALTH SERVICES,PA
398077,BAYADA HOME HEALTH CARE INC,PA
398078,MAXIM HEALTHCARE SERVICES INC,PA
398080,DIVINE HEALTH CARE SERVICES,PA
398081,CRITICARE,PA
398082,TRI-CARE HOME CARE INC,PA
398084,HEALTHCARE STAT HOME CARE (HCSH),PA
398087,JEWISH ASSOCIATION OF AGING,PA
398088,TCM HOME HEALTH,PA
398089,FREEDOM HOME CARE LLC,PA
398090,INDEPENDENT HOME CARE AGENCY,PA
398093,ALLCARE HOME HEALTH INC,PA
398094,PREFERRED HOME HEALTH CARE AND NURSING,PA
398096,PEDIATRIA HEALTHCARE LLC,PA
398099,MORIARTY CERTIFIED HOME HEALTH CARE INC,PA
398100,KEYSTONE CARE LLC,PA
398101,BAYADA HOME HEALTH CARE INC,PA
398102,ASCENDANT HOME HEALTH CARE LLC,PA
398103,PHILADELPHIA HOME CARE AGENCY INC (PHCA),PA
398104,KINDEST CARE HEALTHCARE LLC,PA
398105,BAYADA HOME HEALTH CARE INC,PA
398107,BAYADA HOME HEALTH CARE INC,PA
398108,TRI-COUNTY NURSING LLC,PA
398110,AURORA HOME CARE INC,PA
398111,PAMPERING PLUS INC,PA
398112,MAIN LINE NURSES LLC,PA
398113,WESTARM HOMECARE,PA
398114,ADVANCE HOMEHEALTH CARE,PA
398115,LIBERTY AT HOME,PA
398116,MAXIM HEALTHCARE SERVICES INC,PA
398118,BAYADA HOME HEALTH CARE INC,PA
398120,COMMUNITY HOME NURSING AND THERAPY SERVICES INC,PA
398121,DEER MEADOWS HOME HEALTH AND SUPPORT SERVICES LLC,PA
398122,MAXIM HEALTHCARE SERVICES INC,PA
398123,MULTI CARE HOME HEALTH AGENCY INC,PA
398124,HEARTFELT HOME HEALTHCARE SERVICES INC,PA
398125,NEW PROVIDENCE HOME HEALTH CARE SERVICES,PA
398126,WESTERN PENNSYLVANIA HOME HEALTH ASSOCIATION,PA
398128,BAYADA PEDIATRICS,PA
398129,DYNAMIC HOME HEALTH CARE INC,PA
398130,HOME REMEDY SKILLED NURSING LLC,PA
398131,EKIDZCARE,PA
398132,MAXIM HEALTHCARE SERVICES INC,PA
398133,VILLAGE IN PLACE SERVICES A HOME HEALTHCARE PROVID,PA
398134,KINGS HOME HEALTHCARE INC,PA
398135,GRANE HOME HEALTH CARE INC,PA
398136,PEDIATRIA HEALTHCARE FOR KIDS,PA
398137,ADVANTAGE HOME HEALTH SERVICES LLC,PA
398138,SAFE HAVEN SKILLED SERVICES LLC,PA
398139,RELIANT HOME HEALTH AGENCY INC,PA
398140,REVOLUTIONARY HOME HEALTH SVC LLC,PA
398143,CREDENCE HOME CARE AGENCY INC,PA
398144,CELTIC HEALTHCARE OF NC PA LLC,PA
398146,AMEDISYS HOME HEALTH,PA
398147,FAMILY TO FAMILY HOME HEALTHCARE AGENCY LLC,PA
398148,A HOLY FAMILY HOME HEALTH,PA
398151,BAYADA HOME HEALTH CARE INC,PA
398152,SARAH CARE HOME HEALTH AGENCY,PA
398153,ADVANCE HOME HEALTHCARE INC,PA
398154,LINCOLN HEALTHCARE LLC,PA
398155,UTOPIA HOME CARE INC,PA
398156,EKIDZ CARE,PA
398157,PEDIATRIA HEALTHCARE FOR KIDS,PA
398158,BAYADA HOME HEALTH CARE INC,PA
398159,HOME TO STAY INC,PA
398161,BAYADA HOME HEALTH CARE INC,PA
398162,ATLANTIC HOME CARE INC,PA
398163,BAYADA HOME HEALTH CARE INC,PA
398164,AT HOME NURSING AND THERAPY SERVICES LLC,PA
398165,REDEEMER HOME HEALTH SERVICES LLC,PA
398166,LINKS2CARE,PA
398167,BAYADA HOME HEALTH CARE INC,PA
398168,QUALITY HEALTH CARE INC,PA
398169,A & E HOME CARE LLC,PA
398170,BAYADA HOME HEALTH CARE INC,PA
398171,HEART 2 HEART HOME HEALTH AGENCY,PA
398172,GOLDEN AGE HOME CARE  INC,PA
398173,PSA HEALTHCARE,PA
398174,ACHILLES HOME HEALTH,PA
398175,ALSM AT HOME HEALTH CARE,PA
398176,HELPING HAND HOME HEALTH CARE AGENCY INC,PA
398177,BAYADA PEDIATRICS,PA
398178,PRECISION HOME HEALTHCARE INC,PA
398179,SENIOR INDEPENDENCE OF SOUTHWESTERN PENNSYLVANIA,PA
398181,HELPING HAND NURSE LLC,PA
398182,BAYADA HOME HEALTH CARE INC,PA
398183,OMNI HOME CARE,PA
398184,CHAD HOME HEALTH AGENCY INC,PA
398185,AT PEACE HEALTH CARE AGENCY LLC,PA
398186,PROVIDENCE HOME HEALTH AGENCY INC,PA
398187,SALUS HEALTH INC,PA
398188,BELLO NURSES LLC,PA
398189,AMERICA'S HOME HEALTH SERVICES,PA
398190,CARE UNLIMITED INC,PA
398192,PERSONAL HOME HEALTH CARE,PA
398193,OSS HEALTH AT HOME,PA
398194,REGAL HOME HEALTH CARE SERVICES,PA
398195,FIRST HOPE HOME CARE AGENCY INC,PA
398196,BILOS MEGA CARE LLC,PA
398197,COMPREHENSIVE MEDICAL HOME CARE,PA
398199,RENAISSANCE HOME HEALTH,PA
398200,ARCADIA VISITING NURSES LLC,PA
398201,FIDELITY HOME HEALTH LLC,PA
398202,PRIORITY HOME CARE LLC,PA
398203,BLUE MOUNTAIN HOME HEALTH CARE INC,PA
398204,PREFERRED HOME HEALTH CARE & NURSING SERVICES INC,PA
398206,INTRINSIC INC,PA
398207,BRIDGES HOME HEALTH,PA
398208,BAYADA HOME HEALTH CARE INC,PA
398209,BAYADA HOME HEALTH CARE INC,PA
398211,DOCTOR'S CHOICE 4 CARE AT HOME LLC,PA
398212,MERCYFULL HOME HEALTH INC,PA
398213,PSA HEALTHCARE,PA
398214,HOME NURSING AGENCY & VISITING NURSE ASSOCIATION,PA
398215,ALWAYS INDEPENDENT INC,PA
398216,CAREPINE HOME HEALTH LLC,PA
398217,EPIC HEALTH SERVICES INC,PA
398218,JENNICARE HOME HEALTH SERVICES LLC,PA
398219,ANC HOMEHEALTH SERVICES,PA
398220,CARESENSE HOME HEALTH,PA
398221,ONE CARE INC,PA
398222,SPIRITCARE LUTHERAN HOME CARE & HOSPICE,PA
398223,MOG HOME HEALTHCARE SERVICES,PA
398224,FOREVER YOUNG HOME CARE AGENCY INC,PA
398225,ADVANTANGE HOME HEALTH SERVICES EAST LLC,PA
398226,PROGRESSIVE HEALTH INC,PA
398227,ULTIMATE HOME HEALTH CARE LLC,PA
398228,GRANE HOME HEALTH CARE,PA
398229,PEDIATRIA HEALTHCARE FOR KIDS,PA
398230,BAYADA PEDIATRICS,PA
398231,HARMONY HOME HEALTHCARE,PA
398232,GRANE HOME HEALTH CARE,PA
398233,EKIDZCARE,PA
398234,SKYLINE HOME HEALTH CARE,PA
398235,PERITECH HOME HEALTH ASSOCIATES INC,PA
398236,EVERYDAY HOME CARE LLC,PA
398237,RAPHA HOME HEALTHCARE INC,PA
398238,MAXIM HEALTHCARE SERVICES INC,PA
398239,PSA HEALTHCARE,PA
398240,DARLING'S HOME CARE,PA
398241,REVOLUTIONARY HOME HEALTH INC,PA
398242,GUARDIAN HOME & COMMUNITY SERVICES,PA
398243,LEHIGH VALLEY THERAPY INC,PA
398244,BACI HOME HEALTH CARE LLC,PA
398245,GUARDIAN HOME & COMMUNITY SERVICES,PA
398246,BAYADA PEDIATRICS,PA
398247,ALMA HEATLH SKILLED SERVICES LLC,PA
398248,INTERGRATED HOME HEALTH,PA
398249,EKIDZCARE,PA
398250,CAREGIVERS AMERICA HOME HEALTH SERVICES LLC,PA
398251,BAYADA HOME HEATLH CARE INC,PA
398252,EKIDZCARE,PA
398254,DUNWOODY AT HOME / DUNWOODY HOMECARE,PA
398255,CAREPINE HOME HEALTH LLC,PA
