state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Nevada,84652,297068,2968 EAST RUSSELL ROAD,2010-04-12,YES,YES,YES,YES,1995-04-12,Better Than Expected,4.5 - 5.0,Proprietary
Nevada,84677,297070,3530 E FLAMINGO RD STE 270,2010-05-30,YES,YES,YES,YES,1995-05-30,Worse Than Expected,1.0 - 2.5,Proprietary
Nevada,84577,297078,2575 MONTESSOURI STREET #100,2011-02-28,YES,YES,YES,YES,1996-02-28,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297081,3030 S JONES BLVD STE 108,2011-12-12,YES,YES,YES,YES,1996-12-12,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297080,2325A RENAISSANCE DRIVE,2012-01-13,YES,YES,YES,YES,1997-01-13,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84527,297082,2770 S MARYLAND PKWY SUITE 215,2012-04-09,YES,YES,YES,YES,1997-04-09,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297085,1771 EAST FLAMINGO RD STE 220,2012-07-14,YES,NO,NO,YES,1997-07-14,Not Available,,Proprietary
Nevada,84652,297091,6270 MCLEOD DR STE 100,2014-08-12,YES,YES,YES,YES,1999-08-12,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84352,297092,2900 W HORIZON RIDGE #121,2014-10-12,YES,YES,YES,YES,1999-10-12,Not Available,,Proprietary
Nevada,84852,297095,5506 S FORT APACHE RD STE 100,2002-11-13,YES,YES,YES,YES,2000-11-13,Not Available,,Proprietary
Nevada,84802,297096,2865 S JONES,2003-10-24,YES,YES,YES,YES,2001-10-24,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84702,297097,8685 SOUTH EASTERN AVE STE A,2003-11-29,YES,YES,YES,YES,2001-11-29,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84527,297098,2770 S MARYLAND PKWY STE 402,2004-03-27,YES,YES,YES,YES,2002-03-27,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84602,297099,6325 SOUTH RAINBOW BLVD,2004-11-18,YES,YES,YES,YES,2002-11-18,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84852,297100,6045 S FORT APACHE RD STE 110,2005-01-03,YES,YES,YES,YES,2003-01-03,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84852,297102,6080 S FORT APACHE ROAD STE 105,2005-02-27,YES,YES,YES,YES,2003-02-27,Not Available,,Proprietary
Nevada,84652,297103,4035 E POST RD,2005-08-07,YES,YES,YES,YES,2003-08-07,Better Than Expected,4.5 - 5.0,Proprietary
Nevada,84652,297104,2721 E RUSSELL RD,2005-09-05,YES,YES,YES,YES,2003-09-05,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297105,2995 SOUTH JONES BLVD SUITE A,2005-09-17,YES,YES,YES,YES,2003-09-17,Not Available,,Proprietary
Nevada,84452,297106,720 EAST CHARLESTON BLVD STE  #110,2005-10-14,YES,YES,YES,YES,2003-10-14,Same As Expected,3.0 - 4.0,Non - Profit Private
Nevada,84352,297107,870 SEVEN HILLS DR STE 202,2005-10-16,YES,YES,YES,YES,2003-10-16,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297108,3213 W CHARLESTON BLVD STE 105,2005-12-19,YES,YES,YES,YES,2003-12-19,Not Available,,Proprietary
Nevada,84852,297109,2820 W CHARLESTON BLVD STE 41,2006-02-13,YES,YES,YES,YES,2004-02-13,Not Available,,Proprietary
Nevada,84502,297112,1210 SOUTH VALLEY VIEW STE 114,2006-04-28,YES,YES,YES,YES,2004-04-28,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297111,4560 S EASTERN AVE STE B-15,2006-05-21,YES,YES,YES,YES,2004-05-21,Not Available,,Proprietary
Nevada,84427,297113,6376 W SPRING MOUNTAIN RD STE 4,2006-06-24,YES,YES,YES,YES,2004-06-24,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84852,297115,6080 S FORT APACHE STE 105,2006-12-09,YES,YES,YES,YES,2004-12-09,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297116,2500 W SAHARA AVE STE 107,2006-12-16,YES,YES,YES,YES,2004-12-16,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84577,297118,2578 BELCASTRO ST STE 102,2007-02-16,YES,YES,YES,YES,2005-02-16,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297120,2810 WEST CHARLESTON BLVD SUITE E45,2007-03-17,YES,YES,YES,YES,2005-03-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297121,1421 E. SUNSET ROAD STE 12,2007-04-21,YES,YES,YES,YES,2005-04-21,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297122,1401 S ARVILLE STREET SUITE G,2007-08-18,YES,YES,YES,YES,2005-08-18,Not Available,,Proprietary
Nevada,84477,297123,801 SOUTH RANCHO DRIVE SUITE A-2,2007-10-06,YES,YES,YES,YES,2005-10-06,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84577,297124,6960 O'BANNON DR STE 110,2007-11-02,YES,YES,YES,YES,2005-11-02,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84277,297125,2620 RUBY VISTA DRIVE,2008-01-17,YES,YES,YES,YES,2006-01-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84327,297126,38 S WATER ST STE 100,2008-07-14,YES,YES,YES,YES,2006-07-14,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297127,2001 S RAINBOW BLVD STE 180,2008-08-29,YES,YES,YES,YES,2006-08-29,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297128,1945 E WARM SPRINGS RD,2008-09-12,YES,YES,YES,YES,2006-09-12,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297130,1412 S DECATUR BLVD,2008-10-17,YES,YES,YES,YES,2006-10-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297131,6785-3 S EASTERN AVE,2008-11-09,YES,YES,YES,YES,2006-11-09,Not Available,,Proprietary
Nevada,84852,297132,8945 W POST ROAD STE 100A,2009-01-24,YES,YES,YES,YES,2007-01-24,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297134,1210 S VALLEY VIEW BLVD SUITE 100,2009-02-06,YES,YES,YES,YES,2007-02-06,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297133,6206 W DESERT INN RD STE B,2009-03-02,YES,YES,YES,YES,2007-03-02,Not Available,,Proprietary
Nevada,84427,297136,3885 S DECATUR BLVD STE 1060,2009-04-10,YES,YES,YES,YES,2007-04-10,Not Available,,Proprietary
Nevada,84427,297135,4850 WEST FLAMINGO ROAD,2009-04-12,YES,YES,YES,YES,2007-04-12,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297137,2675 SOUTH JONES BLVD #113,2009-05-30,YES,YES,YES,YES,2007-05-30,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84752,297138,3281 N DECATUR BLVD STE 130,2009-06-28,YES,YES,YES,YES,2007-06-28,Not Available,,Proprietary
Nevada,84702,297140,8940 SOUTH MARYLAND PARKWAY SUITE 400,2010-02-05,YES,YES,YES,YES,2008-02-05,Not Available,,Proprietary
Nevada,84677,297141,3530 E FLAMINGO RD STE 105,2010-02-22,YES,YES,YES,YES,2008-02-22,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84427,297145,3815 S JONES BLVD SUITE 1A & B,2010-02-25,YES,YES,YES,YES,2008-02-25,Not Available,,Proprietary
Nevada,84402,297139,3110 S VALLEY VIEW BLVD STE 205,2010-02-26,YES,YES,YES,YES,2008-02-26,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84852,297143,9315 W SUNSET ROAD STE 101,2010-03-28,YES,YES,YES,YES,2008-03-28,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84602,297142,3275 W ALI BABA LN STE 506,2010-04-04,YES,YES,YES,YES,2008-04-04,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84602,297144,6225 DEAN MARTIN DRIVE SUITE F,2010-04-09,YES,YES,YES,YES,2008-04-09,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297149,6330 S EASTERN AVE STE 3,2010-05-21,YES,YES,YES,YES,2008-05-21,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297151,1771 EAST FLAMINGO RD STE 119B,2010-05-30,YES,YES,YES,YES,2008-05-30,Not Available,,Proprietary
Nevada,84802,297148,2725 S JONES BLVD STE 108,2010-06-04,YES,YES,YES,YES,2008-06-04,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84652,297150,6392 MCLEOD DR STE 4,2010-06-18,YES,YES,NO,NO,2008-06-18,Not Available,,Proprietary
Nevada,84802,297146,2375 S JONES BLVD STE 10,2010-07-16,YES,YES,YES,YES,2008-07-16,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297153,3030 S JONES BLVD STE 104,2010-07-19,YES,YES,YES,YES,2008-07-19,Not Available,,Proprietary
Nevada,84402,297152,3017 W CHARLESTON STE 15,2010-07-28,YES,YES,YES,YES,2008-07-28,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84427,297154,4560 SOUTH DECATUR BLVD STE. 303,2010-08-12,YES,YES,YES,YES,2008-08-12,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84577,297157,7241 WEST SAHARA AVE STE 110,2010-09-24,YES,YES,YES,YES,2008-09-24,Not Available,,Proprietary
Nevada,84602,297156,6280 S VALLEY VIEW BLVD STE 522,2010-11-01,YES,YES,YES,YES,2008-11-01,Not Available,,Proprietary
Nevada,84877,297155,700 E SILVERADO RANCH BLVD STE 150,2010-11-20,YES,YES,YES,YES,2008-11-20,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297158,3100 W SAHARA STE 215,2011-01-08,YES,YES,YES,YES,2009-01-08,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84902,297160,330 FALCON RIDGE PKWY BLDG. 200 STE A,2011-01-20,YES,YES,YES,YES,2009-01-20,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84577,297159,6849-A CHARLESTON BLVD,2011-01-29,YES,YES,YES,YES,2009-01-29,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84352,297162,3033 W HORIZON RIDGE PKWY #100,2011-03-25,YES,YES,YES,YES,2009-03-25,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84827,297161,4465 S BUFFALO DR STE A,2011-04-03,YES,YES,YES,YES,2009-04-03,Not Available,,Proprietary
Nevada,84627,297170,3017 W CHARLESTON BLVD STE 12,2011-04-10,YES,YES,YES,YES,2009-04-10,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84577,297166,6843 WEST CHARLESTON BLVD STE A,2011-04-22,YES,YES,YES,YES,2009-04-22,Not Available,,Proprietary
Nevada,84402,297171,2881 S VALLEY VIEW BLVD STE 5,2011-04-24,YES,YES,YES,YES,2009-04-24,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297163,3110 S VALLEY VIEW BLVD STE 201,2011-05-07,YES,YES,YES,YES,2009-05-07,Not Available,,Proprietary
Nevada,84852,297165,9652 GROUSE GROVE AVENUE,2011-05-28,YES,YES,YES,YES,2009-05-28,Not Available,,Proprietary
Nevada,84702,297164,8760 S MARYLAND PKWY #112,2011-06-07,YES,YES,YES,YES,2009-06-07,Same As Expected,3.0 - 4.0,Non - Profit Private
Nevada,84577,297169,7945 W SAHARA AVE,2011-06-26,YES,NO,NO,YES,2009-06-26,Not Available,,Proprietary
Nevada,84402,297167,2801 S VALLEY VIEW BLVD STE 3,2011-06-27,YES,YES,YES,YES,2009-06-27,Not Available,,Proprietary
Nevada,84852,297168,6029 S FORT APACHE RD #100,2011-07-01,YES,YES,YES,YES,2009-07-01,Worse Than Expected,1.0 - 2.5,Proprietary
Nevada,84677,297175,2950 E FLAMINGO RD STE J-A,2011-10-14,YES,YES,YES,YES,2009-10-14,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84677,297172,2950 E FLAMINGO RD STE B,2011-10-17,YES,YES,YES,YES,2009-10-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297174,3355 W SPRING MOUNTAIN RD #259,2011-10-19,YES,YES,NO,YES,2009-10-19,Not Available,,Proprietary
Nevada,84427,297176,3750 S JONES BLVD STE 140,2012-01-13,YES,YES,YES,YES,2010-01-13,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297177,3160 S VALLEY VIEW BLVD STE 206,2012-03-11,YES,YES,YES,YES,2010-03-11,Worse Than Expected,1.0 - 2.5,Proprietary
Nevada,84402,297178,2801 S VALLEY VIEW STE #15,2012-04-17,YES,YES,YES,YES,2010-04-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297179,3160 S VALLEY VIEW STE 202,2012-04-29,YES,YES,YES,YES,2010-04-29,Same As Expected,3.0 - 4.0,Proprietary
Nevada,85052,297180,1380 GREG STREET SUITE 233,2012-06-25,YES,YES,YES,YES,2010-06-25,Not Available,,Proprietary
Nevada,84727,297183,3211 N TENAYA WAY STE 108,2012-07-14,YES,YES,YES,YES,2010-07-14,Not Available,,Proprietary
Nevada,84527,297187,2770 S MARYLAND PKWY STE 408,2012-08-26,YES,YES,YES,YES,2010-08-26,Same As Expected,3.0 - 4.0,Proprietary
Nevada,85077,297300,8TH E HASKELL STE C,2012-11-01,YES,YES,NO,YES,2010-11-01,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84802,297182,2940 S JONES BLVD STE A,2012-12-17,YES,YES,YES,YES,2010-12-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297185,5280 SOUTH EASTERN AVENUE STE  G2,2012-12-21,YES,YES,NO,NO,2010-12-21,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84427,297186,4445 S JONES BLVD STE 2B,2013-02-11,YES,YES,YES,YES,2011-02-11,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84402,297188,3017 W CHARLESTON BLVD SUITE 40,2013-04-20,YES,YES,YES,YES,2011-04-20,Not Available,,Proprietary
Nevada,84402,297189,3355 W SPRING MOUNTAIN RD STE 23,2013-05-26,YES,YES,NO,YES,2011-05-26,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297190,1500 E TROPICANA AVE STE 122,2013-11-23,YES,YES,YES,YES,2011-11-23,Not Available,,Proprietary
Nevada,84352,297191,2821 W. HORIZON RIDGE PKWY STE 101,2013-12-30,YES,YES,YES,YES,2011-12-30,Not Available,,Proprietary
Nevada,84377,297193,705 N 17TH ST,2014-02-06,YES,YES,NO,YES,2012-02-06,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84527,297192,2770 S MARYLAND PKWY STE 309,2014-03-17,YES,YES,YES,YES,2012-03-17,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84952,297195,1913 BROKEN LANCE AVE,2014-03-31,YES,YES,YES,YES,2012-03-31,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84927,297194,720 WEST CHEYENNE AVE STE 210,2014-05-13,YES,YES,YES,YES,2012-05-13,Not Available,,Proprietary
Nevada,84402,297196,4535 W SAHARA AVE #204,2014-08-31,YES,YES,YES,YES,2012-08-31,Not Available,,Proprietary
Nevada,84602,297198,5840 W SUNSET ROAD,2014-10-18,YES,YES,YES,YES,2012-10-18,Better Than Expected,4.5 - 5.0,Proprietary
Nevada,84652,297199,2450 CHANDLER AVENUE SUITE #7,2014-11-28,YES,YES,YES,YES,2012-11-28,Not Available,,Proprietary
Nevada,84527,297200,900 E KAREN AVE C-210,2014-12-06,YES,YES,NO,NO,2012-12-06,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84627,297197,320 E WARM SPRINGS RD STE 4A UNIT 5-A,2014-12-17,YES,YES,YES,YES,2012-12-17,Not Available,,Proprietary
Nevada,84502,297207,5024 ALTA DRIVE,2015-01-11,YES,YES,YES,YES,2013-01-11,Not Available,,Proprietary
Nevada,85052,297201,1380 GREG ST STE 207,2015-01-30,YES,YES,YES,YES,2013-01-30,Worse Than Expected,1.0 - 2.5,Proprietary
Nevada,84427,297203,3750 SOUTH JONES BLVD STE 160,2015-05-08,YES,YES,YES,YES,2013-05-08,Not Available,,Proprietary
Nevada,84402,297204,2881 S VALLEY VIEW BLVD STE 7,2015-07-09,YES,YES,YES,YES,2013-07-09,Not Available,,Proprietary
Nevada,84302,297205,1500 AVENUE F SUITE D,2015-07-15,YES,YES,NO,YES,2013-07-15,Better Than Expected,4.5 - 5.0,Proprietary
Nevada,84552,297206,1745 N NELLIS BLVD #A,2016-04-09,YES,YES,YES,YES,2014-04-09,Not Available,,Proprietary
Nevada,84352,297208,2779 WEST HORIZON RIDGE PARKWAY SUITE 205,2016-11-18,YES,YES,YES,YES,2014-11-18,Same As Expected,3.0 - 4.0,Proprietary
Nevada,84502,297202,6130 ELTON AVENUE,2016-11-21,YES,YES,YES,YES,2014-11-21,Not Available,,Proprietary
Nevada,84827,297209,4175 S RILEY STREET STE 103,2016-11-26,YES,YES,YES,YES,2014-11-26,Not Available,,Proprietary
Nevada,84402,297210,3305 W SPRING MOUNTAIN ROAD SUITE 61,2015-03-20,YES,YES,YES,YES,2015-03-20,Not Available,,Proprietary
Nevada,84277,297211,1250 LAMOILLE HWY #309,2015-03-30,YES,YES,YES,YES,2015-03-30,Not Available,,Proprietary
Nevada,84677,297212,3430 E FLAMINGO ROAD STE 240,2015-06-06,YES,YES,YES,YES,2015-06-06,Not Available,,Proprietary
Nevada,84527,297213,2770 S MARYLAND PARKWAY STE 302,2015-07-10,YES,YES,YES,YES,2015-07-10,Not Available,,Proprietary
Nevada,84802,297215,2350 S JONES BLVD STE 101,2015-09-28,YES,YES,NO,NO,2015-09-28,Not Available,,Proprietary
Nevada,84877,297214,9788 GILESPIE STREET SUITE 417,2015-12-02,YES,YES,YES,YES,2015-12-02,Not Available,,Proprietary
Nevada,84802,297216,1601 S RAINBOW BLVD #140,2016-02-02,YES,YES,NO,YES,2016-02-02,Not Available,,Proprietary
Nevada,84652,297217,5250 S PECOS ROAD STE 100B,2016-02-16,YES,YES,YES,YES,2016-02-16,Not Available,,Proprietary
