state,LocationNO,Certification_NO,Address,LicenseRenewalDate,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Home Health Aide Services,Date Certified,Service Quality,ServiceQualityRating,Type of Ownership
Kansas,52077,178101,119 EAST MAIN,2015-08-10,YES,NO,NO,YES,2013-08-10,Not Available,,Proprietary
Kansas,52677,178102,506 SW 10TH AVENUE,2015-08-21,YES,NO,NO,YES,2013-08-21,Not Available,,Proprietary
Kansas,53027,178103,1202 EAST 1ST STREET NORTH,2015-08-21,YES,NO,NO,YES,2013-08-21,Not Available,,Proprietary
Kansas,52902,178104,2020 NORTH WEBB ROAD #203,2015-03-26,YES,YES,YES,YES,2015-03-26,Not Available,,Proprietary
Kansas,52927,178105,9415 EAST HARRY SUITE 308,2015-09-17,YES,YES,YES,YES,2015-09-17,Not Available,,Proprietary
Kansas,52227,178106,4700 INDIAN CREEK PARKWAY,2015-11-23,YES,YES,YES,YES,2015-11-23,Not Available,,Proprietary
Kansas,51277,177003,910 WEST 11TH,1996-07-01,YES,YES,YES,YES,1966-07-01,Not Available,,Government - State/ County
Kansas,52477,177017,125 WEST ELM STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Same As Expected,3.0 - 4.0,Government - State/ County
Kansas,52777,177021,104 EAST 2ND STREET,1996-07-01,YES,YES,YES,YES,1966-07-01,Not Available,,Government - State/ County
Kansas,51002,177023,123 N JENNINGS,1996-09-30,YES,YES,YES,YES,1966-09-30,Same As Expected,3.0 - 4.0,Government - State/ County
